chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr1+11750705,LOC_Os01g21034,1,0,0,5,3,5,84,80,64,227,283,277,0,0,0,0,0,0,0,0,0,11,2,10,7,9,12,71,66,53,12,12,11,1,10,4,61,44,41,5,6,6
Chr1+11747225,LOC_Os01g21034,0,1,1,0,0,0,1,1,0,7,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,4,5,0,0,1,0
Chr1-12584661,LOC_Os01g22390,7,11,2,0,0,0,3,2,0,3,2,5,0,0,1,10,2,5,2,1,4,5,1,5,1,1,1,1,0,1,0,0,0,0,0,0,2,3,3,5,9,7
Chr1-12584701,LOC_Os01g22390,7,0,2,6,0,9,6,2,11,3,0,2,0,0,0,1,8,8,1,1,2,2,2,1,1,3,1,0,0,0,3,2,3,0,3,2,2,1,2,1,6,5
Chr1-12584901,LOC_Os01g22390,17,23,40,40,24,23,32,31,28,25,14,12,23,20,11,23,11,5,26,21,19,18,20,14,20,6,0,23,22,19,17,25,25,0,0,0,18,19,27,31,36,37
Chr1+13573120,LOC_Os01g24070,122,69,161,176,137,200,110,108,127,235,160,197,102,77,57,27,27,27,21,22,23,103,95,99,154,159,174,20,27,25,4,4,7,12,43,33,11,12,13,31,25,32
Chr1+13573058,LOC_Os01g24070,47,46,37,35,27,30,7,9,6,4,3,3,2,0,4,0,0,0,0,0,0,0,2,0,1,2,2,0,0,2,0,0,0,0,0,0,0,0,0,12,12,10
Chr1+13573334,LOC_Os01g24070,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,1,0,10,4,2,0,0,0,0,0,0
Chr1+21201559,LOC_Os01g37870,16,5,0,1,4,3,8,3,1,35,44,41,24,28,25,43,43,40,17,11,13,7,7,6,4,3,6,46,20,15,4,5,3,26,2,24,10,12,10,6,13,15
Chr1+21201474,LOC_Os01g37870,0,0,0,0,0,0,0,0,0,9,14,8,1,1,4,4,7,0,0,2,2,3,9,3,0,0,0,3,0,4,2,1,1,0,0,0,2,0,2,1,1,1
Chr1+21202962,LOC_Os01g37870,0,0,0,0,0,0,1,1,0,17,9,17,22,25,21,31,28,48,6,11,8,0,3,1,0,3,1,1,4,3,0,0,5,5,6,6,6,3,3,1,5,4
Chr1+21201744,LOC_Os01g37870,6,1,2,3,10,5,5,13,19,31,34,32,35,23,16,61,33,20,14,7,21,12,11,9,6,5,5,18,18,16,7,6,5,0,0,0,13,10,12,7,7,9
Chr1-36695433,LOC_Os01g63290,2,4,2,3,7,4,0,2,13,3,4,5,0,0,4,2,2,0,1,1,2,0,3,0,2,0,0,3,2,2,0,1,0,34,52,34,0,0,1,1,1,1
Chr1-36690554,LOC_Os01g63290,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,1,1,4,0,1,1,1,0,0,0,3,6,1,0,0,0,0,1,0,0,0,0
Chr1-36687626,LOC_Os01g63290,8,4,15,0,0,3,11,6,5,9,17,19,2,3,0,5,12,4,6,6,9,5,6,8,0,1,2,9,4,4,1,6,4,0,0,0,19,23,23,8,13,5
Chr1-36687787,LOC_Os01g63290,42,48,9,32,34,19,56,48,38,69,68,65,29,35,36,42,47,48,118,98,135,42,40,45,20,21,18,88,88,85,52,29,51,80,24,22,120,123,112,123,95,111
Chr1-36688294,LOC_Os01g63290,4,4,5,7,4,1,8,2,5,2,2,2,1,0,0,0,0,1,0,0,0,1,5,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,4,5
Chr1-39222455,LOC_Os01g67500,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,6,4,0,1,0,7,2,3,0,2,3,0,0,0,8,7,7,0,0,0
Chr1-39222301,LOC_Os01g67500,8,10,8,10,0,2,6,12,10,28,27,27,9,10,13,10,19,18,20,22,22,68,74,103,15,10,8,56,24,43,45,56,51,30,94,50,87,92,85,11,7,9
Chr1+42547018,LOC_Os01g73410,39,44,40,89,50,44,58,39,63,123,57,114,40,90,82,64,61,35,54,62,62,57,41,63,24,22,22,49,45,58,24,21,22,14,24,110,50,50,44,95,97,111
Chr1+42543250,LOC_Os01g73410,1,16,5,63,31,37,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2
Chr2+18599,LOC_Os02g01030,61,59,58,32,43,55,39,40,46,28,42,37,28,22,29,4,9,10,6,6,5,23,38,69,7,13,20,7,5,26,24,25,13,5,2,21,22,25,25,25,22,16
Chr2+18441,LOC_Os02g01030,480,392,389,395,385,316,263,194,201,323,395,411,149,143,163,101,134,109,117,113,113,397,334,394,292,255,190,266,266,246,268,261,290,7,88,162,325,379,295,377,355,388
Chr2+15636,LOC_Os02g01030,1,3,1,0,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,7,8,6
Chr2+636097,LOC_Os02g02130,9,4,5,31,5,20,5,4,0,3,0,5,0,0,0,1,0,1,0,0,0,6,3,0,2,2,2,0,0,0,1,2,3,0,0,0,1,1,2,6,5,5
Chr2+634121,LOC_Os02g02130,26,66,22,3,16,13,11,9,8,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,0,0,0,3,2,3,128,132,138
Chr2+635777,LOC_Os02g02130,302,443,304,337,361,366,479,489,482,794,771,657,186,207,187,235,237,245,385,386,389,1187,1278,1112,649,680,624,390,359,354,387,286,340,184,361,257,657,601,643,744,656,695
Chr2+1629801,LOC_Os02g03840,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,1,1,0,2,2,2,0,0,0,3,5,4,2,0,0,0,0,0,0,0,0,0,0,0
Chr2+1625356,LOC_Os02g03840,0,1,0,0,0,0,2,0,1,11,1,2,2,4,2,2,0,0,5,1,0,9,10,18,1,5,0,23,49,54,17,8,26,0,0,0,0,1,0,0,0,0
Chr2+1630156,LOC_Os02g03840,1,1,2,0,1,1,2,1,1,236,243,248,88,85,102,153,192,148,330,354,326,244,250,277,126,155,121,309,337,317,223,197,218,113,111,111,71,63,66,0,2,2
Chr2+1625703,LOC_Os02g03840,0,0,0,0,0,0,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,4,2,0,0,1,1,1,5,12,3,4,3,0,0,0,0,0,0,0,0,0
Chr2+4133794,LOC_Os02g07880,24,28,28,25,40,42,59,47,35,38,35,39,32,40,55,35,34,31,51,67,45,55,53,50,49,48,54,25,34,29,55,70,74,23,31,0,39,42,38,8,22,30
Chr2+4133649,LOC_Os02g07880,32,20,40,29,34,52,38,22,16,5,9,7,6,3,3,12,10,11,9,9,8,6,6,7,10,14,11,13,3,11,25,26,25,33,17,8,23,25,26,35,40,33
Chr2+5028017,LOC_Os02g09740,3,0,0,0,0,0,11,0,5,40,47,53,0,0,1,2,0,1,1,1,1,47,47,54,37,43,27,18,20,16,37,34,42,9,5,0,52,44,51,6,7,6
Chr2+5027473,LOC_Os02g09740,1,1,0,1,0,1,3,3,0,1,4,1,1,0,0,1,1,0,3,0,2,0,0,0,0,0,0,1,2,0,3,2,0,6,10,4,1,1,1,0,0,0
Chr2-16602524,LOC_Os02g28040,2,4,0,1,1,2,2,5,0,10,8,2,10,4,6,6,10,6,11,11,9,6,6,6,5,5,5,2,11,21,7,8,6,1,28,12,6,8,7,15,0,24
Chr2-16603201,LOC_Os02g28040,3,2,4,0,0,0,0,0,0,1,0,0,1,4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,5,14,0,0,0,0,1,0
Chr2-16602659,LOC_Os02g28040,11,10,11,30,14,8,5,20,36,13,17,21,24,25,25,9,1,19,15,18,8,10,15,9,14,7,11,14,5,12,40,46,52,3,1,1,14,14,14,24,24,24
Chr2+19886178,LOC_Os02g33450,0,0,0,0,1,2,1,0,0,41,39,43,28,26,27,24,22,19,4,6,1,3,3,4,0,2,0,9,2,9,1,0,1,1,0,0,3,1,4,3,3,2
Chr2+19885702,LOC_Os02g33450,81,142,138,164,218,205,106,115,105,5143,5420,5138,1671,1754,1651,1385,1512,1367,526,611,615,466,518,495,175,177,208,770,759,778,327,313,318,312,379,331,584,500,547,125,122,128
Chr2+19886002,LOC_Os02g33450,0,0,0,0,0,0,0,0,0,6,7,10,0,10,2,5,3,0,3,4,0,1,1,1,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0
Chr2-21043874,LOC_Os02g35070,488,450,580,681,341,453,334,462,528,87,93,90,124,116,110,102,92,113,157,155,159,143,133,152,104,101,101,99,119,128,145,144,145,291,251,158,132,104,115,350,345,338
Chr2-21043969,LOC_Os02g35070,28,19,14,11,6,7,5,2,11,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,1,1,1,0,3,7,0,0,2,0,0,0,1,1,2,12,12,11
Chr2+21431607,LOC_Os02g35630,169,166,205,142,110,189,83,70,12,277,230,276,441,484,432,646,647,647,296,240,254,126,117,115,118,130,137,158,104,161,196,195,189,101,115,127,136,107,145,215,199,221
Chr2+21431513,LOC_Os02g35630,21,15,13,14,28,40,1,0,1,8,1,5,1,1,2,10,0,8,2,1,2,1,0,0,0,0,0,3,9,9,3,0,0,0,0,0,2,1,1,0,5,11
Chr2+21431415,LOC_Os02g35630,13,20,15,11,13,18,3,2,0,1,2,0,2,9,3,9,11,21,4,5,2,1,0,1,3,2,2,5,4,4,4,1,2,0,0,0,11,5,10,11,20,16
Chr2-24240093,LOC_Os02g40040,560,583,608,703,519,643,336,688,236,132,133,171,141,114,136,191,176,137,112,116,109,42,35,41,59,30,52,94,113,93,38,24,54,101,5,165,122,99,88,626,628,620
Chr2-24241702,LOC_Os02g40040,0,0,0,2,2,0,2,1,1,1,4,3,0,0,0,1,1,1,0,0,0,1,2,3,1,0,2,0,0,0,0,2,0,2,4,4,1,2,0,0,2,2
Chr2+26970217,LOC_Os02g44520,83,85,122,62,115,106,104,76,120,163,175,172,158,160,158,192,196,190,147,145,140,201,211,204,357,242,267,129,117,130,77,122,100,39,74,75,67,100,72,73,79,79
Chr2+26968314,LOC_Os02g44520,7,18,2,0,0,0,3,2,3,17,15,13,4,3,6,7,8,3,12,10,8,26,30,21,11,12,0,11,12,16,0,13,17,0,0,0,5,2,7,7,7,10
Chr2+26967544,LOC_Os02g44520,4,22,49,6,2,1,10,22,7,9,12,12,14,13,14,8,15,13,7,9,10,9,8,11,17,19,10,7,6,6,4,9,6,45,43,51,3,3,3,0,2,2
Chr2+26954949,LOC_Os02g44520,2,2,2,5,4,0,3,0,2,5,5,7,11,8,0,7,8,8,9,7,7,18,7,15,7,13,16,2,3,4,0,5,1,27,253,140,1,1,5,2,0,3
Chr2+26955108,LOC_Os02g44520,1,0,1,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,2,10,3,0,0,0,0,1,3,2,5,1,0,0,0,0,0,0,1,1,1
Chr2+32395419,LOC_Os02g52960,45,32,43,35,50,28,7,7,8,6,6,4,4,9,19,14,21,8,14,9,10,3,5,3,12,15,27,1,7,7,16,15,17,3,2,2,14,14,26,2,12,13
Chr2+32395326,LOC_Os02g52960,5,17,13,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1,2,1,1
Chr2+32386247,LOC_Os02g52960,5,5,2,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,1,0,9,0,1
Chr2+32396075,LOC_Os02g52960,135,141,127,168,172,145,86,70,72,55,53,54,107,95,82,149,166,120,82,68,76,51,48,58,63,69,70,67,52,65,63,61,60,13,68,48,34,39,42,97,53,135
Chr2+32395868,LOC_Os02g52960,65,61,70,93,78,81,49,45,52,36,31,39,67,72,71,91,77,62,35,28,33,19,12,20,26,25,27,38,5,23,47,43,57,77,25,46,72,68,65,53,57,61
Chr2+32832768,LOC_Os02g53670,41,45,25,43,10,59,71,65,74,109,96,88,113,115,132,117,126,116,122,118,87,69,69,77,72,76,73,115,78,81,69,83,72,6,28,4,75,71,77,50,56,49
Chr2+32832579,LOC_Os02g53670,11,12,12,6,5,4,8,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,5,0,7,0,0,0,0,2,1,18,18,12
Chr2-35840398,LOC_Os02g58650,1,8,7,6,7,4,0,0,1,3,8,1,2,12,12,3,4,8,4,3,4,1,2,0,0,0,1,11,3,7,2,2,7,1,7,4,6,6,2,1,2,0
Chr2-35840155,LOC_Os02g58650,17,17,6,42,23,18,41,24,36,90,93,103,114,88,79,89,98,87,44,37,43,38,31,29,17,21,16,78,59,43,27,48,40,3,3,4,37,44,32,15,15,15
Chr3-4137092,LOC_Os03g08110,1,3,3,0,3,0,0,2,1,0,0,0,2,0,2,0,0,0,2,1,3,1,1,0,1,1,1,0,5,2,11,10,10,0,1,7,0,0,0,1,3,0
Chr3-4137930,LOC_Os03g08110,0,0,0,17,12,0,2,6,0,0,0,1,1,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0
Chr3-4139571,LOC_Os03g08110,2,2,2,4,2,2,1,6,12,1,2,5,15,7,2,5,3,4,6,4,5,5,4,4,2,4,2,1,1,2,0,4,0,16,27,27,0,0,0,1,2,1
Chr3-4138670,LOC_Os03g08110,2,2,0,0,1,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,5,2,0,0,0,0,0,0,3,2,2,1,0,0
Chr3-4137055,LOC_Os03g08110,1,9,13,2,0,9,4,16,26,9,12,11,27,30,20,10,10,12,27,28,24,14,18,15,8,8,7,84,92,68,124,123,148,68,203,92,24,6,19,3,2,3
Chr3+5948098,LOC_Os03g11490,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,7,0,0,0,0,0,0
Chr3+5955466,LOC_Os03g11490,32,76,81,35,47,48,18,18,19,0,1,1,0,0,3,8,3,6,4,41,54,4,4,5,1,0,0,60,72,52,68,55,53,45,61,10,141,136,140,44,63,70
Chr3+5948870,LOC_Os03g11490,0,1,1,0,1,0,0,3,2,0,0,1,1,2,3,1,1,0,0,1,1,1,1,1,0,1,0,3,2,2,0,0,0,16,24,1,0,1,0,0,0,0
Chr3+7019296,LOC_Os03g12990,8,14,20,2,5,4,0,0,0,23,26,23,369,227,287,121,101,112,27,33,28,0,1,0,4,4,5,30,41,10,1,2,0,4,2,13,0,0,0,86,35,45
Chr3+7019174,LOC_Os03g12990,3,3,5,2,3,2,1,0,2,1,1,0,10,6,9,2,3,3,2,1,2,0,1,2,2,1,1,4,4,4,0,0,0,1,5,14,0,0,0,4,7,5
Chr3-7278397,LOC_Os03g13460,17,41,36,33,36,38,44,43,45,387,415,388,119,81,122,69,82,128,128,132,129,197,253,243,112,201,189,99,102,103,33,36,34,51,52,51,170,96,117,19,35,37
Chr3-7277307,LOC_Os03g13460,0,0,0,0,0,0,0,0,0,9,11,12,0,0,0,0,0,0,2,1,1,4,5,5,6,9,5,2,5,4,0,0,1,0,0,0,0,0,0,0,0,0
Chr3-8219082,LOC_Os03g15050,9,7,8,5,25,33,2,8,1,0,0,0,2,0,3,1,1,0,3,2,4,1,2,1,0,0,0,2,0,1,0,0,0,0,0,0,0,2,2,2,0,2
Chr3-8223551,LOC_Os03g15050,0,0,0,14,5,20,0,0,0,0,0,0,1,0,4,7,5,4,0,1,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-8223455,LOC_Os03g15050,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,7,0,0,2,0,0,0,2,3,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Chr3-8218897,LOC_Os03g15050,453,428,429,530,712,678,64,43,47,208,216,176,585,555,569,2120,2159,2057,1004,987,1130,358,338,376,1221,1219,1226,194,138,176,224,235,242,529,123,498,43,45,43,107,129,130
Chr3-8741846,LOC_Os03g15850,80,75,80,88,49,54,51,52,54,9,16,7,17,15,13,30,5,17,15,22,17,9,18,11,17,17,15,43,16,5,8,7,7,10,22,13,16,15,14,44,38,41
Chr3-8742140,LOC_Os03g15850,13,28,13,34,10,17,13,11,14,2,2,4,0,1,0,3,4,3,4,5,5,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,2,1,0,13,15,15
Chr3-8742410,LOC_Os03g15850,7,1,11,4,4,6,4,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5
Chr3-8742228,LOC_Os03g15850,2,5,0,4,2,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6
Chr3-8950038,LOC_Os03g16230,8,10,10,39,41,35,19,5,12,45,45,28,46,47,47,41,43,55,36,30,22,13,11,11,13,11,12,33,42,49,4,7,6,2,1,4,37,34,30,7,7,7
Chr3-8950203,LOC_Os03g16230,19,35,21,71,63,73,21,8,16,30,44,44,43,51,62,49,63,36,83,75,91,7,12,5,11,11,7,68,36,48,16,6,16,2,30,1,30,43,34,32,31,32
Chr3+11259584,LOC_Os03g19980,0,1,1,18,20,5,5,4,2,2,2,0,0,1,1,0,0,1,7,0,5,1,1,1,0,2,0,1,1,1,3,0,1,0,0,0,0,2,3,1,1,1
Chr3+11255514,LOC_Os03g19980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0,0,0,0,0,0
Chr3+11255400,LOC_Os03g19980,7,3,5,3,8,8,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,3,2,0,0,0,2,1,2,8,9,8
Chr3-20655303,LOC_Os03g37270,20,11,3,5,5,5,13,22,17,28,30,16,12,0,5,15,11,10,12,7,9,14,31,26,24,11,8,10,8,1,10,10,15,0,0,0,7,3,3,17,17,18
Chr3-20655055,LOC_Os03g37270,65,63,95,53,58,52,180,135,171,103,133,121,33,37,18,55,47,48,55,57,56,153,184,222,146,112,119,44,36,48,21,23,19,37,24,39,50,43,44,201,201,201
Chr3-22258369,LOC_Os03g40070,0,0,0,0,0,0,12,37,22,0,1,1,0,0,0,0,0,0,0,0,0,1,8,7,8,11,14,0,1,3,0,0,1,0,0,0,4,1,5,0,0,0
Chr3-22255219,LOC_Os03g40070,1,9,8,0,0,0,70,91,80,35,22,24,1,7,3,5,6,6,16,18,27,193,199,211,154,154,185,13,9,11,39,38,37,8,27,31,1,21,9,2,0,3
Chr3-24632184,LOC_Os03g43900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,13,0,0,0,0,0,0
Chr3-24632857,LOC_Os03g43900,0,1,0,0,0,0,0,0,0,4,1,2,7,6,9,3,2,3,2,0,1,4,5,1,2,3,6,1,1,0,0,0,4,0,0,0,1,3,3,1,1,1
Chr3-24632907,LOC_Os03g43900,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
Chr3-24630179,LOC_Os03g43900,15,3,17,11,0,16,10,7,6,13,11,12,27,18,25,18,24,22,15,15,16,8,9,7,7,6,9,19,17,23,17,9,15,8,19,22,20,24,24,26,19,28
Chr3-25102516,LOC_Os03g44580,14,16,18,2,3,2,19,17,20,91,83,96,77,60,82,33,39,45,43,41,44,69,50,52,20,20,19,77,81,81,121,222,87,411,329,132,113,86,90,12,22,26
Chr3-25101780,LOC_Os03g44580,12,8,13,7,0,1,3,1,1,25,26,25,36,38,40,13,12,10,2,9,8,13,16,15,4,4,11,14,16,16,11,8,14,17,65,34,9,6,10,19,17,16
Chr3-30169728,LOC_Os03g52594,0,2,1,10,15,30,3,0,5,1,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Chr3-30157098,LOC_Os03g52594,169,172,149,94,107,25,78,60,101,92,103,71,107,115,120,144,158,155,85,82,83,89,98,101,99,71,73,132,97,93,165,164,140,122,158,126,124,120,133,133,142,148
Chr3-30171141,LOC_Os03g52594,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,2,4,0,6,5,4,1,2,0,0,0,0
Chr3-32361758,LOC_Os03g56790,2,0,1,8,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-32363706,LOC_Os03g56790,10,6,2,8,10,12,11,14,16,0,0,0,1,0,0,1,0,0,0,0,0,1,2,1,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1
Chr3-32360717,LOC_Os03g56790,808,937,746,708,953,1015,961,985,876,466,478,487,1026,1015,1023,600,570,631,1074,1015,1013,688,794,717,627,614,574,1012,999,1009,400,390,552,1273,728,768,350,366,351,452,452,452
Chr3-32363116,LOC_Os03g56790,7,9,6,6,4,2,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3+33065010,LOC_Os03g58070,14,8,18,0,0,2,4,8,0,9,8,7,10,9,9,6,8,13,6,10,7,5,3,5,2,1,1,11,6,2,13,5,7,0,0,0,15,4,12,8,9,7
Chr3+33064911,LOC_Os03g58070,349,404,348,410,416,326,287,314,307,294,272,274,720,803,816,1348,1334,1395,1152,1242,1217,135,124,134,270,278,231,399,424,426,222,233,182,5,710,333,854,868,781,466,505,549
Chr3+34009810,LOC_Os03g59740,24,7,11,19,18,20,17,26,20,57,53,50,64,48,19,25,32,30,83,84,82,67,66,64,78,78,92,88,78,94,115,113,66,25,161,163,56,47,38,19,44,18
