chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11
Chr2-23553115,LOC_Os02g38980,14.52404204,2.65250944,2.578364186,2.605387347,10.38830777,9.513759018,13.64298833,8.571162995,6.522426758,10.12304826,5.599182172,0.551352963,2.398298997,0.158185733,0.536463004,1.051859042,1.739451519,1.362650743,3.209272264,0.266955191,2.693251415,2.731455307,2.595908963,3.211542403,6.582515217,5.392893868,5.952278938,9.674460208,0.009315222,4.845669988,7.171377002,7.374821995,0.969209406,1.401896337,0.086670464,0.45070735,0.623226729,0.272397828,0.332229357,0.850004801,0.348440957,0.24744966,0.885587048,0.581956692,1.921164964,4.775911978,1.086750984,2.74365028,2.99640889,2.074829189,2.744992005,2.830304572,1.58061407,2.075729872,3.255820072,2.681572,2.218814667,0.701753041,1.826879872,0.605570059,1.545919483,0.76990533,1.676712842,1.060287154,0.101460262,2.393601132,1.833526179,2.001354436,2.243033546,1.298385251,1.964213164,1.359239962,1.517697848,1.157097956,0.991430026,1.998387199,1.784225517,2.769009343,3.226659712,1.349500977,2.231452457,2.482702145,4.256955557,1.484543082,1.049832468,1.795153852,0.052119725,3.211751059,14.50359848,17.64329482,4.889666961,13.20149424,12.75885341,10.35026181,11.84843354,5.85359537,12.1648161,12.15168956,15.69129794,3.286306457,9.308202646,3.861510162,5.878256631,3.424787188,5.803895633,12.69381014,13.31988404,4.015881178,8.276452573,5.000800729,0,0,0,0,0,0,0,0,0,0,0,6.065907801,7.029514689,0.069856158,1.77259233,1.528229126,2.928145096,4.966830703,5.025397919,0.850563457,0.538856499,4.636773908,2.877909577,1.872491055,0.961351032,2.591241047,3.504022714,2.856406676,2.159630152,3.578681225,2.850639408,1.161465828,1.670727753,3,3,3,3,3,3,3,3,3,3,3
Chr2+23890486,LOC_Os02g39570,16.83083635,20.847181,21.27424189,24.14854962,29.0296,7.38638419,10.30605407,9.375766121,6.745140827,2.745894035,20.47368494,14.60644415,15.28442831,11.43030282,23.37650551,7.400772499,13.78379556,20.28845828,10.45231283,1.486464415,28.2630202,22.56310595,5.001991138,4.32447313,7.414463391,6.704563531,6.461667502,4.872449864,6.117354815,5.665600648,6.1790708,7.22087784,6.934883035,1.182533256,13.51146886,12.79729917,8.769249374,7.496208935,7.695134455,1.341919024,2.394411713,6.936374448,5.763892968,5.495822958,5.598386182,2.56704634,0.040897463,4.628846011,3.381808162,0.992694092,2.815740017,1.89975808,3.336880221,1.154000405,0.493577357,7.455646802,5.85756167,4.87654555,3.17689134,3.733734668,5.049994913,1.170475364,5.315916431,4.905313772,1.731341094,3.061505149,0.118981236,1.144152417,0.697001374,0.797500091,0.236452569,0.063235741,0.356215949,0.35840254,0.020417807,0.154753766,0.748254103,0.165803207,0.614121585,1.043689668,1.30833255,0.334990942,0.059825517,0.245117447,0.641223857,1.036864853,0.240088549,0.570212151,3.183571883,0.213027821,2.314126382,0.383339618,4.509901198,3.483176698,3.279452848,0.654015167,0.092023797,0.660361597,1.467510727,1.014767737,0.433316722,1.230248997,0.040341221,1.711057598,0.214895157,0.726136825,0.124294206,0.401015607,0.523573495,0.686568084,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,3.811298882,2.287879864,3.501252246,4.930988684,5.624700958,2.656433737,1.685709518,3.537093398,3.365331666,6.631556968,2.902451748,15.25486944,30.73550228,25.66874168,20.84575362,20.80277406,24.17677414,34.7227103,23.62661382,23.6629219,13.72556883,27.74358795
Chr2+23890654,LOC_Os02g39570,80.53400073,238.3885229,198.2131607,251.1643534,241.3571778,293.0317742,347.510638,260.4050317,253.6650116,243.782473,363.6415196,254.2005616,238.1290458,219.3685882,189.8461876,164.7568442,200.2122942,257.3296138,213.3352852,233.8844525,188.6475735,187.3280378,302.5642011,326.841458,272.6053232,220.0063024,222.6810122,289.0184674,305.2040885,284.3105751,299.6535464,202.530124,297.0601139,438.5144238,438.2636837,524.9941239,475.1972659,462.8986594,488.1791561,506.0028287,482.0479884,507.0645787,494.9225722,508.6589302,326.1943405,311.2765119,337.1113595,346.126566,374.0808195,371.5152169,365.6275215,358.5106037,364.1511295,366.4571131,335.5827982,158.5240528,180.5300577,176.7118695,154.8726893,176.3695572,176.0444559,165.7006736,167.8091496,167.5345076,169.8524157,162.748634,58.18104652,63.44757554,59.0001952,55.93198821,58.21269088,53.43519644,54.8797965,50.58133843,64.52924265,49.96286162,54.21974762,94.25737175,96.36568208,92.86771245,81.60994015,104.374853,86.18699065,85.49343358,92.46027212,97.37377733,92.50629408,96.28305536,119.2694732,107.0989922,116.7477377,115.9205412,117.2202555,114.1975818,114.6242144,102.4581768,129.8294928,91.58853768,115.4785196,91.25114357,96.28163362,92.28576172,100.1668518,92.07329746,91.18956188,81.36370353,97.59380633,93.76674187,100.4926414,77.53980518,92.54683968,86.92828484,92.68061413,90.78673091,95.10523066,99.96265279,90.63569913,97.48647733,108.5737784,82.93346924,95.65752099,52.86985014,57.8616336,58.16643279,85.41205033,39.82166241,68.59671198,67.46175862,69.750861,48.03862347,66.72209221,52.64587099,256.0413835,261.3133844,255.0594321,271.6782813,263.405081,265.716984,239.7539307,252.5138628,253.9190903,264.9438402,253.7124679,146.2179397,141.7954653,152.1586832,149.0605094,151.937557,156.899218,143.5662673,142.220907,134.8170101,147.1831272,141.5099426
Chr2-24068728,LOC_Os02g39840,17.12759909,28.60503698,18.77568871,27.00214055,5.094271407,21.45615077,19.08585847,21.68128225,18.74275565,21.31767026,21.12664159,19.77144617,31.78034282,19.69270212,23.30485478,24.78693772,27.87055253,16.421625,18.9305515,23.57503184,21.34810147,25.7061515,12.48786081,7.91377131,16.55683806,17.72761522,0.714849947,18.19749815,2.662713853,7.263723645,9.513721632,15.22652291,15.04248152,12.70799804,12.15346673,10.51836464,12.60184036,14.38610775,11.90404627,6.109729045,6.134125986,14.68167643,6.926506776,10.43933004,3.591639886,6.288875504,7.179891321,9.44569356,7.76508632,6.666157276,7.593200815,7.155017904,3.940744559,3.364901394,7.745439983,9.014922682,10.8280946,6.922571595,10.7417118,8.695470374,2.766920352,8.002423213,7.248819899,2.87113093,3.527196451,10.80107082,9.608243484,6.072192353,7.901216932,8.413167461,9.597008796,7.347378541,5.853275861,7.24929583,10.55159578,10.06441495,7.630983692,2.256319852,9.571500114,1.800087538,3.274179813,9.57526499,19.23819088,5.645303133,6.784633953,19.2455011,15.9607148,18.67707806,6.354155715,7.137733256,6.184743412,6.850853563,6.551869326,6.240153409,6.660990674,7.003559153,7.695218287,6.946506892,6.509097698,11.23990818,8.420832743,14.07650104,7.942000506,17.61544192,5.030133117,8.532850492,9.735460096,9.981351495,7.293969339,11.43035021,12.92633139,14.45482978,11.20270153,8.427348785,7.80534411,8.235220212,8.063462623,7.185773159,11.33311184,12.74479212,11.89935817,0,0,0,0,0,0,0,0,0,0,0,21.14052185,24.00856061,23.92626991,21.47226027,22.35546355,21.57964286,22.21232503,21.54775234,21.2359062,20.34742668,24.9203079,25.36856493,18.99804546,22.63873411,22.89713116,23.98934201,25.66956807,22.87376781,21.56066323,21.52198981,23.87792242,23.35063888
Chr2-24068540,LOC_Os02g39840,35.08381966,35.13673775,34.31678224,40.70437166,25.28687759,15.52824431,31.69673916,35.66176883,45.31612513,49.51993574,44.9018847,32.95387088,41.45428756,26.5556971,68.60935714,49.93436905,64.74340032,55.26893596,40.85828494,26.45167339,55.97040919,43.76378321,22.75253277,31.23432685,22.88024846,32.53087544,19.37049787,18.54119958,23.79749282,27.15672709,34.97396566,32.09606959,26.25912998,22.15055139,20.00846032,22.94324754,23.02826332,16.52371447,22.88599688,25.59295343,22.69137833,23.87163189,25.99520638,28.65183658,27.66371113,28.41142102,42.50804841,28.67532696,27.1315813,28.63423806,23.62431328,22.50231669,27.89171541,28.48740544,26.18342692,32.10992175,20.68776002,33.11735693,24.61984518,33.05685886,29.74236014,28.4152417,24.24798029,25.92692593,24.12218048,34.19017016,21.50555546,23.46469443,12.7238606,20.30921586,27.47357939,20.76325142,19.54420027,13.95007771,18.62628904,11.80907875,11.92231861,23.10726875,37.68519109,33.56722335,33.32846299,29.0819364,29.38590804,27.47970046,33.21211771,37.30743434,42.05418871,45.63091687,44.68385902,28.41392804,29.3704331,31.69500834,32.86162319,39.3408178,34.01345783,36.17271301,35.36941297,17.62671838,30.5588351,43.98451371,29.09681849,44.43107314,48.38027379,11.45236795,48.49978039,41.22318706,48.84633459,36.79834968,36.95734443,23.16144293,74.07081389,85.41330133,83.58838507,86.69384404,83.06838291,65.52311468,64.24791596,88.30542925,84.46971657,58.89266119,79.83972208,7.85284434,7.846234672,14.11194844,12.80049806,10.18632943,18.04441189,16.02312036,17.34427042,16.8926103,14.0459601,11.79811394,55.48708204,64.47792581,63.18875574,66.92170461,64.43252185,63.14203546,64.36844154,76.57617822,44.14546731,60.93919297,74.67706435,41.48951895,44.37311847,40.86933617,50.00866873,33.86711645,49.14405235,45.47778503,50.01790217,45.03803907,45.34974041,49.66031857
Chr2+25433155,LOC_Os02g42290,8.034987283,11.28252287,8.046464341,2.568178788,14.37272371,4.020355744,8.072371874,3.35421735,16.7616451,15.33629298,12.42119015,1.444184413,14.73793077,10.02648808,5.1101283,18.65228258,3.684192831,16.15992305,1.543290848,2.670228455,7.002627761,12.26406057,1.40147896,1.003392414,0.897208402,2.738078189,2.321923397,1.077977843,3.411150132,2.114175935,1.579244536,1.192310401,1.449057537,0.242717084,0.095441085,0.243982806,0.045771172,0.905222112,1.14918188,0.840357983,0.455711367,1.012780337,0.095840461,1.33302986,0,0,0,0,0,0,0,0,0,0,0,0.836985865,0.3273312,0.841687816,1.529364878,1.015161893,0.146513947,0.094899009,0.241146072,0.269919498,0.254435955,0.118634952,0.561947354,1.309449966,0.824005559,0.322952005,0.616325415,0.08791464,0.946478024,1.002785839,0.130865259,0.224577063,0.714601794,0,0,0,0,0,0,0,0,0,0,0,1.18559062,0.229468646,3.371002319,0.212122026,1.779280553,3.202512564,0.681189366,2.748039129,1.950635591,0.129261984,1.799191079,0.561946902,0.246470965,0.326280064,0.093178768,0.259566314,0.391366557,0.807236115,0.126221005,0.297171938,1.03628116,0.496888307,0,0,0,0,0,0,0,0,0,0,0,2.03242978,3.411312525,20.46644381,4.723063596,4.142121245,8.018805597,10.34703141,2.91593137,13.4854452,11.73042185,4.77983365,0,0,0,0,0,0,0,0,0,0,0,23.69752449,24.81942358,24.37125246,23.52618917,24.41079036,25.86252163,23.62611788,23.27411748,22.8577888,26.28448774,25.46337795
Chr2+25432787,LOC_Os02g42290,5.486365784,4.190285847,7.285471255,1.498287921,13.08956866,7.698279659,3.046235616,0.25281185,3.263637194,11.89423732,10.99372606,3.247159331,1.557806383,3.057395774,3.579306661,2.25927951,2.44022723,0.389823803,1.472682541,0.343918056,1.396987818,0.356478874,1.521261755,4.038799732,1.053506074,0.437796221,1.665817819,4.621471904,4.155405935,0.169635175,3.263008144,1.08820091,0.428683992,2.794647627,3.077535782,4.294681063,0.655231567,2.375956954,0.297672296,1.704782817,2.727568644,3.324059209,1.584196658,1.041289814,0,0,0,0,0,0,0,0,0,0,0,2.499832278,3.865474703,3.013614702,5.485297588,6.093351905,0.274126215,0.670012427,0.180101094,4.814208033,1.974553618,0.412583863,0.710581394,1.547420232,0.254536503,1.073264992,0.804508707,1.203550253,0.438813473,0.886383611,0.101855925,0.12122362,0.723592579,1,1,1,1,1,1,1,1,1,1,1,1.492127021,2.281526595,0.342723983,0.754311049,1.070301731,0.84498941,2.297216655,1.034164407,4.230362113,0.1005289,1.482203091,2.889844572,1.374017128,3.359271782,2.692583283,0.005873799,4.330812452,2.875448614,2.433723715,4.226482235,2.240667392,1.410955717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301896146,0.90537557,1.011161949,0.047985571,0.41796291,0.449622631,1.591646448,0.175262908,0.603234842,1.504118358,1.215032196,0.215040569,4.884179653,1.561689203,8.121384242,1.367820689,9.841006214,8.568838173,2.868428098,0.502607186,6.487904996,1.447317908
Chr2+25432730,LOC_Os02g42290,11.79042157,0.047683172,5.203984669,3.981995628,3.578067935,4.61364259,11.47273527,14.93148249,18.8202261,4.47819615,14.62494687,1.813676094,1.323885205,0.825760587,0.541671978,1.983449909,0.634666753,1.120358346,2.856899594,1.327292935,2.170343286,0.462289533,3.727697287,1.339606096,5.959192508,5.910895076,2.79542252,4.799954526,0.426378973,3.445625678,3.724621125,3.848711045,2.813322179,5.097313515,4.926385195,5.090696501,4.728462168,5.003256586,5.37997693,5.586025283,6.76501789,4.629582892,5.333316821,7.462338497,7.105543695,6.65830155,1.087400823,4.201911241,6.541813611,1.067271611,4.989279564,10.16917677,5.798968906,8.054897863,12.56106966,4.601994928,3.469990391,7.747635379,5.25790188,4.014079477,7.007527048,5.95641272,4.271476789,6.924703408,5.554018564,4.405209437,0.368386097,0.650719182,2.314626158,0.91056539,0.741527097,2.480925966,0.075515256,1.579344316,0.850367074,0.019240068,3.325943075,2.893717427,1.371048005,2.499857264,4.534462345,3.725624831,3.3647733,4.263895019,2.419669365,3.295689133,5.707345412,1.509964382,1.285254669,1.875711502,1.65791374,0.847433144,2.08262871,1.873812194,0.982127358,1.440753116,1.878788705,3.237531143,1.356901305,0.310424879,0.154892326,0.301575577,0.670999186,0.80596691,0.917043413,1.364684139,0.313721518,0.958823017,1.151881305,0.731706082,2.459401771,1.762623499,2.120513187,1.382226141,3.789401785,0.613826956,3.618550784,1.29099283,2.602289389,0.969358464,1.307859687,0,0,0,0,0,0,0,0,0,0,0,3.601806525,1.729387702,0.454551308,3.028480956,5.42633561,1.590203709,7.124779601,1.436586704,2.985063226,4.711712378,3.445685645,0.494257349,0.148255909,0.341853728,0.806283711,1.818060087,0.304066955,0.636426575,0.746169201,0.976830699,0.618230379,0.547650647
Chr2+25433327,LOC_Os02g42290,8.540939952,5.639511004,7.319258268,3.278364407,0.550229802,1.648218036,1.055889053,2.097155975,3.650492826,3.419349432,0.810656135,13.96112108,18.66852518,16.6290116,6.257659788,20.66446791,35.36467826,17.5063374,8.990345414,21.97854401,4.660300182,8.1898146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101189901,0.656115229,0.008738942,0.003114627,1.283723188,0.77304007,0.225236685,0.651776969,0.947679788,1.15048122,0.262643391,0.402093561,0.367524505,1.048183386,0.547324223,0.157192447,0.332022947,0.294599113,0.705643289,1.758233506,0.898082441,0.938868194,1.825325634,0.584140465,0.156009638,0.07454746,0.260800515,0.51243774,0.718392324,0.525522056,0.360599689,1.469551237,0.007863678,0.461193758,0.258133995,1.33711414,1.799627976,1.334375182,1.200351161,1.439457667,1.133164032,0.355618992,1.55685101,0.636708109,0,0,0,0,0,0,0,0,0,0,0,0.194104375,0.053436615,0.46297729,0.507466335,0.252826237,0.356676963,1.821502889,0.551513646,0.585347738,0.412608085,0.306421656,14.11406571,8.598700482,16.18578783,27.8368239,4.816599221,6.68870619,13.45765879,0.670717322,11.41997262,5.789258994,41.06945097,0.329478909,0.134437036,0.515968199,0.37528629,0.569382773,0.120857706,0.875199102,0.18704044,0.531109454,0.342300046,0.943774781,3.973630193,11.4386144,10.71146301,8.141698077,10.22924174,7.165813496,9.996604147,8.105078382,12.08901784,8.602446708,9.673048522
Chr2+25433746,LOC_Os02g42290,19.84512235,20.07507719,19.0590795,20.0013284,19.05827421,19.36367207,18.6228362,20.16795911,19.1811063,19.924374,19.15846651,18.26124739,59.98241839,22.24758938,29.64118409,38.90646213,26.04622573,48.49718983,53.26272571,36.42758819,27.74313997,12.9147804,8.028976423,9.796806226,8.599811869,11.19240008,9.592315522,11.09784784,8.545547068,12.66859585,12.79608452,12.29734183,8.08352894,10.74714919,36.59276241,21.84858536,16.37830443,27.49024921,23.06121834,33.5665274,30.91052745,33.1156751,17.76436124,18.75654559,83.72991973,54.98132842,63.74704715,83.64001766,61.81933393,77.72208193,77.40628292,72.93005599,54.59086282,60.94239509,64.11457923,57.55889476,64.75478857,76.13811905,92.05602661,70.6535687,58.50965569,64.74541135,79.08456316,64.39266059,96.79817643,92.99392838,24.46851015,25.60126965,29.70317029,33.97559026,40.82750732,22.47722251,31.76582322,27.80022501,28.14132404,35.89746158,35.65266131,8.460437767,7.975439692,7.471029782,7.886087897,8.301272876,6.847723764,10.26812107,5.962581087,8.284932795,6.832690018,7.202581187,2.986510293,1.373396432,6.90689643,5.839168145,5.461610976,8.891952781,5.837639542,4.363454093,2.727541558,5.340277214,6.412253829,3.62715155,5.395530946,21.82384118,9.993072861,18.51960716,9.369341554,19.94788462,6.993449091,10.54019243,5.923867642,17.60676648,4.114760087,5.718712039,7.291929032,10.601412,7.625760778,10.41613321,5.439636625,7.647399653,3.205447974,10.16241471,8.885465349,9.422456777,14.40599259,17.85036972,0.134259289,17.63091235,2.282998321,4.616374258,15.59092772,14.60597441,6.791662727,4.501042387,7.343131933,8.843744442,8.623524216,9.828955121,7.606935567,7.231314053,7.146966252,9.046901247,8.543921915,7.167001042,8.26544456,17.94324306,29.2673561,3.434894718,23.71847596,13.82769888,30.52191465,18.14129969,31.09140061,18.57040929,2.879810739,6.492563994
Chr2+25432520,LOC_Os02g42290,25.41225058,23.03470098,29.72534859,20.50563568,62.80632474,50.45294735,9.048793517,14.04637853,40.07920534,36.03449562,30.65418501,19.61448983,15.33741856,17.65620334,24.00014962,11.43511934,13.9484353,9.600077689,28.59779042,27.45366163,23.27945464,24.95832326,114.922482,109.7711634,86.71368385,47.80265964,67.09282496,66.2252632,95.35672524,80.11876215,41.1819671,107.4179975,75.38793843,762.7029709,904.9854898,842.3226282,979.950226,939.3990624,874.2722544,876.5401908,842.402988,971.3875267,888.1854172,915.6927441,782.3103894,1166.62441,1105.758979,1090.352725,1133.507857,1107.896671,898.3723953,1203.795407,1152.301805,1027.179362,1073.732723,935.0001218,1182.030578,940.019441,764.3281315,978.2569573,910.3271997,890.1931072,957.652779,908.7309715,984.1748626,1067.329637,375.6680166,404.1861305,399.6733496,403.4997332,423.5544252,422.2759949,384.968748,425.6196017,406.23619,396.2443921,437.0735516,154.6065135,151.8044286,154.8358424,168.0332384,147.0180936,165.0488013,161.264263,154.5122674,158.0700843,164.6997465,146.2994039,118.2243624,97.00950314,124.8821041,103.9192486,91.50967417,98.59933284,108.0603697,101.7490008,109.8343792,106.3622982,118.0097478,299.4322596,211.2003624,245.5516611,213.4312043,239.9370855,257.505729,218.0592964,322.5263546,188.6165762,230.0928123,217.1443211,133.7145723,136.4423583,139.7260603,178.6771849,151.8439367,150.2117582,145.4657406,172.4659339,141.9538284,143.2248502,169.8349023,157.2776523,259.4116806,272.1953619,172.1587134,261.9030204,179.026477,243.6606734,123.0113618,176.4711031,208.8285229,263.0016455,175.9737017,184.8229415,181.1059763,191.9886729,166.8832913,195.0625053,188.7730144,192.7015115,180.024829,174.4951175,183.979282,29.04259435,19.7431318,25.48359949,16.27087925,24.35704771,30.2789244,15.75677825,21.05665421,21.07214952,19.39392954,16.79777246
Chr2-25514686,LOC_Os02g42412,3.157583448,11.12726218,8.702151564,3.580784833,4.769274215,4.137960367,6.666920559,4.993425293,0.738875052,2.446505838,8.501956092,4.084626555,0.413321117,0.4727853,4.08668321,2.670742152,4.107485876,2.188579318,2.207230544,3.783528583,0.351316278,1.032345687,3.195584266,2.704142802,2.24421646,1.100588975,0.347637175,2.019066888,4.771980789,1.904803632,5.011786727,2.122023816,2.527585692,4.88445573,5.801890177,5.16177557,4.467651787,4.631979132,4.389157902,4.514901392,5.002499691,4.811241107,5.195855223,4.428919772,0.040381842,0.560442984,1.259046424,1.918793607,0.309763204,0.314731549,1.139822878,0.638747367,0.839792454,1.440861348,0.249855442,2.415472953,3.105378337,3.584697999,2.749837988,3.194248505,1.637882011,2.151759988,2.530683524,2.447066234,2.364750721,2.536948957,2.485860794,9.040372292,0.913423323,2.771901492,4.305302494,9.756968767,5.155920922,5.709639099,3.388985301,8.673455386,4.814569098,5.049653487,5.767962361,5.228642787,6.906304569,1.079057367,3.400475822,5.440138884,3.440904566,4.194104337,5.617229774,7.708491384,4.768811115,5.008738277,5.556657472,5.195535797,4.9455084,5.034830984,5.053963718,5.249857467,5.023751965,5.114584027,5.302385413,3.005817273,4.226939355,2.228767699,4.978878734,0.826398883,8.01213575,7.34133676,1.640277011,6.534337089,4.757275693,8.107882109,8.16520364,9.744314688,7.073552644,7.827667488,7.851127624,10.26349506,8.850751835,7.83695301,8.459572887,8.108125319,8.039496244,1.489865356,0.30635374,0.977570578,0.072201854,1.864819223,0.295347018,0.33083984,1.588501723,0.07051715,1.22238342,1.284693554,7.702211406,6.246969804,7.564454597,5.31021868,6.551972901,5.480506127,5.586352534,6.532703081,1.945769384,7.465718992,4.153661003,7.250334643,6.552667136,5.211792136,3.511130913,0.250858528,1.410117086,1.824572161,3.028289114,5.608613874,5.192987222,3.18803088
Chr2-25514558,LOC_Os02g42412,17.93838338,9.822743042,16.58849994,16.93364479,2.273371442,15.07679304,0.231182715,14.7082196,17.34217445,15.07560289,12.48062254,18.39424532,24.92934852,19.30335542,30.75377819,20.65874228,18.2599834,18.60738162,12.65766677,10.03107891,9.795405422,19.14994153,29.66560191,39.83721688,17.62392455,19.55476144,33.73179946,24.30045498,32.29747904,33.05072103,31.30629663,32.41510151,35.02469133,12.39269874,16.4687817,13.12897267,13.78342123,19.10398047,12.79822048,14.81960657,19.61505657,14.92152982,20.63323131,14.3439982,16.34782961,7.29550237,9.551724453,15.3242645,10.38543436,12.96018744,18.68241205,14.63212673,13.72707727,16.16703828,12.16172976,12.87627188,23.61575803,27.06004363,18.49480653,18.48815383,14.71482941,13.4134541,23.42487638,19.60261086,19.48131157,18.24166094,21.59490616,21.17320281,19.49526018,19.25113479,18.56731454,18.68663187,19.30901902,17.46925959,21.09709298,19.27870814,22.07794646,14.81364276,13.74487148,20.8195025,12.37601059,19.92576053,11.53646488,15.31264804,15.68344273,17.53130513,10.35372043,16.47606399,8.860623683,11.11564167,13.23904213,9.408460169,6.613982054,11.49907098,9.52195871,7.989512035,11.54035768,4.927825384,14.30726865,31.39041808,32.18126396,27.57608843,28.62899196,32.14947683,29.60450083,29.68141737,28.26611272,31.92122504,31.21051793,29.10761311,9.690150741,9.988239634,15.43158939,14.90811437,16.24816362,10.95857902,13.89924401,14.45427141,12.48009493,10.61319029,12.28367839,1.698191434,7.752906744,7.017205419,0.429120316,5.243522364,0.295824074,2.860389364,4.624437378,10.47751887,22.10641093,21.65097063,26.89228617,27.26685767,25.79495115,26.53066494,27.08887634,27.07859714,27.33340977,25.51026425,25.54904545,28.24190891,26.2639775,20.47516134,13.65489161,18.61906753,24.04812329,20.46287353,19.60430877,17.17927147,9.484797007,21.78170469,16.10101573,27.15622609
Chr2-25514767,LOC_Os02g42412,9.583998768,4.255318354,9.108332189,5.091118951,8.620083951,6.642633083,6.804641656,8.904604536,6.106796963,12.84935404,3.278144166,0,0,0,0,0,0,0,0,0,0,0,0.279070693,1.446324448,3.08290867,0.546290263,1.109463253,2.280714493,0.16073715,0.566805513,0.358079642,0.191994688,0.793052017,4.86383626,0.071210961,0.038214395,3.296913826,6.366439745,2.557510468,5.168517037,4.020000409,5.46459438,0.030389655,1.321077607,5.137010915,4.756334154,3.846954509,0.194915586,0.120889827,0.594151687,1.087504868,4.138991223,6.612247821,1.465009652,0.263253895,2.768942873,1.618929247,1.05662358,0.25394515,2.996641684,0.497683373,1.354893413,3.29030324,0.366517385,1.377147162,4.629485653,6.825949607,1.142249661,8.487284623,3.505828532,5.127386788,12.89936909,7.065266561,5.788883644,5.161709267,9.049624142,14.02299407,1.733637528,3.041993794,2.173268578,1.017495307,1.734020636,1.822113441,1.12781058,1.453585319,2.54917055,1.140510266,1.202268263,2.050248162,4.682849634,1.780614359,3.483648248,1.327409397,3.344914046,1.583783246,1.263777275,0.207782909,3.235442727,1.410268856,9.821686682,12.32604126,10.38741723,12.61390194,5.693829988,15.77070095,6.84413668,7.341735257,5.291583791,8.195158635,11.14000819,2.86692426,4.412062675,2.121586831,1.983265241,0.642788763,4.910632275,2.47380883,1.676774072,2.388172648,6.521385667,3.784211776,0,0,0,0,0,0,0,0,0,0,0,3.33419813,3.901163566,6.22355182,4.214189758,4.332276764,5.676962076,5.669101188,5.893988893,7.381488612,6.127734053,4.785793678,2.272600609,4.427000852,5.065608916,2.869991373,7.732057383,5.427528138,7.241538156,4.413015675,0.791977944,1.868133977,7.842900982
Chr2-25515582,LOC_Os02g42412,1.025223947,3.912118786,4.942840707,6.2189963,6.109015799,1.895753131,5.529042117,4.377178462,1.308942614,1.64583329,4.282457096,10.65615734,2.803613298,9.828006251,1.220624953,5.443199353,8.200506561,0.588751036,9.150324454,4.169205175,2.552519818,3.317201654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622198012,0.658591493,0.62456199,0.342962836,0.086171056,0.046439274,0.520430518,0.017238713,0.816889957,0.777673114,0.028176692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201998079,0.169543422,1.042832945,1.078743237,0.048232512,0.141041183,0.299984282,0.466620313,0.345714615,0.943536489,0.276235526,0.33832112,4.516097599,1.402157587,0.772305512,3.671407077,3.240737465,4.432922016,3.330221984,3.091118792,1.800175624,5.592518275,0,0,0,0,0,0,0,0,0,0,0,1.470985311,0.005293325,0.540388314,0.47028265,1.000040657,0.817169707,1.207074879,0.070095189,0.409292726,0.203351789,0.64036902,1,1,1,1,1,1,1,1,1,1,1
