chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10
Chr1+39160828,LOC_Os01g67420,0,0,0,0,0,0,0,0,0,0,0.595897661,0.653464278,0.54306455,0.726301711,0.93161152,0.031337076,0.465239908,0.13662911,0.263474377,0.019330174,0,0,0,0,0,0,0,0,0,0,0.05317971,0.31937389,0.405508409,1.195751345,0.753682432,0.81764699,0.44541014,0.466227562,0.376446768,1.961743836,0.449622156,2.856290307,2.969331254,7.492662446,5.197253667,0.370278004,0.869126721,2.018925154,4.099148876,2.552113582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.275215328,0.107281717,0.431465233,0.722553049,0.681398581,0.613519163,0.291753128,0.628181764,1.818303481,2.179583585,1.094435404,1.200625815,0.468410835,0.616555955,0.414041044,1.003079164,0.099204384,0.212584103,0.171688756,0.534443759,13.18296664,15.74777059,11.8374102,6.192118467,8.177821719,11.82677337,6.397401026,7.145285903,20.01972192,19.62501512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+39159354,LOC_Os01g67420,0,0,0,0,0,0,0,0,0,0,1.240472495,0.504388994,3.124747656,0.571276037,1.399095426,3.65598069,1.032639404,0.408069034,1.534328707,1.628612066,0,0,0,0,0,0,0,0,0,0,0.218324469,0.062698719,0.65570485,0.991667171,0.141304409,0.572427756,0.115223545,0.373947519,0.055411757,0.953223975,0,0,0,0,0,0,0,0,0,0,0.696212131,0.178520888,0.577030112,0.213693496,1.648368968,0.723665325,0.561078735,0.20339453,0.306416578,0.204953976,0,0,0,0,0,0,0,0,0,0,0.488369013,0.643224608,0.970974619,0.107097625,0.028325263,0.336992752,2.642219236,1.543152805,0.708195092,0.464138506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.636389963,0.385170272,22.30570351,29.43215504,38.70559924,27.0320872,8.827829447,4.958544732,6.05151664,15.46411532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+39165713,LOC_Os01g67420,33.56368549,73.99207793,98.91613259,24.50413681,112.7374431,21.27850038,123.3299589,41.53012669,82.76157067,56.50468237,97.72312084,156.8767958,41.61799461,67.25148894,39.8579118,189.3782417,159.2180961,12.12606929,71.7913769,79.35446299,81.41630699,63.06941443,77.39776599,51.72804648,42.52830652,104.9667634,74.88295744,60.68342047,79.76719519,25.13335746,14.02711018,14.68887466,9.613858435,11.65814901,16.24621198,13.58843314,17.26384097,13.2739041,16.54875179,13.02455157,4.935761671,0.200681758,2.029929674,3.233402385,2.775886969,5.620481605,7.942232168,3.119307711,7.786538701,1.249467035,3.531885947,4.354682958,4.661714764,2.436093463,3.451341902,3.085384983,3.890416839,3.641384367,5.364939514,1.521688188,14.84606884,7.060315197,19.21673041,9.059480882,22.63304017,11.33073444,12.92695894,11.95468517,14.90689026,13.74347552,16.44676088,19.11189589,13.84530552,17.71393201,16.64839866,18.98163234,13.80327545,15.05170623,15.15649974,15.89488516,22.22655213,19.45897391,17.66473671,20.58356919,23.45373033,18.43360586,21.5216585,22.97438674,20.66701856,17.1101084,18.91431339,18.50918823,19.36789694,19.17601216,18.92978947,18.6776352,19.58275235,19.32628065,18.48541375,18.69068774,11.38708672,8.066774432,16.52912824,9.984602768,14.40924149,11.00071442,7.947339432,14.62808283,7.773027877,10.09726124,42.16609285,37.09442804,37.68391026,15.50452339,9.329449203,21.46240992,43.30149079,6.598882068,60.47679412,2.493178744,22.94862028,21.64068597,22.28167704,23.04372381,24.50847501,25.44852625,21.72266999,19.44710769,22.66488356,23.35411975,101.9814945,90.57349412,97.06455252,90.60408377,86.94136023,91.61310033,108.3487517,66.30255893,64.51543921,92.44551053
Chr1+39165592,LOC_Os01g67420,14.7511409,11.67379145,1.279817117,1.621956096,14.20601968,0.691389275,1.353109278,23.46477401,20.96037833,5.070564618,16.57791441,6.685458933,9.181477107,15.32131953,2.538443983,8.372908742,15.36979536,14.73496905,9.287534281,23.94744478,3.216309378,2.46944367,8.101583065,1.731327121,1.187685172,3.322829954,2.15269754,1.208756792,3.386034192,3.550277465,0.348840886,0.280818586,0.53719764,0.048317721,0.376858578,0.691918278,0.180977153,0.380790472,0.29196495,0.583995575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020758354,0.42415675,0.467603803,0.666078439,0.0236958,1.544966997,0.43784707,0.757939401,0.630702593,0.500018494,5.604423049,1.855964358,4.606366208,5.301887874,4.998890488,0.516692551,0.096456126,0.16122742,0.496504521,1.102617455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.760617151,2.58623892,2.581470647,0.593976728,0.523643682,1.066647291,0.502668556,0.028463638,0.599077969,0.131328057,9.842447428,9.503400153,9.089170195,10.15525151,10.11799597,10.33393611,10.16053939,8.690068876,11.02438052,9.405157759
Chr1+39959624,LOC_Os01g68800,26.4177763,10.87672919,13.96539752,11.94384108,9.33350112,23.14213396,44.38948415,12.60432108,29.24389074,18.07085956,35.83367343,73.55194657,42.22974573,2.860710118,0.271120546,47.21133753,43.98312992,15.50898152,50.1757677,41.42287346,3.208913144,1.598706497,14.52753155,6.536490814,2.987890122,10.58007762,2.657614236,9.582578755,3.968689997,8.416875866,15.44094402,14.62961017,14.65741145,9.747151856,10.59406617,14.33591043,13.90169342,16.05321104,14.26913364,11.41730609,20.22217048,19.14598269,16.98139944,20.30084492,21.32222233,17.55456586,18.28282882,17.2724092,17.29215506,12.96659444,30.49315096,44.09756703,27.20312354,32.09183835,39.36023256,44.76777625,35.32640705,34.70753153,27.89186405,27.13681082,24.82648054,14.47503009,16.78471973,20.54008377,16.95939779,17.63365054,23.2622795,14.84447479,18.95178161,24.69327575,13.12520531,10.47280745,14.47867175,14.90520254,9.770180351,2.138211282,11.42318103,8.798354306,20.66749104,11.71611307,2.138064068,5.575433525,3.334735269,1.607897618,2.730066986,1.972180886,5.006865582,1.710476723,3.690253911,3.783304142,15.25122233,36.83644532,60.92539949,27.034191,34.70692825,26.81078914,27.64750488,36.52881217,36.246675,40.11339217,7.67808505,7.707333911,7.557947201,6.423126409,8.896319475,4.385850722,6.660675644,7.371508455,4.103518962,9.377570901,3.029551985,1.793621661,3.798496314,9.023573149,4.828332528,6.808659362,1.591161026,4.097637366,4.145476492,1.609121043,32.66191606,26.08988325,22.52369184,34.56262882,25.35786629,30.78702699,29.2308956,27.79391456,29.7769126,29.44513811,30.89089263,31.15191509,33.34583802,32.73495818,30.76644676,32.50493997,30.63474312,31.87255203,30.26078458,32.81934004
Chr1+39959537,LOC_Os01g68800,12.77272612,15.59780041,13.89515132,13.30672359,12.65587427,12.95868121,14.94189505,9.663357434,13.22686593,15.91391979,28.77512142,6.518110676,8.030863942,0.49010755,5.060376333,11.71028788,4.014152369,9.326949187,16.82730996,1.567366503,5.917211398,16.09332834,16.67132075,13.8701696,12.22824866,16.54890541,11.95962918,9.868237374,9.462516334,9.46437881,22.13603485,18.64722837,10.66249787,12.54386202,10.33099369,3.34503766,14.72950234,10.99757936,0.795505935,2.205011124,6.176934594,3.039936454,8.298153629,10.7304204,1.860590762,8.536112276,1.130366066,7.838038433,8.448334619,14.89640746,8.108760946,2.518818196,3.949565261,17.76157853,7.917908683,9.900554522,4.114945071,20.34416749,4.969780892,3.646018312,9.681564878,10.66913655,10.46467571,10.46368135,11.44019095,10.34843379,10.62400303,10.78046546,10.96026223,11.27025574,8.041382889,6.736451675,12.37649126,5.697378498,7.644005463,5.752906861,8.196161782,6.621605511,8.927239115,6.425915385,7.040808335,2.234468103,2.521050477,3.044150266,1.557506917,6.524476936,8.643813131,6.336727802,3.441313546,4.175414589,12.54596565,8.526835502,10.34282726,14.86575394,13.85885736,12.50908148,16.67745075,10.53015603,6.774075854,7.146527855,1.748505733,5.501616344,5.011618071,3.895456195,4.567420912,5.537997064,5.212763198,1.890978935,3.669166998,3.063128805,57.07852886,11.24109278,41.04033328,28.99638878,0.274349283,33.28978403,24.03493588,16.24841075,38.95631119,62.91602423,16.44516812,12.78575751,13.82943942,13.30438705,16.06098843,11.91542663,14.86350625,14.49335155,13.60279306,18.5200878,19.61245393,10.62305568,15.91307166,9.188244596,10.26806408,12.16030886,13.3283496,20.21133705,15.73223054,12.51373505
Chr1-40064250,LOC_Os01g68950,0.966046142,2.045153252,1.632887202,0.281257288,1.069519481,1.213294666,1.073248992,0.789002778,2.532260747,1.289334197,0.673573033,2.237719623,1.015953827,5.021489451,3.180989949,0.058595187,1.137742346,6.66816346,6.623711039,4.152948445,1.454319237,3.210976638,0.763031143,0.031722305,0.972173684,1.385781318,1.835318937,1.34239838,1.116102769,1.415969902,0.154587948,1.375760791,0.10575457,0.679981905,0.237250883,0.266503488,0.677851477,0.449089219,0.102116993,1.138461009,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0.138416319,0.291271697,0.574735438,0.36818318,0.607351147,0.400594218,0.374721323,0.179263434,0.172929261,0.779359712,0.380933528,0.309831493,0.353883561,0.38004419,0.530126326,0.27334726,0.482650196,1.049305148,1.580734859,0.581118393,1.23522797,0.30643259,0.797989553,3.171958659,2.739116754,3.026942039,0.282140252,3.030645629,1.101824905,2.930752685,7.957602771,8.525883313,7.983108635,3.9437875,1.144668929,8.264209097,1.684909664,0.081432921,5.852950156,2.35892753,1.041552661,1.045362179,1.249408879,0.174398125,1.508180494,2.761403271,2.644733685,2.56872476,1.175481579,0.282138261,0.947437285,2.37359705,2.354197574,2.912820051,0.40370264,2.680343537,1.221470898,0.717120384,1.899028633,2.50287594,1.989282744,1.73405048,0.251749999,1.222198381,2.693135311,2.386242352,2.034640768,2.070918735,1.417154889,0.651059576,2.497094818,3.05899196,2.148462163,1.914509391,3.035338232,2.487992867,4.034868743,3.713068618,3.59318807,3.143574121
Chr1-40064456,LOC_Os01g68950,229.857415,214.2597234,239.8870202,244.2924473,239.6077565,237.6134252,254.9859069,214.010347,231.3575752,234.5436701,203.2717846,207.2876435,227.9055022,192.1825242,231.4192384,223.925842,244.093797,232.4227346,203.7508513,218.8812758,1439.162281,1404.313285,1583.168423,902.944937,1356.154761,946.5434081,1427.089612,1094.737519,1605.142601,1182.146652,561.8557872,550.3501879,590.5030142,543.8815909,559.3989507,564.3712312,597.062805,563.4183345,568.5788254,570.7927379,1096.20443,1158.050117,1036.271133,1219.831875,1175.457639,1104.120482,1345.014798,1152.944135,1204.989521,1240.215831,600.9387727,550.9363002,585.9872645,720.7018471,480.3283295,534.2638107,572.8878775,454.4993453,590.0681992,486.3433049,784.9595292,753.9996052,777.484353,774.0553508,718.3359105,768.1112762,727.867673,784.3101566,772.0290042,818.5307688,337.0285759,369.0432549,373.8011993,381.448123,385.8875182,306.2473411,352.7773421,355.4891734,450.6620006,348.9921298,797.0223694,567.0891296,385.2318306,661.2921999,717.1031946,763.5365637,680.3084831,790.9478317,687.3637814,767.6028396,1008.371397,885.9064322,917.8503379,1008.270614,914.4865596,891.9847307,938.4063408,935.6765728,922.3510257,883.2217949,362.4898958,354.9810376,404.6780487,300.5282112,405.8859635,270.1603731,212.1619518,187.5004505,332.9284296,377.0102559,546.053439,620.0393456,593.6323251,592.707822,592.0507709,630.2299994,622.2287124,530.0234704,600.137831,589.1046276,753.6358005,784.0946384,752.1317171,588.1880623,704.7078599,707.8822924,684.4513477,628.40408,766.6216425,697.9364033,398.3519935,363.2745251,322.0295593,430.665285,403.4629706,365.9486505,355.7709753,365.2595692,396.341436,303.8120172
Chr1-40064094,LOC_Os01g68950,50.19000328,18.61327859,39.95124127,26.1206979,30.8884608,39.97944299,8.331281765,41.01300268,29.50510792,27.51494997,4.879148645,3.039007743,5.107443627,5.519898095,2.064666955,3.644487879,3.920991075,2.770568035,3.553371438,4.95084395,123.0682829,50.87646393,63.22770458,148.5275749,89.37327846,146.4004825,112.0477475,42.14232027,127.2288318,142.2924784,25.37517119,33.05134217,19.14151591,31.83129167,26.5707724,31.58950418,36.44688357,43.79572145,26.82535728,14.9038656,92.22858712,85.91423681,50.3564472,46.97203052,41.07696452,28.30571349,41.08008011,84.89597089,13.04417855,43.93483985,11.46643597,20.93595126,13.37455664,15.61694466,10.86784902,16.56384072,12.69162473,17.53353182,9.706108965,17.32274546,21.36212431,17.7513564,16.85923173,16.52419391,22.53551791,16.93544961,14.55161242,20.13892265,20.77323817,16.49659159,18.60851284,19.80682605,22.84618676,12.61422798,14.303463,17.92340111,8.95256145,11.9666252,20.78741323,22.12565573,15.33512251,10.63851786,11.09197195,10.96412907,13.18995908,12.44077794,10.75904623,6.281870594,14.445749,9.578890638,28.52018538,32.47382429,27.86823239,35.22041087,25.43000811,26.26310444,24.82107137,29.5509282,35.89637492,30.6253715,11.52516946,20.22094481,16.35433949,25.551524,19.27087592,15.23804832,22.93644116,14.71788755,16.13259309,18.47791064,1.150511203,0.492292736,0.098478218,0.561597099,0.465416354,0.330328206,0.055044229,0.338047196,0.363805311,0.514663483,19.39741163,11.29469556,25.67164321,14.76190995,17.09960633,19.40188285,19.95927027,14.19594084,17.74650962,16.4934862,17.03171112,10.1503938,19.93490595,18.7278031,12.28358749,24.77605146,4.582815799,25.59129683,19.91201418,20.17063462
Chr1+41272323,LOC_Os01g71300,7.206456112,11.47046473,25.10867656,17.65259411,24.96421081,23.48929013,21.10081068,18.17411878,17.49919577,23.61656874,13.87837754,19.30277429,16.72981746,18.16542558,20.3984546,20.71280347,14.2670165,14.81209836,20.74897952,15.11788861,26.6931592,26.08583943,31.93719443,22.13251656,9.108530916,23.74606023,22.4644398,30.45462528,24.08575922,27.96063262,29.30455251,42.58146069,47.91952946,26.49072033,52.37563216,39.44845737,47.85078816,46.47482355,9.730573669,30.09124842,13.32685934,4.517796199,11.10557501,10.83253793,12.75202043,13.84582964,10.5668154,9.859979766,9.649953898,10.50615591,2.922328353,14.17680326,22.34220973,2.319185471,12.31642686,27.49780837,12.89041107,1.710492388,9.175725063,9.664026464,13.90834792,13.96306555,11.6487627,13.51078289,11.39645221,13.32091676,14.71612864,11.80538845,9.866976314,12.28238437,9.512211185,13.72082778,16.97508179,16.83488936,12.89189776,16.2042088,17.30537856,12.42555951,11.25401905,5.8116893,6.800588308,7.893529638,4.393412233,8.397446672,7.557782152,12.05525673,5.9712031,9.713410938,9.528643987,12.36213662,4.147795535,4.886251812,5.919404447,10.44733552,0.180547677,5.004306018,15.09374976,6.071128876,9.699319772,4.063602551,16.76423526,16.05766117,16.09832104,16.52589778,17.44663331,16.35828828,16.74019261,17.78026218,16.97544996,18.09728752,8.088751508,7.853605662,18.01180036,33.36514841,38.79449701,43.47301633,57.6633393,39.38606078,42.56210208,30.04171564,24.27927516,18.03472736,15.09782729,6.257251669,14.54519554,21.54554038,17.24661748,10.18870009,13.79049389,6.269921444,9.118335339,8.186881121,8.131379219,10.77614084,13.83516802,10.70931694,18.25574062,10.2280421,15.23479823,15.35639566
Chr1+41268454,LOC_Os01g71300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028550028,1.291699693,1.215082275,0.118062074,0.459040399,0.530154008,0.377549948,0.249786317,0.570948426,1.772328182,3.581749959,2.865117593,3.078301822,5.190165764,5.881163078,3.354700139,3.056536569,0.430066987,8.86785068,3.783094944,0.170720613,0.823583682,0.670670974,0.106376697,0.946929373,0.956939712,0.951685655,0.297955232,0.467104703,1.028516131,3.100426717,3.211986015,3.961966816,0.97087827,4.205316517,0.77560299,0.916829485,0.33674931,0.703980089,0.42961222,0.289839161,3.052956976,1.259682868,0.834863758,2.009644492,1.965391851,4.64212504,2.033653597,4.621649868,6.186960891,4.742348528,4.290674823,6.318191242,4.939109509,5.139674934,4.737003735,0.44538369,0.975460809,1.777874075,3.601227904,0.910317217,4.9656504,2.338735401,3.343833547,0.780276854,0.546267331,2.124955225,0.703989239,1.0544002,2.224887658,0.121588168,1.416795958,1.176790265,0.270803047,0.133520229,0.796576145,0.534075398,0.791147368,0.19954423,0.684220926,1.430979046,0.873896894,3.070340375,1.275478612,0.49969828,0.444956151,0.127056798,0.992289905,1.155504017,0.129421063,1.465389942,0.497425945,1.449730887,1.267254216,1.236669228,0.441068462,0.710258431,5.004240122,4.411738271,0.727601698,1.324887609,1.520140669,2.084208672,1.674770719,0.25117683,2.282530578,1.845180857,2.091288785,0.207215062,1.199326743,0.801647715,0.551932491,0.212182343,0.326735167,0.92696666,0.1904721,0.869731425,0.497966592,0.298223301,1.165434286
Chr1+41260581,LOC_Os01g71300,3.5464376,5.627501017,7.219235491,7.737712757,8.472394632,1.514673421,5.392486761,2.90481418,7.745623969,6.532922424,7.931439275,0.896571394,7.132158323,8.296567088,4.855221871,2.161220756,5.639544844,9.302543606,4.497758724,0.433114882,1.105067508,1.866839263,4.78951477,1.855325423,2.936534923,1.717172043,4.412585255,3.79447131,1.041724425,2.442228238,0,0,0,0,0,0,0,0,0,0,0.456061248,1.00966953,0.64012471,3.076526289,0.996131488,1.582671121,2.68417432,2.896276851,0.74856961,0.635609961,0.635280981,0.22248405,1.26389691,0.812026379,0.087354308,0.163261705,0.093661938,0.322818279,1.441779923,1.178583096,0.597296148,0.701795684,0.255396575,0.311432817,0.292868711,0.059649811,0.355399876,0.433843872,0.114816869,0.45366066,0,0,0,0,0,0,0,0,0,0,1.528862448,1.812699826,0.0616614,0.474796637,0.382073608,0.055869708,1.240851767,1.001065055,2.65102739,1.163044694,0,0,0,0,0,0,0,0,0,0,0.371502354,0.079225028,1.457926221,0.481950012,0.14990001,0.262610693,0.980360046,0.507568288,0.756082532,0.776774423,6.194435264,5.026170195,3.617444187,3.695498796,0.284937241,4.389980638,2.260428391,3.733370481,16.52445157,8.364684276,0,0,0,0,0,0,0,0,0,0,1.504807485,2.552020637,0.675649095,0.860525122,2.586138607,1.553829046,1.857636743,0.960493859,0.846755688,2.272561042
Chr1+41272095,LOC_Os01g71300,139.2942303,113.8566237,184.8806444,96.02555184,99.86415249,146.7409501,108.643807,130.0347801,157.3873569,155.0999495,126.9201448,95.42505712,166.3146864,139.7464346,91.30235069,130.2774358,112.7690053,126.7955407,56.0553396,168.7812878,75.97835898,112.3739492,129.0878267,104.8012464,111.3838655,113.6676998,159.1807612,104.8518949,110.3549923,144.7478513,441.3971884,424.3619441,469.0041835,406.1022119,462.1564492,439.6514738,454.5425249,431.6695783,433.1518267,432.7210376,94.85838254,98.00366308,98.3649802,103.9453064,88.89831151,90.67472824,90.68802325,101.532611,87.76907285,93.00433287,102.221018,117.4560518,114.2527188,126.0659793,104.076921,113.56836,100.8274651,121.14481,108.4781266,102.7843469,215.0020984,207.9868178,213.4789723,223.8633867,202.9047084,202.2006169,210.2406662,214.4398796,184.5659486,218.1250386,192.4619858,185.8242086,203.1220532,184.2265684,183.832626,171.5955065,179.1865288,175.442125,201.3988827,185.1605378,97.37429595,119.5602264,121.8424968,104.9948773,145.3233785,117.366917,108.3700412,105.9141355,82.30146995,132.2443547,182.024067,186.3297665,169.8989581,164.1738517,167.8362855,142.1372379,163.0287375,180.8924721,169.2154925,163.498864,128.045788,124.9148166,111.9528561,116.5510626,126.9692992,111.7162818,113.875794,117.2182554,103.7671686,123.4867267,129.2302488,216.6264313,2.162156483,168.5331123,164.1300315,281.7438596,211.8903097,19.0548943,278.124989,5.611753262,159.9696564,169.3398635,161.5959963,163.5088623,164.6090916,161.2705008,160.746347,160.5607119,170.9762058,159.8516685,175.9426179,168.0785752,186.0781309,193.0784529,180.2473687,173.4818936,134.7194749,193.6385749,183.9385416,164.0979908
Chr1+42244037,LOC_Os01g72820,0.429726698,0.371270507,0.668062181,0.615994537,0.707419512,0.343838241,0.454250648,0.999397505,0.271785966,0.216354238,0,0,0,0,0,0,0,0,0,0,0.359014294,0.218844227,0.43127726,0.441181315,0.747987738,2.38079666,1.492443685,0.339815924,2.213053672,0.100385958,4.446041934,6.772773711,7.156133357,1.058624274,0.973500189,0.585759987,4.097524726,4.738670492,1.781665072,0.051499223,0.41881381,0.728660965,0.736903365,0.852276945,0.404060391,0.676762621,1.434047493,0.058021968,0.809923469,0.764671916,0.595603397,0.445315776,1.108015435,0.55685203,0.031595799,0.206805229,0.006015957,0.451922409,0.486392927,0.157166689,2.689021691,4.377889709,2.866496228,7.626184166,1.66694791,5.16756476,0.616335773,4.132174036,5.827078671,3.922134419,1.37507028,2.337459104,0.446892748,3.359605496,4.35095002,4.882828485,0.859601572,2.019870025,4.687901523,3.57076555,4.219533357,1.197467319,2.695429029,3.933187552,0.583489024,3.032522333,3.456028623,1.41864461,6.210512074,6.221683158,1.416962896,3.340281468,6.56181964,3.065297925,2.126282362,3.712926475,1.866696772,2.136664621,7.45717523,1.077227923,0.949262676,0.116539321,0.418126125,0.012197485,0.889332325,0.20245871,0.787495025,0.04165761,0.071306009,0.570156207,0,0,0,0,0,0,0,0,0,0,2.474987157,1.094313795,1.970548403,0.929925519,3.600877588,1.160564262,1.650692761,0.132021856,0.018582804,1.252752334,0,0,0,0,0,0,0,0,0,0
Chr1+42244703,LOC_Os01g72820,0.164268972,0.211889755,1.564508813,0.265359978,0.654917613,0.78346097,0.106663158,1.463117272,1.097130085,0.573169673,0,0,0,0,0,0,0,0,0,0,0.546792859,0.654441341,1.014648075,0.110716584,0.25238937,0.886100231,0.468515005,0.956485188,0.357568673,0.152995173,0.188880249,5.530241231,0.65478595,0.966972827,1.236411923,1.473238935,0.077550354,1.134548814,0.610511392,0.86844114,1.293418334,1.991221925,1.761568371,1.902628291,1.385631862,1.572358758,1.165768954,3.890143833,0.257178525,1.277259415,2.344915652,0.381749007,0.351647274,3.325676207,1.296370281,0.279316915,1.056029419,0.540167558,1.289223841,0.986349289,4.658245454,0.917738267,1.867259622,0.902246763,3.289323513,0.936141548,0.72161487,0.545906564,0.99457113,1.173572019,1.940159651,0.412968502,2.070713664,1.296303805,1.565461197,2.177124969,1.466263346,1.434915929,1.048979507,1.972129519,1.881912003,0.633699718,5.983928974,2.881899517,1.399344463,2.2331502,1.759856965,0.206666762,1.807766043,3.370139761,1.918950051,1.30597996,1.004290012,1.371885062,1.713752109,2.213295811,2.008186416,0.987553498,0.943135681,1.225521891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732958589,0.443580426,0.641602364,0.00848392,1.206212467,0.066490181,0.61663886,0.86780659,0.398991869,0.102023031,0,0,0,0,0,0,0,0,0,0
Chr1+42245281,LOC_Os01g72820,0.070265311,36.15333576,2.775506059,11.0401938,0.106970332,4.20960996,8.094248345,0.533343267,0.002701697,0.325580507,8.796479846,15.86201701,18.81979181,3.425804997,11.22045124,8.6156112,15.18953345,13.01274492,13.09711713,9.699661147,9.297876611,8.520061398,7.964593724,9.375825055,8.097805847,10.28824612,9.587768573,6.652607624,6.433786166,9.198514521,7.829539314,7.971936876,0.515036576,8.057845989,6.869890605,7.634889081,10.60981341,12.93372042,9.494047131,3.842041664,14.83345551,15.12054558,13.7062357,15.29145101,11.2176701,20.46312392,6.843679198,17.97222427,15.5874588,11.93757793,16.9237383,12.5690144,12.99358861,13.55062556,18.9025853,20.33378114,14.77867508,19.95648954,11.34823291,9.129211659,12.49674375,15.15783798,9.545795011,18.18798773,12.44506504,4.269423784,12.04644747,15.73782337,8.914049312,5.507326727,15.56297383,11.70165757,13.07956488,17.7117601,14.69781586,7.843894919,7.35479432,10.23276949,6.022207749,16.02089469,9.338173292,8.16603012,9.611170101,10.12512735,9.024670163,7.225726725,8.442187711,7.538309967,7.313345284,10.12932063,5.62597057,4.800600283,6.638491466,10.39651457,8.287535139,6.835758938,2.420621856,12.54134974,8.289638291,8.872715868,15.12403675,14.20733426,10.77632496,12.78850253,15.24682794,11.0287903,17.07282934,11.9477858,15.89720831,11.05108504,4.768020264,2.448192799,1.032075604,3.83103412,1.588761635,5.921211587,14.89533888,5.125345277,0.225945882,10.53672311,22.09708445,9.736153568,17.35122255,15.6140144,12.22491525,25.28156095,20.69173671,16.59080613,21.55601798,13.25278755,4,4,4,4,4,4,4,4,4,4
Chr1-42399835,LOC_Os01g73080,4.110940414,32.55849329,10.36861525,0.081096345,21.07749671,0.443203806,18.15664196,0.736285403,27.27121304,1.048439505,0.457185454,17.65017081,5.93617198,10.72252331,2.305275891,5.5299502,10.15770731,9.223835628,2.066209116,0.832185233,0.561241552,12.65635145,4.676235254,10.9631645,7.100826427,8.283403911,6.595148509,11.61374426,7.021799899,2.167277579,1.97382926,1.657868571,1.328426229,0.201261421,1.331653584,2.594614483,6.120562988,2.382243901,3.774119682,1.809243341,0.910057686,2.126626759,1.431966136,1.718584584,0.706158297,1.520161409,1.726139266,1.318429959,1.240375801,0.610469553,10.44573767,3.309583078,1.298597837,1.061921731,13.51671755,2.660920922,11.92217064,5.617087627,3.893116048,0.886533851,1.862519444,1.871836527,5.570168016,1.530477366,5.282233304,3.818357289,4.443800828,3.062734206,2.460350219,4.442729136,2.888756338,2.482739832,2.411183055,2.430398403,2.041908841,1.629543814,1.435817977,1.846498433,1.684698886,0.991426042,1.986745871,1.4364384,1.784120369,1.611787634,0.89977566,1.019600608,2.293926728,1.427364769,1.601431805,0.976313854,2.194529085,2.789428008,2.349961138,1.409700543,1.071522402,1.785248017,1.629607618,1.675193504,1.670698534,1.211779454,1.310052558,2.381081821,4.964360397,1.342231898,1.786107176,2.947225898,1.940511746,5.918407025,1.859222604,5.397916887,0,0,0,0,0,0,0,0,0,0,4.773804745,7.055912036,12.40297477,7.064284394,7.924628428,10.07210328,7.206586504,9.235862365,10.08676215,7.83152319,7.316701286,6.466381492,6.368955225,9.022581552,7.258599916,9.292111852,7.4820048,6.863393471,6.153786765,7.622899276
