chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,endosperm1,endosperm2,endosperm3,imbibed_seed1,imbibed_seed2,imbibed_seed3,shoot1,shoot2,shoot3,leaf_20days1,leaf_20days2,leaf_20days3,leaf_60days1,leaf_60days2,leaf_60days3,stem_60days1,stem_60days2,stem_60days3,root_5days1,root_5days2,root_5days3,root_60days1,root_60days2,root_60days3,husk1,husk2,husk3,anther1,anther2,anther3,mature_pollen1,mature_pollen2,mature_pollen3,pistil1,pistil2,pistil3,embryo1,embryo2,embryo3
Chr1+2795487,LOC_Os01g05830,497.1069086,380.0126932,403.0318422,356.1656378,322.6991143,268.3700088,108.1811654,56.53356795,44.91259836,6.626822408,12.1619913,10.88934208,11.94646474,23.62607029,27.82212675,11.92363318,10.41832893,11.69683274,8.468706308,2.780681413,13.76817861,14.51136057,12.65645031,11.60119282,12.78791743,11.00728257,3.770952941,10.9184385,10.41720489,10.26904147,49.12062299,54.81808052,56.82546864,101.150523,288.9633497,213.7768053,13.76661974,2.503945702,9.929409076,189.4474353,191.1002263,190.2831503
Chr1-2830078,LOC_Os01g05900,27.48958341,19.19765643,27.03288937,15.87847134,5.794520216,24.85381483,8,8,8,1.63938109,1.059710894,7.640959463,2.611451453,6.505948403,8.366080469,0.420284896,2.343698388,2.592003464,0.730958635,1.150262361,2.982792086,2.416445569,2.508239545,2.458430448,0.930799432,4.904390785,3.247722724,0.715436149,2.381741542,0.74780228,0.198546159,0.71359704,1.753754868,0.901745787,10.1599781,10.12563747,3.07963433,0.202998458,2.027791631,12.37934987,25.42495519,23.26710704
Chr1-2820091,LOC_Os01g05900,61.50478707,30.90399243,54.22208372,50.05025352,83.94577209,67.25872851,46.47028894,45.23276452,47.25967062,129.1939176,137.6818081,135.1650532,33.81587333,32.48389728,42.07315249,25.22050533,33.43665729,34.3335166,57.7185041,63.32332595,58.89925779,149.1807901,137.4424318,160.6318228,148.8580917,136.5994392,149.7281565,56.25397112,49.8091786,49.78503198,60.56649323,62.29208811,57.23609753,121.9487849,53.77553826,140.9590356,80.24754586,88.75944258,98.70990346,23.97117762,24.23749128,20.55441804
Chr1-2828357,LOC_Os01g05900,0.478677259,7.901754517,12.01606049,13.48755388,11.06752854,16.92666808,0,0,0,0.670796636,2.719259494,1.491537084,0,0,0,0.344160626,0.860984215,1.031001525,0,0,0,0,0,0,0,0,0,0.784134428,0.045293169,0.723365975,0,0,0,0,0,0,0,0,0,8.167645122,10.73436563,8.879174116
Chr1-2837849,LOC_Os01g05900,333.307818,363.4063347,305.6072489,334.1980206,320.0061094,390.5274869,983.6059044,852.475621,996.1552909,729.3282131,684.6048758,621.3510812,321.7779362,363.0125538,363.3386992,279.7354441,230.7246468,278.6641406,485.2845857,467.527897,474.7107178,852.2821038,810.8062261,899.7754624,616.6562041,659.5033333,664.8430493,369.2964404,430.1792342,399.195907,420.265049,573.2579559,406.7486975,882.1279707,405.1872542,332.6927334,411.1168736,360.2349997,436.2334732,158.4905452,162.2417658,171.9018651
Chr1+3648483,LOC_Os01g07590,3.715585571,0.314792522,4.546635365,5.808333383,0.197490162,0.940644605,3.076147193,3.841641679,3.792816697,1.740081658,1.073053656,0.693982684,0,0,0,4.844634828,5.90990516,4.238306888,4.159563156,3.874040698,3.915303856,4.39749584,1.357900672,3.528780085,0.070104659,1.104048936,1.917463512,8.89124585,6.337646933,7.362097586,2.247537524,1.852958996,3.284031185,7.174637915,4.055467819,3.692873051,13.70794252,9.76060232,12.48382443,6.807897475,0.272058431,1.521791199
Chr1+3650606,LOC_Os01g07590,17.40036286,29.38516655,28.01324554,22.76327013,21.22896581,20.38763364,11.86183208,9.565002559,6.754905912,24.55757182,25.04170332,29.8087637,17.61540128,24.27541507,11.94504669,86.54569519,92.50887903,81.42904362,70.398463,77.27241984,82.38961358,3.489932928,1.776906646,2.573011762,4.388994207,2.755710047,3.618719575,17.23342515,22.606354,23.64682444,3,3,3,8.198893466,4.946745118,1.237041735,11.3153226,6.622811101,5.196781837,43.21309575,42.67353901,43.50730706
Chr1+3648397,LOC_Os01g07590,24.93662708,12.11140844,19.97538549,31.06885969,21.70161618,35.29720087,11.24881151,9.890730751,11.46913534,1.350998037,0.875950363,2.294382457,11.17055081,10.12308628,12.91050721,3.883024082,5.935272947,3.045360988,5.855401912,4.711086914,7.321188072,9.001768183,7.972470854,4.297743115,5.339996807,3.309994715,1.658647873,10.31506719,11.56896599,11.06795003,4.843633732,5.320104319,4.413581865,0,0,0,20.37060878,22.35802169,21.6707657,27.31069167,26.83329354,26.7807786
Chr1+3650692,LOC_Os01g07590,0.981164286,2.321601552,2.934460177,0.634808908,4.559793961,4.161993999,0.301438256,1.62421432,1.015650841,3.349181381,1.95996997,2.672416482,0,0,0,5.994138956,8.685800955,3.758268752,5.593008165,5.548385073,6.3923959,0.112963153,1.026407996,0.573941042,1.662458067,2.225360435,1.977624826,4.158556391,3.764743758,4.670564997,0,0,0,0,0,0,1.815007966,0.756484109,2.347619075,11.77412697,1.356161758,1.210785666
Chr1-3671562,LOC_Os01g07630,0.117226687,0.370083385,0.39531836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991337089,1.202486337,0.098789904,0.695071316,0.222568874,0.608484062,1.345133566,0.580754469,1.580059385,1,1,1,29.64938534,3.836127869,23.22722552,0,0,0,0.248120653,0.43787224,1.303732403
Chr1-3667505,LOC_Os01g07630,67.81354692,16.28971862,30.36522978,34.51551968,24.33317806,33.83636475,37.07527709,27.54465493,38.73333162,73.47410339,75.60836956,71.96488998,23.18684867,29.45005517,25.66361559,11.96219341,11.73286909,13.66673431,12.74891077,17.87273139,23.07281816,50.13321055,45.60132209,52.62280009,14.37556805,13.86979829,16.01445133,65.36126432,42.15643767,62.84649,23.14857766,23.20901264,21.94543687,33.93246363,2.33396522,12.95813685,54.9288559,67.55012889,47.18401077,16.54639424,17.60010174,43.95700884
Chr1-3667570,LOC_Os01g07630,6.030676934,0.13813882,0.10393108,0.898074091,2.084421447,5.459338013,0.992823863,0.492003301,0.044170191,3.24797895,3.016458437,3.074174103,1.905930114,1.380695008,0.884649656,0.253454488,0.067274777,0.167387374,3.896921547,2.974012651,2.311472041,2,2,2,4.235615833,0.44225348,0.555163314,4.21931836,5.749696365,6.219324561,2.200347701,0.40738501,1.06320694,0,0,0,0.220653642,1.481252661,2.509353036,1.376495536,4.277033848,2.298095857
Chr1-4622011,LOC_Os01g09200,0.613224783,5.809344556,15.63908059,10.26564213,4.096548084,3.454370649,2.750877109,2.420858241,2.886726124,0.12601049,0.218531992,1.511510015,2.511884171,1.531915749,0.750978835,0.828923597,0.326544984,0.094854624,2.404933571,0.315477598,0.191103183,3.588320663,3.872603802,4.413557785,3.698978893,11.51904476,13.09499576,3.971558091,3.889903231,5.891723732,2.365466984,2.796103496,2.271796249,0,0,0,3.312253375,2.371808435,4.270753378,4.505733262,5.315616887,10.0402338
Chr1-4621815,LOC_Os01g09200,152.6057223,185.612428,125.9605665,109.3842932,124.0515283,157.464004,136.3615322,158.8108185,160.6066812,190.5965174,188.5421333,207.1940919,188.3516716,146.5442703,148.5720606,135.5710042,188.6099987,171.3001015,164.9564147,159.8996597,201.1325024,375.8494847,473.8139251,295.5507256,987.6025682,947.9012117,921.4005525,141.5709719,139.8914952,137.8528481,125.5118761,144.2452729,146.8288312,76.55989456,13.26048503,251.9532834,118.9406104,126.8285706,113.2464401,145.3510621,136.217778,127.4812362
Chr1-4739277,LOC_Os01g09320,245.0170353,182.1509163,192.4462367,241.8254405,332.4761214,313.7046185,424.0205321,376.4071445,352.4880354,256.2443891,254.5885369,253.9129489,667.3054698,732.8480098,667.3352013,551.2009775,544.93715,584.5379117,649.2499321,474.1826086,665.6805215,216.5818035,228.4583486,229.1975105,832.13526,722.4219566,1026.342724,487.4716812,462.9178252,490.5540393,198.9392939,196.7737359,198.9301008,191.5755382,130.3162457,285.0565622,251.7905982,241.1928534,254.0691404,302.8304016,295.309795,303.5444266
Chr1-4738981,LOC_Os01g09320,0.612609245,0.125406428,0.907859079,1.209381266,5.932455978,5.894773064,5.985181464,7.453176943,6.236044807,0.236735573,0.033273949,0.191985816,2.022426843,1.527844639,1.665372815,8.123848296,10.28039426,10.27466946,2.051926073,1.847376551,3.676980474,0.658779448,2.592598668,3.592756452,15.00554961,14.76025137,15.10793668,3.798744825,7.315458221,5.212443998,7.031429798,6.691633239,6.573177927,0,0,0,0.847840825,2.526856319,0.259346264,0,0,0
Chr1-5215747,LOC_Os01g10010,0,0,0,0,0,0,0.936107243,2.404960776,1.265722435,4.551502713,1.439180545,0.128096285,0.632805735,0.410151415,0.163749845,0.418344132,0.045004979,0.004569172,0,0,0,5.646837485,7.842223969,7.46127397,2,2,2,0.199967324,1.997352281,2.883782943,0.676139692,3.476876216,1.102195049,0,0,0,0.156162339,0.460772608,0.719821318,0,0,0
Chr1-5214017,LOC_Os01g10010,32.58743714,22.78407143,34.29493855,21.23900782,20.07711486,17.48650516,10.26044115,32.33821571,14.79439028,47.56771123,48.47959696,48.5403092,46.46143331,41.27632874,41.82449252,40.39560124,25.01155726,15.41185387,51.74678113,28.51675283,45.97238835,39.0923012,44.74312322,36.65384062,26.7574173,27.50639002,23.24097733,38.89730047,39.78652532,38.14451477,85.52284245,91.82506831,74.38044097,1.171543902,23.65341985,5.15801111,48.97617771,45.02357176,48.79492989,30.31943047,33.35366588,31.72718344
Chr1-5215847,LOC_Os01g10010,2.214985789,1.02922292,1.341307787,1.911865881,0.314677601,2.29310964,0.746663738,0.539002904,0.608755058,13.2406141,4.820140163,11.63606905,1.269732305,9.567627895,5.472793736,0.197698315,0.585086404,2.29661872,2.836034156,2.544714092,5.126658498,19.10177786,25.57344161,18.89316909,10.75655169,9.171711228,17.91855679,0.124943427,0.299931709,1.27348373,6.844629968,8.268053834,9.844840514,0.974394392,1.320495905,0.547834837,2.677060887,7.670299079,3.550872441,0,0,0
Chr1+5412511,LOC_Os01g10280,0.778392017,2.039865769,2.518957586,1.571300966,0.644264772,1.846371937,2.813908053,1.997131451,1.171570268,8.148621776,6.620565604,5.986740158,1.203412924,3.833962357,4.030799476,2.418909644,2.30008519,3.125891427,1.54896444,3.910816652,3.621393821,2.546441059,3.553184305,4.170269488,4.058424973,4.531959609,1.309521209,0.971182313,1.785303581,2.160122031,5.147327932,2.197289096,2.624837111,10.86430856,5.98304422,7.713571151,15.29572832,8.999669146,13.29842585,2.125540987,0.731091103,1.994278403
Chr1+5412761,LOC_Os01g10280,0.555461061,0.835585281,0.038713405,0,0,0,2.197977188,0.506975463,0.004697605,0.846274366,0.418197049,0.042759911,0.130155964,1.082700022,0.153661705,0.492829697,1.697457693,1.16333891,1.519084966,0.94370263,2.210660989,2.299219218,2.047220463,1.199662012,2.360964005,1.308862146,1.761646309,0.141609979,0.570174714,0.390921956,0,0,0,0.180574418,2.211063647,4.37163135,4.996857492,4.693226184,3.543034462,1.775235358,1.478316208,2.216100424
Chr1+5412697,LOC_Os01g10280,1.332598944,13.17692121,0.135369841,1.030450026,6.281857139,15.02249271,10.10359774,11.61454076,4.417472408,5.205958823,3.599077603,1.672206371,2.484245508,2.256905887,2.907814177,6.145529906,2.440014136,0.073814647,0.907932638,0.968547871,3.799267802,0.243212162,1.792274989,1.420461208,1.254356207,1.189626141,0.711345764,3.219663043,1.966109016,9.274784568,1.906282153,0.928437398,1.613847274,0,0,0,5.712349001,4.837979126,6.978079574,10,10,10
Chr1+5499729,LOC_Os01g10430,10.75243118,8.396082561,7.979408346,3.040250932,6.556838579,1.974720741,0.426540811,4.893863824,5.101831835,7.909773297,8.609084139,7.026245216,27.7349371,1.172806063,18.00045531,3.209245405,19.46644944,10.11040832,6.017092311,6.156439692,8.65531115,1.315994082,2.265661233,2.191117417,3.553785011,2.679354302,4.80510726,0.993111814,4.289038623,0.29533602,1.161824307,1.457794897,2.916288402,0.567560988,3.115269525,5.12163339,10.74588092,1.911580876,15.5914684,1.774318902,7.183313949,11.02208464
Chr1+5499067,LOC_Os01g10430,76.65466693,71.35477949,56.54550249,68.37956451,44.07977059,50.32809018,16.2246609,39.68919974,35.29078718,64.19783592,47.95208484,56.61472892,43.2035654,56.94014396,45.89484925,32.65352951,22.70486689,39.03552011,33.29514433,25.72263084,34.73480813,10.06506948,22.00849172,16.25600151,22.67975005,16.19559235,17.23942766,42.75915789,46.30481382,45.55606405,23.27132151,12.38996856,30.39135335,0.036692396,0.353067807,1.151394974,61.05546891,44.68536113,61.11244191,86.46717438,125.9667265,102.6419596
Chr1+5499450,LOC_Os01g10430,26.01429048,26.01609088,20.70422996,25.63404189,22.85513996,17.8744316,15.12702249,22.37400854,9.405953284,21.99809454,19.96894491,20.07965956,0.469043463,1.109132424,27.58690622,13.49122085,16.34613867,17.03781312,21.8839572,15.20488083,1.784003045,15.0800045,13.79649352,16.40388001,9.019556794,10.69344322,7.989437974,11.70389375,9.07526609,13.60144996,6.684747795,5.59713668,5.399333861,0.971656704,20.38232102,8.304974668,18.98379418,14.92845643,18.17318907,31.46276994,23.35206266,23.51556646
Chr1-5670234,LOC_Os01g10610,3.192782184,3.002738891,1.923323528,1.427160648,7.016942076,14.08374734,1.819655853,1.830037461,2.184357255,0.278708679,1.24643885,1.540515727,0,0,0,0.880076111,0.364816948,0.796010991,0,0,0,1.227249498,2.868866962,1.952631222,0.607208835,1.895389644,1.183060485,0.218010347,0.313941513,0.626421227,1.647194189,0.826338663,0.079229981,1.010260294,0.05009907,0.494778941,0.544866661,0.787617409,1.369906388,3.619241911,0.995139028,3.176362311
Chr1-5668992,LOC_Os01g10610,60.5522129,63.61997719,59.25328369,30.02469074,21.96194044,59.60386158,60.80543786,69.76719424,55.56689354,43.16027403,42.96063187,44.17646467,88.49583471,63.8337614,75.52580835,87.77348326,132.9079017,131.4067583,62.70173204,52.07655147,66.94966616,38.61148551,35.50269482,42.48315918,92.62116719,154.7912506,118.1400265,124.0530139,137.8995052,146.0523283,136.0190456,139.6850066,114.6639896,11.21756522,76.32646338,58.89709229,171.4903679,101.8503722,130.540037,90.05668917,86.94997291,83.42105456
Chr1+6435652,LOC_Os01g11880,161.931715,78.55633527,116.6570205,96.5304898,56.9928627,124.5730297,34.91183681,33.55648163,40.03480073,16.04247271,18.64484966,16.75905678,22.22210848,15.55230218,23.05651526,13.11528202,16.40896273,16.45952032,52.02973868,32.52905231,8.566882044,35.80815727,44.75745945,47.41207558,31.11247833,28.07595173,29.49122491,67.4743812,63.26904003,70.40769626,48.67291851,24.6232167,44.30418183,0.813872537,8.122748342,24.77595229,47.61858675,31.92737401,38.73129183,178.545332,200.4985867,197.6851752
Chr1+6435870,LOC_Os01g11880,37.78852892,24.26146114,24.14746646,12.9455176,13.86034044,22.6445396,17.80412654,29.8344708,1.763966843,8.24575825,6.239432522,8.560666186,12.20410093,5.932231081,23.47219402,9.908105254,7.021836417,3.032619327,17.8139944,16.76801423,12.96384578,12.1063762,8.682477072,14.41769493,11.94374617,10.23324792,13.04014906,45.41086038,45.5011095,41.38605157,8.520414093,9.506936653,10.79994625,0,0,0,22.64413287,15.50788673,20.48140743,41.24904824,39.26758721,36.83154617
Chr1+6436088,LOC_Os01g11880,8.631131011,25.19893479,12.29319234,11.31295549,17.6364493,12.51792864,7.693060856,8.64113214,8.03946138,6.785542026,6.116666653,5.52122349,19.28193356,16.71354553,11.0846627,9.357990457,12.3116738,9.586074388,7.501515472,9.900996969,10.06172482,13.65065592,14.85557339,18.24236057,10.67869936,10.16957199,5.272687136,34.06016883,37.42184158,19.67860841,4.280826913,8.613641267,3.775626845,17.8995905,4.676653726,17.59070484,9.310312205,12.76987117,8.403002306,1.610781826,9.921613506,15.38408739
Chr1+7273036,LOC_Os01g13060,7.32969561,19.39207793,14.36451628,1.211623655,7.694473959,2.83132674,0,0,0,0.671372928,0.144518319,0.050370277,3.390792394,2.583881485,0.658138667,0.420006947,1.074643217,0.329637303,0,0,0,0.173406562,3.001994471,1.765235877,0.121741528,0.376880328,0.127829536,0,0,0,0.012084965,1.132478356,0.581068827,0,0,0,1.184197518,0.696908853,0.947016746,5.404383994,5.742732888,3.510981323
Chr1+7273124,LOC_Os01g13060,42.20416106,90.06308018,24.28359059,71.9232769,86.53323857,42.57761896,17.61875293,18.08002008,16.39768722,18.91632875,23.75731528,16.87280348,33.76390486,7.523563104,5.313262762,43.40489229,30.92985179,37.68229727,5.605664269,17.56818791,24.52918825,19.48774518,12.09772397,19.09660381,6,6,6,22.23296215,19.80688386,6.746282038,16.47281073,11.66382823,16.01674458,0.06909269,1.888932253,6.436645436,10.14639265,14.79123896,13.09034983,25.94574599,21.81061515,24.98744091
Chr1+7273478,LOC_Os01g13060,0.057901195,0.192014523,0.633770996,7.500199635,0.208580755,9.069441701,0.768057684,0.983929719,0.509014878,0.949996593,1.160986551,3.361350736,1.78989461,0.204853737,1.2300932,1.781872191,0.911933214,1.402560114,0.536544703,0.736570506,0.293707993,2.782167076,2.679103783,1.69209122,0,0,0,0.992387944,0.106492383,0.034247449,0.058368515,0.274141207,0.062904167,0,0,0,0,0,0,2.654180428,1.811480869,5.946075805
Chr1+7271210,LOC_Os01g13060,3.567886618,33.12615098,23.94870711,5.152853657,3.416752705,27.77495691,46.93219213,32.43628805,44.73720694,68.36279724,61.94242352,62.60296243,74.47986097,75.83800704,97.83475961,97.4049864,99.77568073,98.46806283,69.91621044,65.20338311,58.24391046,71.96970252,58.42216977,56.82081182,69.72823724,64.53382754,64.22055062,36.20578128,26.95560374,47.59230705,53.3347112,62.87049127,56.06779886,60.67883636,59.37175014,58.13584652,47.98008471,45.89239542,47.30378033,11.11575133,14.81032593,10.11373668
Chr1+7511501,LOC_Os01g13470,4.780566279,9.958123311,6.818638973,2.036027514,8.773811004,7.499425445,7.627923412,0.337698001,25.0698295,5.239121323,5.224778502,7.241125453,7.334615626,5.861105102,7.767566168,14.57544254,11.62511881,9.853593959,2.661495444,1.232578923,3.965511397,2.549626888,4.477949769,1.315617153,2.954330499,7.636652383,4.368631565,2.054073746,5.234119907,3.407931936,10.5721512,3.984235484,4.749054336,0,0,0,11.22957268,9.096378831,9.454976925,9.141058584,13.39744015,10.22179551
Chr1+7511673,LOC_Os01g13470,0.230446209,19.11217267,37.12861873,39.83980868,41.47787272,37.12216771,56.52771616,109.9892407,98.35463709,50.2324393,1.04936065,40.02659742,94.52435826,110.152708,99.16870715,91.26457777,100.1145293,79.05041255,65.71660864,73.53796398,65.56227296,58.14400567,48.30932797,58.89265744,56.80718218,51.13634662,57.23447666,24.63326871,45.85256912,33.31784995,46.58412906,39.91388132,34.48869316,54.7946106,33.78088262,16.00860325,110.1514033,118.4383646,112.1769148,40.65030995,33.21523974,39.46691157
Chr1-9140244,LOC_Os01g16170,0.602537268,1.464821915,2.109334723,0.205075192,1.697889401,0.146772085,0.21306331,0.261840771,2.424135988,0.419026479,0.539532813,0.658349537,7.922932604,2.405017206,4.768614326,0,0,0,2.193433414,0.045105801,0.01535541,0.633350937,3.183675346,0.606732723,0,0,0,0.586662679,1.195522748,1.422994003,0.810289842,0.684350542,1.034974378,12.82489665,1.486595752,2.654575752,0.491089191,0.0171694,0.476393814,1,1,1
Chr1-9135330,LOC_Os01g16170,1.794059671,2.40613698,1.5233372,0,0,0,0,0,0,0,0,0,0,0,0,1.077812895,2.061152686,3.469407328,5.277992907,5.530554277,6.037670284,0.710148186,0.927034995,0.340236912,0,0,0,0,0,0,0,0,0,2.685311581,3.785563653,10.14084198,0.519435781,0.162893279,0.129691852,0.337389707,0.782372756,0.075666264
Chr1-9136375,LOC_Os01g16170,2.655143679,0.252708465,4.812800821,0,0,0,0,0,0,0,0,0,2.413229264,5.253311108,9.53515067,0.305335468,0.012262105,1.971695376,10.88650284,9.240132271,10.46845765,1.343036443,1.565527435,0.560615795,0.075834172,0.31786114,0.108392198,1.81345552,3.39819137,1.963828045,0,0,0,0,0,0,0,0,0,0,0,0
Chr1-9133739,LOC_Os01g16170,94.50460636,128.9927133,130.7979264,58.40040991,84.44907239,94.15560658,127.9320148,190.441082,154.1389461,44.1979581,80.78288344,72.14148307,2215.526182,1983.482306,2077.889021,4257.77268,4203.557606,4307.962483,5404.565229,5457.403898,5654.001011,65.86831894,47.88162,67.3002802,51.93079057,66.33799664,63.76150549,606.14834,783.7700511,498.5804303,525.8662038,594.9155036,569.9239414,552.6393927,61.63132433,1386.132148,146.6116593,154.6990167,165.6020172,113.7980625,86.63404884,102.9614688
Chr1-10999404,LOC_Os01g19450,34.4155957,49.87686829,92.97432287,113.9041333,73.7124334,96.68309162,334.4870476,289.6533082,387.9017565,601.7742569,601.6339426,582.9690424,174.0318403,152.676125,165.922172,134.3287657,133.321952,126.3632131,191.8472432,191.9201089,192.572808,573.7001146,616.6104222,524.9274334,396.5751065,416.4247077,406.8298888,161.5454514,170.0594263,205.0200862,113.8992911,114.2558319,114.1461291,172.0253455,92.8066297,155.5940484,148.4055702,194.8851293,163.9862109,95.56997064,126.7104555,91.17340859
Chr1-10999561,LOC_Os01g19450,23.28725778,8.401170517,30.14457031,7.086980441,5.282687872,16.21681932,14.12814998,8.469712616,11.87633798,19.78096913,17.19112967,21.20175565,10.52840865,12.52209114,6.344895843,7.871703084,5.801524063,5.246369196,8.10193995,8.605082215,7.904536765,18.79650063,26.2742077,20.47265383,19.98833433,17.1565689,18.38795527,13.86621919,9.193112083,9.390922163,12.16981107,13.00852517,10.88829428,2.094897781,1.100244816,1.023855725,11.47544767,9.60904213,12.04419288,24.91411534,23.75575013,26.52700531
Chr1-11953538,LOC_Os01g21410,12.26425322,8.745108336,19.84203078,3.753225962,5.876975361,11.50140304,2.144070161,2.264961061,0.377652058,0,0,0,0.405062505,0.278585246,0.394382249,0.561616102,1.178252517,0.924919479,0,0,0,0,0,0,0,0,0,0.587662059,0.526060956,0.138451588,0.673700225,0.96814203,1.701398602,1.110693052,0.764930712,3.769524033,0,0,0,6,6,6
