chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,dry_seed16,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,endosperm16,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,imbibed_seed16,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,shoot16,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_20days16,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,leaf_60days16,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,stem_60days16,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_5days16,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,root_60days16,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,husk16,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,anther16,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,mature_pollen16,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,pistil16,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15,embryo16
Chr6+23846208,LOC_Os06g40060,4.845914509,6.577290514,7.199149803,2.274896679,6.793668957,7.283177361,7.375790693,9.092354669,7.689192149,8.101325484,3.384164553,7.358679135,9.419845441,2.823421313,7.468338478,3.881147275,4.714233394,8.097164257,1.725283811,6.056472686,5.007527471,6.48842994,5.99180573,2.414385409,3.111030563,1.125227901,8.028142633,2.936323714,7.320283237,0.28647722,0.258151472,8.551081292,1.080599973,8.12763576,2.430165044,2.000394249,0.669262883,3.313128425,2.848488238,4.811122551,5.767330958,3.017435036,3.537208507,1.462031225,3.194998994,2.312608148,2.920272385,3.829619163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040205234,0.858530835,2.018716915,2.01126833,1.590135026,1.104612543,0.914472971,0.70564174,0.827208325,0.749454149,1.76889883,3.232033798,0.55598769,2.423337096,1.36994962,0.968054917,1.982078167,1.899551417,0.341553093,2.998934804,0.790171855,0.519873495,1.621837939,0.894569984,1.606730515,0.66975151,0.413478452,1.128434192,3.094850237,1.112143329,0.814316171,2.005747969
Chr6+23847017,LOC_Os06g40060,219.2665179,220.9050068,254.4598583,216.6148854,227.1656424,184.7576438,200.6427441,180.6350398,202.5034245,261.3865073,195.2577495,235.4746127,192.6790962,198.3657169,222.5054037,195.2141907,235.3159331,184.2446062,299.3217895,318.3961269,95.18674554,155.5800719,308.1292651,429.1171571,301.2679096,202.7714158,260.506891,362.5725809,332.6769803,174.3066612,282.2181549,194.8130702,180.5030871,272.4862191,234.6843026,219.3814885,227.3770339,223.4166635,294.8489093,229.3273021,271.125172,206.9992137,322.4484566,210.5291476,256.0052708,211.1703988,313.6518678,189.3142009,112.6172183,120.396217,116.6584228,115.2419964,111.4140298,112.4667726,116.09696,115.207791,111.3542564,118.0290591,116.9081342,123.2155984,119.3730502,118.1180311,122.9362176,117.6964842,153.7844323,121.381458,140.4944955,125.0247482,125.106581,125.8398679,147.4239647,141.0793679,126.7043216,127.2417978,142.8447526,143.5661274,131.9684193,138.4810914,129.1180272,143.4378943,144.134907,144.1929783,143.7202513,144.0553746,144.8398547,144.1918512,144.3670639,144.7431676,144.3432735,144.2937669,143.6719122,144.5007237,144.9314687,144.4603725,144.1021944,143.6093464,179.6424589,188.3130467,190.0883323,169.1239062,186.0902593,173.3625224,158.8893244,187.1439692,175.0721003,169.8258776,172.6334451,175.715281,196.2470221,179.4674785,185.5026013,194.1891829,121.469438,108.1985515,106.8827769,100.8085617,122.3423489,106.4449099,103.6447403,69.09270026,107.1091743,115.9951939,111.3760388,103.8228819,99.42913073,108.2745397,114.1220694,111.0338721,176.6779173,164.2951372,177.3359653,164.8020522,152.3415334,163.8071923,164.5276424,176.1710653,148.4770774,174.0376882,184.3697133,170.6759322,160.7943101,174.498961,169.4942836,182.391129,150.7642956,176.0567835,150.5500226,143.4807581,181.0473322,162.3356731,144.0613502,157.1149914,159.4472965,154.1169176,168.6793568,163.8322585,146.1715779,150.6908123,139.2158459,156.3959793,328.5000989,341.5252296,284.5113188,330.343551,315.763054,324.3861267,357.4711847,346.4311656,349.9549695,307.4777874,330.882935,285.6298129,303.3084684,386.7229451,258.9674995,336.9945936,419.3014188,325.28635,308.595433,325.5578325,421.0372038,214.9284374,393.9240341,462.8090269,291.8924592,542.077276,316.2273226,314.0111434,618.7713357,479.1599186,414.9331815,304.609343,88.05538541,98.37443566,94.14340852,85.03153551,91.26680468,92.80685384,87.74131685,99.36242741,84.85303572,93.00989393,89.22247991,94.18348328,99.33132541,88.29571842,93.19315024,89.91350115,63.1059702,67.34739189,54.52300233,58.74524227,74.15632361,67.39020984,60.73892207,69.95026118,50.191914,75.29160557,76.51334333,66.46918352,51.61428943,59.55337737,48.26664563,58.16069152
Chr6-24005362,LOC_Os06g40330,6.987106585,7.540775375,6.914426615,7.270590814,6.581722639,7.197544391,9.017513646,8.518811809,7.037919135,8.414319362,5.69623665,7.469691999,8.66593563,8.088470527,6.560260553,7.73349168,29.34769348,15.06244086,17.69207899,30.86587245,19.73562877,20.76409576,26.64219843,13.00875677,22.81093204,33.21773065,19.14300429,14.11567683,36.98308171,4.013937619,11.32950299,35.5611731,0.583302375,0.909175145,0.980811079,0.673684226,0.731802419,2.304332285,0.459410648,0.981764843,2.330258667,5.676192912,2.053792321,3.02141106,2.344925732,0.93445453,2.440194453,2.078675445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195802276,0.485084172,1.408206251,0.205433152,0.07196067,1.523968392,1.114252576,1.547848179,1.929794608,0.510878291,0.578790694,0.458853024,0.934360498,0.250050859,4.23774863,0.888158421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.329721095,0.77923271,0.065297845,1.890155744,2.065452311,0.987874608,0.249115081,0.098913355,1.437419434,1.003226513,0.339210252,0.969454912,2.285019195,1.130818236,0.229074285,2.922596001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487148537,4.603870001,1.718154791,2.44069081,4.79432651,4.917133037,1.214024971,5.277676134,3.506775563,2.664059291,11.3989445,8.434245231,3.786468653,7.764106889,5.523046384,7.672793163
Chr6-24005149,LOC_Os06g40330,55.05748863,40.80960784,60.34942375,56.20859409,51.40914335,29.19235523,30.99742178,65.75753076,49.95740003,46.83736282,44.84209661,41.31732171,23.55140162,32.4075129,59.24698186,32.26725981,75.6550443,73.37648051,83.77962064,69.86828498,59.32770657,51.1527248,94.23895666,24.63159028,106.4199884,102.3740681,25.56888884,46.99465316,72.35448972,102.2717544,3.689557003,58.63974372,40.80910098,38.79161145,34.91168472,52.76597593,44.63585007,46.46858487,54.33798244,50.61244425,54.83152945,40.55435142,40.09058816,45.26168913,45.2250607,37.61572267,44.8731726,48.80164864,7.791908911,14.1691178,6.48614223,7.721479348,9.33071749,9.204918548,9.554488054,6.369343196,9.411042271,9.257250158,10.07821013,11.60870014,11.43174395,11.23750614,8.755461743,6.750262025,4.283740485,3.666074985,4.035194714,3.896280555,3.974929076,5.336774044,4.53636212,4.739921307,4.305739364,4.70803692,5.65563668,4.405299793,5.582720018,5.361810699,4.912407708,3.72626509,7.19322441,3.739489805,4.39765266,7.201997113,6.975871685,3.757106101,4.149272964,7.772508027,3.409502072,1.344060009,8.10543723,2.024846322,4.902962513,2.65788269,3.355454769,8.793694165,3.326985605,4.112499996,3.499191726,4.51060674,3.183608357,3.637382228,3.483625359,3.734872893,3.57888096,3.575750031,4.039581648,4.955178614,3.661883267,3.631470309,3.792211383,3.664998797,6.736126316,7.286596852,4.447189437,7.110479884,7.172794656,4.784199429,7.099181441,8.714590749,3.523947141,8.023928471,6.562404055,8.273509138,5.739949299,6.016589316,5.464789316,9.132382825,9.235960506,7.883489223,9.6644338,5.189824049,4.384034939,11.29324984,10.43344372,7.301416185,10.46315445,7.752727735,15.02387413,10.29019133,4.06483407,10.43222187,7.560001725,0.780270615,4.246113304,6.43220742,5.692421112,0.62119419,2.911370857,5.335471864,2.42456845,2.314202567,6.103268205,2.505634435,5.739245948,7.573703013,2.605538181,2.406013815,7.88169912,2.147477908,5.536672758,10.77070678,10.84633745,9.923623143,8.360816317,9.809707654,7.929954664,6.079980444,10.07002903,9.255274469,10.91282721,9.413507171,7.039802036,10.71950454,10.72219848,13.07922311,4.680295218,5.666694883,6.844221446,21.68176299,10.21436036,26.17094195,9.967069466,20.28983346,19.23132046,5.92886058,11.39665931,9.380969331,10.43649228,4.456232422,5.441313926,14.30124291,7.705461584,10.74840861,13.19287294,5.929411403,10.64785962,10.81507086,15.39408157,14.49904774,16.88274022,8.108819137,13.64113807,9.145648991,12.33195873,10.08889476,6.839007376,13.38026856,11.72343467,13.94587952,12.06512767,10.33960876,14.1046034,16.24482101,12.9137581,10.72079061,11.29435511,11.28866073,11.81842244,15.21298077,15.74273276,12.28048059,10.94269407,10.7124343
Chr6-24005436,LOC_Os06g40330,2.345805371,4.837074477,3.705352236,2.702085374,4.327458247,4.605811465,1.87007053,6.560388954,3.076178811,1.053956121,8.672846022,1.589736496,0.558958744,0.014434364,0.585176923,5.329240274,8.497462376,3.227393434,10.10030907,7.292095429,0.793185676,17.17469329,22.44335866,6.997928887,22.3057025,11.94651577,9.389066469,6.259733979,20.1694345,14.87331246,5.601473319,3.88992637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6+25934932,LOC_Os06g43140,31.4676478,35.52752077,41.43190485,38.62328817,37.6942342,42.40065761,38.62448895,39.73656888,32.45574633,45.7138109,35.95800335,45.92083194,42.00573768,34.31643781,40.69431511,42.341193,61.04897343,73.58383635,26.15663266,44.20250612,67.05605794,56.60265021,48.6412511,22.97912313,54.23836327,63.57700588,66.1294939,47.78588511,79.34757543,48.77865855,41.07171366,37.65793524,10.31204082,19.53628444,25.55710546,29.47539819,42.82421098,24.41328868,23.92216352,38.98081103,27.0993755,21.7644246,33.0349905,22.65300867,15.80706879,45.93412806,32.08698743,33.01770386,388.7590805,406.5200004,294.6293965,335.2970092,343.1742027,366.8065153,305.9829313,402.1251295,371.1452321,388.6961903,388.1833355,311.7982919,329.8268134,407.8495887,387.0692881,336.3072694,2156.674401,2182.836357,2111.071702,2113.404657,2101.252296,2223.742265,2209.432038,2186.838451,2152.277965,2184.017021,2194.853832,2151.68499,2176.376218,2165.770474,2203.014782,2183.862439,1918.815418,1970.751904,1969.947792,1990.836326,2005.02941,1971.988597,1996.477297,1952.036314,1946.644379,1944.323244,2004.415284,1904.221687,1959.159928,1979.573765,1980.658535,1862.108712,370.7085877,401.9909555,388.7487697,383.7662586,364.982543,391.7997614,383.7199239,359.4984174,382.9882898,382.830858,396.2594959,417.1167493,399.0328066,370.5007621,375.0899028,389.9616573,42.6663094,40.45847584,46.82412524,38.38696041,38.2370533,40.36580333,46.04216198,41.81406554,43.19258838,42.76608804,44.09317465,38.75327306,39.25294895,38.63148223,41.76878981,32.57183033,28.27571944,34.61320919,29.62141052,32.31128954,31.8497857,26.51042127,29.21267214,27.15006506,31.83558324,29.35852474,38.3385963,37.69347352,30.36704674,37.56323645,25.98925945,33.48515342,191.8379007,148.5455432,188.4083535,156.5414299,160.4751002,156.0817011,148.5833228,154.7515062,197.3477862,150.2622691,187.1563347,137.0239403,225.0969905,155.694432,191.0442482,160.1222213,42.47667909,45.5528499,40.7512076,51.89454089,50.21061634,38.63066781,42.69396014,42.48153738,40.24319863,55.20862097,45.64731524,38.62287086,40.88693873,42.61537586,49.07572407,42.36611832,432.7506019,256.9190304,417.1710117,248.0470468,240.7201187,288.6717278,330.7520287,226.9975613,88.6115546,3.569010068,272.4800849,58.24283877,210.4958875,268.9237254,338.1769167,224.937397,43.66628014,48.58345589,41.09053954,45.52383755,39.3520179,47.02152186,62.09972919,33.7277639,42.16511918,35.90872037,50.62689895,47.79851691,46.42710763,52.15161947,43.309091,52.34156001,33.87453565,53.42170826,27.02656292,40.21288082,41.96758276,20.29690529,42.94227742,27.12933273,38.81869381,43.01434354,46.15073744,51.42334726,43.92014456,44.97494333,34.8522792,29.48541209
Chr6+25933924,LOC_Os06g43140,1.632443833,2.001892958,1.080662411,3.403609604,2.64012545,3.310405926,0.867094843,0.632046308,3.415177828,1.715088006,3.429240543,1.587683673,0.562372904,1.567886188,4.672525007,1.886799539,2.159184003,1.683156312,0.866612315,0.96371114,1.385856793,2.033826154,2.865169544,2.351503638,3.281842431,2.242353991,0.748305017,2.376594123,1.193600455,3.822054229,2.332858369,3.325120274,0.948305636,0.822835455,1.094118488,3.599590803,3.068484786,1.680623239,1.25641126,2.162386486,1.703557708,0.260670859,0.439313603,0.966881023,0.187422526,0.716728025,2.296457391,0.582137383,1.683416115,0.120613084,0.36720756,0.71304623,0.479691935,0.997604083,0.291350692,0.656245285,1.211163293,0.090482298,0.702613578,0.454538446,0.739686542,0.776802147,0.842874608,0.990519969,2.576520252,2.080647798,3.146799119,3.316565043,2.039027115,2.909185425,2.756502323,3.277348849,2.546716821,2.999577665,2.361151997,3.087329448,2.989485274,1.99027913,2.783327566,2.00556224,0.710310234,0.16292284,0.050448475,0.569923837,0.905712619,0.404376812,0.636967201,0.583928002,0.617902132,0.625623573,0.218100701,0.454592128,0.460363665,0.680732505,1.153986427,0.137907559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895750225,0.45447832,1.048963144,0.555549821,0.298913858,1.436670232,1.547883776,0.294169603,0.304804314,0.239364415,1.007999944,0.236061315,0.329193014,1.047570735,1.728499756,0.917875084,1.143698488,2.304496905,1.944572591,2.025040884,1.003160879,0.056880008,0.434834352,0.006392456,0.748171481,0.757049802,0.092606371,1.038816092,1.175478856,0.920849497,0.440395117,0.001552376,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.388242452,0.257781392,0.747468041,1.389537753,0.44551939,0.728579911,0.418994506,0.113043843,1.55400462,0.005962361,1.243443945,0.154222624,0.672236463,0.914200159,0.253223248,1.337992913,8.416905198,17.83306525,7.908338294,1.848969206,14.22837717,7.740135565,10.11075738,15.81995077,3.62575587,21.00868762,12.08606968,8.489087666,10.1246221,7.235095574,31.06475252,26.15459066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369844746,0.73852816,2.605212545,0.170061321,0.557657137,2.497503176,2.254093279,0.873421843,1.666862776,1.676044685,0.513753189,0.3580424,0.21268075,1.185310262,1.594317596,0.780605256
Chr6+25933021,LOC_Os06g43140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595162171,0.014364839,0.54749893,0.003997739,0.550884336,0.231819659,0.989281203,0.086368838,0.465344301,0.70210554,0.864049436,0.617393431,0.050394927,0.292404098,0.033232013,0.382046521,9.491829213,6.787253909,6.284015124,11.15297616,12.52073586,3.305768452,13.14750778,1.930063229,6.369024566,10.41472994,14.59913355,8.522651043,5.753851298,18.47587764,0.358002381,10.36985227,3.255961914,1.260036728,0.364894709,3.124857405,4.049405742,0.636545177,5.623647364,1.422329468,4.844388044,3.976720383,4.055950014,4.008061728,4.33332363,1.066769917,4.34163699,2.454329728,0.752236508,0.641189127,0.04457149,1.001588304,0.362962746,0.04827573,0.571383486,0.241347601,0.299297619,0.611720493,0.825896673,0.050782172,0.433938332,0.898318028,1.493964768,0.961211159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562458573,0.807876709,0.733798667,0.541635256,1.532923967,0.419595958,0.295959972,0.821282496,1.052063588,1.03512275,1.269007091,1.173651373,1.346975491,0.268831865,1.262774903,0.149363483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0921112,0.57365107,0.551556054,0.075082473,0.318378955,0.048530187,0.808765162,0.099159989,0.004341864,0.73201321,0.029722533,0.778754459,1.402910364,0.904231785,0.956570389,0.204336967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-26943172,LOC_Os06g44620,172.4154736,142.2495364,94.67205078,95.30345691,68.75292412,170.9481938,102.8295617,23.37359808,177.1937148,173.8878833,88.86405429,58.4026655,213.7692298,86.04100411,153.4857327,144.7789121,127.7451798,137.7246141,149.2336837,73.22682611,139.8946759,114.5597689,111.9346237,102.0883703,132.1569324,94.78902339,118.7020051,127.4449479,125.9799349,155.3330047,119.6156035,118.4139436,74.33499008,32.2565959,54.35190174,57.69701134,31.01367634,70.35851336,36.27088331,35.51768094,58.368482,38.3606985,31.42080337,27.39043795,62.93961941,44.99172678,56.21811605,17.14537669,273.5631481,228.5666616,220.6589616,243.4142951,235.4829947,236.2797328,253.3316759,242.8511019,206.1533277,248.2847302,248.5569218,162.339263,249.7118963,241.262937,235.6695723,233.2093068,161.373383,192.6069556,188.7483268,132.5355424,200.1748145,106.4304064,171.7626661,180.5683213,195.0073526,223.8396989,257.3301956,242.6703606,151.9141681,199.3784543,201.3008734,174.0645815,273.1612196,309.7879275,267.0970783,269.5537298,298.7812378,364.5341679,307.8511731,300.6894739,318.8367643,305.5280271,351.985897,271.2718957,242.1025909,278.7053485,249.6532381,279.728075,182.7513179,156.1848988,184.4949558,189.0103692,202.6450236,201.9217175,161.696912,196.0839447,166.5892043,156.8940273,196.6768002,193.949333,189.9624595,196.7815458,191.55274,201.7816414,244.7284803,255.5189725,282.5465471,270.4664324,223.2709857,217.4986032,230.0089254,292.6589199,183.9593496,223.2276287,373.3594293,244.2790228,229.1130882,315.0645222,308.8489062,283.9160842,202.9508847,167.8376138,203.8534284,141.3357761,126.5857513,166.1524161,254.0025977,212.2437179,167.7930761,194.1421796,250.7351719,256.8773058,245.170671,227.0973966,224.8126957,87.43300675,164.7143458,143.4782047,147.4369525,158.992864,144.8780935,144.3399987,141.113262,147.8361371,125.7084393,117.4680298,154.2592163,146.8694442,136.575711,163.8121566,125.0511484,126.5729031,42.19227623,44.81480441,64.70058804,50.31854842,27.49831036,33.46743582,47.35592379,42.33079728,76.29806485,74.10797323,38.72775944,65.74555222,41.24379268,122.1472688,68.10650542,51.02235226,28.56478279,16.10724286,23.18875625,62.71886088,116.4761507,139.4084521,69.34910978,2.089230872,26.69217664,26.75798045,71.89001746,63.75579563,45.66616686,29.80161882,105.3624587,36.74661724,140.774735,79.9593305,144.2815789,157.9566697,125.9887142,106.2260591,146.0401163,130.5419327,135.62058,183.5238157,98.37156061,186.0458267,145.0749698,120.4437719,143.017968,145.6967727,28.43433885,27.04132054,28.12710073,26.25326443,27.1370283,27.09895441,25.91299777,27.2600118,26.65553275,27.27716567,27.21278259,27.41874631,27.38217578,27.07242072,26.68610577,27.8094022
Chr6-26945604,LOC_Os06g44620,3.691635136,2.468926142,2.684349608,2.365794879,3.387094678,2.230797102,1.847592777,3.18853618,3.163864145,2.965955209,3.097758617,3.155541856,3.555442533,3.548267029,2.495600713,3.790223403,2.50807465,0.892856006,0.089819972,2.624562348,1.502326825,0.623050299,1.610366317,1.901449443,3.068587158,0.211505109,0.410492799,1.154753755,0.475566241,2.880755926,2.556143764,0.553636518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761816873,0.312741641,0.331044606,0.304016508,1.097551883,1.063771874,0.913314501,0.983187398,1.487132275,0.112348876,0.621747604,1.744739426,0.422218474,1.400599046,0.714238313,0.383971186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.713624261,1.320387867,1.957134877,1.297427153,1.131440609,0.950527081,1.65914985,1.907358582,1.428113805,1.506799989,1.47653752,1.660722033,2.368548589,2.202301279,2.389002915,1.11634268,0.227173299,0.205743284,0.986923691,0.280718834,0.168045053,0.8365042,0.449483384,0.340252239,0.376670886,0.105801749,0.238821367,0.538609785,0.320768514,0.628392576,0.660467038,0.686976499,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.536021646,0.243724055,1.244650382,0.584953657,0.837177304,0.414117118,0.425156555,0.74809583,1.283028853,0.656837345,0.629528917,0.952054411,0.004951302,0.268305355,0.546268153,0.763964999,0.777300043,3.881651984,3.400932099,1.248591797,1.639832252,2.711020843,2.834715531,5.51747002,3.889580501,0.904893759,8.593901911,0.635168295,2.852852536,0.381344005,5.948544343,0.056154013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843087795,0.29133026,0.023584896,0.782228653,0.227842542,0.66873612,0.47300311,0.316253449,0.092705691,0.163263201,0.888426539,0.499236599,0.575534158,0.640617669,1.272524917,0.68146795,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr6-26948705,LOC_Os06g44620,6.777479839,1.088044,2.381423587,6.217441864,11.52657734,2.724079283,14.68087748,4.505065452,4.725281112,4.3440597,1.688323313,7.006167852,2.293396951,1.620873797,4.327309093,9.638304816,10.9500545,0.647639961,4.615464095,26.66830135,12.05309576,9.698305071,5.01392151,8.134809571,21.83444045,14.46882769,11.03298954,20.36032674,1.622554932,2.42894695,9.081965401,6.803398387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091991033,0.694825666,0.628712342,0.064174785,0.997540736,0.629806914,0.179863389,1.2695436,0.194692437,0.71396911,0.417726009,1.189459466,0.629424868,0.108808924,1.419844183,0.0909174,0.94962848,1.179020461,0.565733701,2.053451832,0.326724021,0.102758102,1.198632982,0.54051693,0.57176282,1.073781412,0.703478647,1.330065767,1.590352249,1.725406045,3.030289884,0.438517706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.487087325,1.943037101,0.051985774,0.239669085,0.99959711,3.897048619,0.6926152,0.835973173,0.518368002,0.987904691,1.234139919,0.985668955,0.924339859,0.410260441,1.093892941,0.931984959,0.73128196,1.311416224,0.320303795,1.80626366,0.036810568,0.734519963,1.014521354,0.121858678,0.686897529,0.67461742,1.293008075,2.347413194,1.922513678,3.200500526,0.943867582,0.188841013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.982322557,0.879571148,0.638029699,0.052243649,0.390718084,0.107311003,0.450010319,0.459982554,0.977132206,1.134457921,0.109018342,0.497972654,0.630650911,0.797560377,0.832707431,0.346372136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026251023,0.824015596,0.572433301,1.536291994,0.182507214,0.20816131,1.261998561,0.665564333,0.471819262,0.915377659,0.055082938,0.680735131,1.053782243,1.509905484,0.676439956,0.35164571,0.597492726,0.147861567,0.439389291,0.669350097,1.211394728,0.341580083,0.61889356,0.355373519,0.761858345,0.768255347,0.218744575,0.815884934,0.195101264,1.506849837,0.296353764,0.389492144
