chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14
Chr1+33963493,LOC_Os01g58760,1.042027853,1.430678483,0.757204082,1.180718026,0.68945774,0.778417268,2.456106188,1.024566929,2.026541765,2.065668828,1.515813461,1.559746508,2.665272326,1.413272602,5.50921499,6.218009511,3.882607335,6.578113858,2.386536335,8.589681902,2.427382118,2.93378726,5.576703673,2.278387881,0.091483196,0.130335337,3.372685597,3.125692969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.838635868,5.443860512,10.21004593,3.585783,12.58057925,11.46643109,5.76696766,5.318024884,9.91138241,3.905698087,7.891699171,5.372129835,3.166415018,11.41588039,14.4680707,9.633175882,2.666570637,10.00890799,13.30564168,14.03686632,23.76929387,6.615261708,16.38978724,21.5582534,11.80685733,6.479852277,24.05766799,13.668575,13.4104662,20.67155534,5.644243059,14.83841205,9.21643943,17.59564992,5.720524051,9.078811748,4.811954366,7.95621164,12.53956778,6.745988519,8.642253836,11.27276536,10.17647485,9.982318833,9.573280941,10.90350749,10.79764147,9.906293623,10.25324508,10.11929349,9.952624109,10.09264797,9.070078474,9.885280735,10.42663826,11.78036873,2.514542872,2.390990302,1.98584152,2.214836029,2.6198613,2.521795747,2.11193022,1.828541142,1.954304936,3.059658663,2.993621831,2.753082682,2.671994144,1.44807488,4.425376976,1.997428014,2.344910179,0.184459374,1.176051607,2.339081077,2.040417411,1.402758955,0.616151079,0.027289837,1.50963674,0.608082401,0.407710802,4.146412521,5.611137671,0.776642748,1.866060485,2.393003116,3.241483396,4.421593753,7.934289456,11.11606762,11.86539085,6.509411416,1.074941864,0.485347818,8.770597014,0.77293753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.57098017,2.589809908,3.694961651,18.01569399,2.362856752,1.66151282,2.092497349,0.600320211,0.480831138,12.72531825,6.283835703,0.177213044,6.234153686,7.773276198,0.868919853,0.609409478,3.258144685,0.445569634,2.390563195,2.891075158,0.218300368,0.729089951,0.851167892,3.185067257,1.728956865,5.442510904,0.499256879,0.982421604,0.805776945,1.050617104,1.946891575,0.44449675,0.417706385,0.221322392,1.535606788,2.105911496,1.786850676,2.056166416,2.018710004,1.453585959,0.59320484,0.691458525
Chr1+33963722,LOC_Os01g58760,13.65291107,5.947652643,10.61025551,8.273301664,1.165504211,15.3921057,3.002249308,9.837134972,7.409055137,5.040364378,9.105650852,14.52337325,7.542595104,2.297087182,13.94714108,11.61093614,8.716070443,5.505594021,8.375082672,7.162486663,11.06196401,3.165033608,11.24016417,9.967008571,7.490758453,0.74860912,5.053573056,4.261815701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636390886,0.167087622,1.004611145,0.107800143,0.84594121,0.98362611,0.006935049,0.206352879,0.268687876,0.001348788,0.264540735,0.479321626,0.25190699,0.186342749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55643152,0.436486543,0.298240036,0.311762714,0.930504744,0.344506872,0.077907839,0.133342649,0.257050549,0.325452049,0.896314977,0.351840348,0.899699043,0.339719562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68172218,0.557858468,0.235069579,0.152508309,0.987969252,0.136276033,0.525600558,0.124268425,0.813019339,1.154649144,0.078067706,0.191295694,0.342409263,0.225474001,0.004385115,0.684958491,0.089328244,0.482861842,1.298400808,0.666700921,0.583351818,0.907523918,0.541207609,0.418439343,0.080732874,0.448416886,0.409486384,0.419538824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.631580978,10.85232686,29.28182141,11.78741418,24.02320705,16.47961492,15.03002608,10.32406726,6.522107759,13.57233891,1.048544495,11.95657677,17.82698503,16.59800227
Chr1+33963316,LOC_Os01g58760,0.614806529,0.20339976,0.543035917,0.304253729,0.223837329,0.604121264,0.164474344,0.479217209,0.067784646,0.449049283,0.344275422,0.033408614,0.450208832,0.990098601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746727056,0.579107204,0.417681735,0.15124467,2.600215933,0.510454169,2.028320613,0.823921863,2.716041465,0.569295855,1.897277179,0.008989328,0.611780385,0.299299303,3.49743704,4.259105074,0.808289169,5.147947163,2.066423421,0.561924651,2.646298422,6.014356708,3.498428224,4.252681363,3.219680302,3.051071303,4.77162886,7.517743039,0.241597335,1.569706496,1.486069351,0.934077079,0.144337557,1.718254321,0.867828524,0.811514013,3.385822407,0.506800865,1.698917802,1.994062805,1.133520697,0.242673186,0.016813833,1.175653501,0.849755136,1.511128637,1.076002289,0.938605942,1.007894866,2.156175532,1.086060493,0.988043918,0.836733121,1.26353952,0.903279498,2.766508613,1.643419167,1.355776253,1.008688459,1.37265815,0.952164091,1.376782905,1.10629128,1.147190948,1.00214753,1.207450592,1.883753477,1.061675927,1.521975755,0.959425788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269646077,0.9063368,1.193292667,0.057668118,0.454132925,2.755003304,1.162876363,0.982668485,2.615188798,2.6921344,1.253167684,0.221071275,1.287464437,1.896244798,1.437920443,2.839106449,0.052606961,0.845702711,2.524217976,0.17046713,2.627412035,1.790232785,0.710829743,1.286714781,1.0490533,1.743774472,0.385458825,1.563472903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.769994919,2.290988902,1.618177737,0.430127032,3.247321993,0.541038768,0.191814863,1.027769172,1.718498427,1.338203025,0.950484575,3.690656336,0.114493835,2.554201447
Chr1-34551561,LOC_Os01g59730,7.646691984,8.501053933,9.155099622,9.512637467,9.375208715,7.37313223,5.864288623,6.767001756,6.300534752,8.792900023,7.683245617,6.057075165,3.316181652,3.028798373,10.2192863,17.55652514,33.87383266,1.631163395,10.54392759,22.0831768,27.53263365,13.95001398,4.465273082,3.866177867,22.53712683,8.560021255,16.98375436,24.18551338,2.575469262,3.723337686,1.77279363,3.467602562,0.605386168,2.79914365,1.929825808,3.353026987,3.302579691,0.104195939,1.649320842,0.884864829,2.82849077,0.624209982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.788653056,1.113653524,0.17155131,0.828888467,1.301417127,1.572634569,1.246269512,0.356213336,0.055039939,0.840609511,1.150770497,2.140219718,0.270920314,1.344290663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795104385,1.293983939,0.355036793,1.062994929,0.697096801,0.162253788,1.134425642,0.575201799,0.587624818,0.35306982,0.80279641,0.752635627,0.738422069,0.369015513,30.242067,18.83606472,29.74656837,17.53683273,21.85714585,37.6763519,19.75668955,36.28652378,20.9107558,47.29784062,3.687810115,14.53788171,14.52453542,24.47297333
Chr1-34550421,LOC_Os01g59730,31.07265538,33.901802,32.69897306,13.30076345,27.43280551,21.80665717,28.33652293,37.51537432,38.16482313,22.90897708,19.48663453,17.25216392,23.97809897,24.87153216,20.9015856,17.12410042,27.4187684,25.89974982,17.36483869,16.75039074,21.20468278,12.86222879,18.45448813,26.42398873,16.5354023,20.6905322,15.24606706,8.672992641,65.42203298,58.2581953,56.64066001,56.39254062,55.97694512,55.34124151,61.62321368,38.16695406,56.68065514,48.69341045,50.8339598,48.21483733,53.92792737,45.66469638,14.80008946,19.87409424,12.39319347,15.9602928,10.50717881,17.39364825,20.45099865,16.07096424,20.83917293,14.10588901,12.89533432,8.623128843,17.46734658,12.75850556,2.848451439,2.001775915,3.978544961,2.813612478,3.828501975,4.30735246,2.809101022,3.547163767,3.605202173,6.952287201,3.942306435,3.454433719,2.470324155,0.681351636,2.519873465,4.072068021,1.983751757,1.247177502,1.835810218,1.515747788,1.871476945,1.622957069,2.330926259,2.528317734,2.130898102,1.873132003,1.623334998,0.022058329,8.407594327,4.212285929,6.915493787,2.034416897,13.61192843,5.536699831,8.173887847,3.036907985,2.768326178,12.81504417,16.46529121,9.187309583,0.908168397,8.404005764,79.61247014,84.31470765,87.61086875,82.19824254,89.78941653,93.21526785,88.228853,78.5873115,85.98994402,92.53187826,86.39328531,84.80970098,86.35289269,85.03221786,22.31992562,22.86874149,25.40520885,24.79828656,23.03525538,26.80752363,23.25532222,18.60296616,23.10139651,16.93056355,19.04021555,19.40029627,21.46945514,20.10553304,21.09792454,31.07985094,10.77088916,16.42111906,19.75051389,17.37757439,14.65782772,26.79899281,14.21317614,21.95556713,26.85016965,16.65386655,9.178909615,20.89566511,27.05679829,29.348051,31.37371294,30.48888677,15.21874631,28.0611062,33.63253386,25.36483684,10.45102414,24.98796847,30.4566294,37.05047978,36.26500056,20.79198003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.54160871,26.29781678,30.50969303,32.20998268,25.94069415,30.23339482,31.26266586,30.85745112,30.64883631,27.90882346,29.42976759,28.60967267,31.25875263,28.50951551,21.56897039,26.35464216,33.56876517,16.6238934,22.49348762,20.94252317,30.42174754,22.08678123,16.58991393,10.5997237,18.50352026,29.22863591,18.21210085,22.75103453
Chr1+36280264,LOC_Os01g62650,0.979466746,1.484771592,5.623233977,4.452056316,1.809424562,0.500605398,4.260516585,0.074310136,0.516353818,2.828931375,3.394519365,0.792295298,2.936061559,1.421964163,0.693494022,1.532179619,0.461208982,0.664234145,0.577258215,2.399839585,1.25067978,1.223555776,1.7889401,1.116447406,0.611129918,0.92819764,0.954811772,0.652336495,2.984056341,0.390062295,2.562695391,6.582991758,7.928153239,3.730054524,3.514058628,3.150079891,3.988317777,4.91885688,4.882935166,3.288337068,7.104310524,2.118652553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651573567,0.807553234,0.839250712,1.577798811,0.441553118,1.837702825,0.193531095,0.961918037,1.881047744,2.817290663,0.480591602,1.435054412,0.977148826,0.219189255,1.946714739,0.271550557,3.019218005,0.175877368,1.553061665,3.445155109,0.389466392,2.322389358,2.484465912,0.120518962,0.552311744,0.813217571,0.065812474,0.271639068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385087946,1.050615445,0.908124316,0.748043692,0.271790093,1.185971422,0.889864613,0.712410406,0.379818248,0.8030576,0.342876765,1.163450982,0.568328043,0.792836225,2.054962799,3.320970282,1.831865483,2.816240073,2.534520932,2.848886746,3.622196187,2.088420392,0.141753188,1.738705393,1.691533313,4.545778058,2.155701377,3.185171642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.925420024,1.874898158,1.560040424,0.754499919,1.054568615,0.645408293,2.507466905,2.173301745,1.286747858,0.927583274,0.296882049,0.314809915,1.368060815,0.032737903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.195687381,2.267388209,2.46741526,2.446536948,1.198413425,1.055679171,2.34104183,1.654409908,1.981235892,1.484912316,1.179724204,1.446226545,1.847383517,1.275203058,2.25952109,0.576333595,1.278913242,1.02705281,1.615449712,5.089032191,0.253699204,0.406925747,2.397373317,4.146269365,4.812971279,1.674635387,0.618134028,2.087121109
Chr1+36286366,LOC_Os01g62650,185.4027354,182.9007484,198.8769676,205.2632961,219.0859255,251.9545651,153.2354346,211.1426804,213.3233458,168.9528597,220.4818382,293.906985,181.0435807,180.1484624,178.0299753,173.1606618,174.4871369,173.40259,177.1901158,174.4291348,175.7576694,165.4591906,167.371619,175.659961,163.5987046,165.4935344,172.0757688,168.2892094,299.3139787,188.0803657,239.802231,139.4394212,245.0334893,171.0799794,197.5810023,116.0589649,249.8561379,143.2120465,198.0099994,264.5282895,249.3375113,143.7262721,56.09881835,58.15584024,56.14799479,54.95981235,61.08034962,56.6143186,54.84812907,59.55901724,58.76881276,60.25123011,55.00376756,56.33071568,56.15598017,60.39978961,94.13781309,89.60715143,99.78372749,92.0234875,85.4873626,90.40313321,92.37770175,88.07144469,82.32808309,84.18250809,78.99444026,91.36013731,78.87856215,87.92563372,125.937168,133.9399254,122.767362,131.843622,130.7472569,138.4219846,129.5284042,117.9266759,128.8839956,124.7929548,133.8801507,127.4102466,122.2634601,129.5117309,131.9188311,110.8534926,118.2517185,109.3436622,117.4097097,110.4388477,121.0015951,124.6086838,124.7176184,130.6032353,107.6679077,113.6896869,119.2935963,98.300305,58.58529377,66.19510063,76.45131332,57.39049221,62.61814215,70.99863577,71.53601915,71.06824058,56.4741084,75.58706558,58.56020222,67.58620316,44.55193478,60.22712833,101.8749867,134.7766968,110.0713481,127.2923237,116.0018867,111.6057266,119.151829,120.1456761,78.95755188,88.17263036,110.6018659,115.2459933,140.8948105,125.4400034,142.5692841,175.6461394,186.1673749,193.0646513,184.9953831,192.4977111,190.8290042,161.1173202,217.7526628,191.2889468,144.1388508,154.5312346,173.7938195,166.6106357,179.3584385,158.8464455,160.8054592,158.2486787,159.7648398,144.9668009,162.0591629,158.8606774,157.5068091,147.6785585,165.7197866,152.9867131,167.3323865,161.3007399,2.078223136,5.276037312,62.14427996,82.34490009,51.70227594,30.14057668,8.299427493,66.7021155,67.67389093,58.35142332,67.7062708,47.05055463,9.412916645,22.81487055,325.890116,368.006963,365.9241267,254.6443775,344.2489033,291.1138536,303.3262673,264.7025218,403.178884,313.6532154,290.5636776,318.6967287,335.924249,339.550478,317.236024,331.9036429,287.8161478,306.8541427,288.8049267,304.2164999,346.7533964,301.3144782,272.7521182,283.0057395,305.1501157,307.9559719,300.6638366,283.6790452
Chr1+36280419,LOC_Os01g62650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.105823368,0.014834215,0.096654981,2.776057723,1.527554822,6.449192709,0.921558251,1.018236562,2.265399264,0.974390751,2.087939009,5.121626543,4.190035617,4.88628565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009098807,0.038879017,0.569039638,0.437386771,0.186139673,0.761223954,0.708897417,1.29858456,0.946824089,1.123384892,0.284740941,0.415546562,0.788337678,0.801214457,0.492867807,0.703296885,0.505813432,0.305926648,0.444604103,0.799314942,0.501853677,0.271246431,0.358121779,0.131993321,0.046773737,0.019479518,0.623860862,0.706648135,0.871602789,1.936752206,2.05220146,1.405782133,3.918017567,1.924681856,3.145575764,0.765558219,0.527781966,2.436823058,2.384749368,2.909970396,1.566713099,3.472259978,0.349112867,2.652866954,0.423147818,0.449688727,1.622270694,1.399295939,1.814617479,2.275243293,0.099702154,1.111644473,0.378059483,1.964711814,1.78244226,1.896313999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515622268,2.451154986,0.156381998,0.766152708,0.551894894,1.765262487,2.30948726,1.584455042,0.20059946,0.421710997,0.963336784,0.336068374,0.714316272,0.68194125,1.757855975,10.54879771,2.188618193,2.643640848,5.285221523,8.416297309,2.348585773,4.298987339,6.584210677,7.548817752,6.860987208,1.713711228,4.048797287,1.723608594,2.346789906,2.265864806,0.640142709,0.200072929,2.326975829,0.299727475,0.891756184,0.587386109,2.228920754,2.142157677,1.602331506,0.263488683,2.06537563,2.902452148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674589325,2.278740822,2.142349929,3.703778946,2.281921514,2.941623376,1.828633564,1.412860472,0.654376006,1.858128481,0.688902358,1.3846397,4.31932343,1.616140799,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+36285594,LOC_Os01g62650,2.28968302,1.644326525,0.100820631,2.246506978,2.864083837,1.345092824,0.449770263,1.79549286,1.298091423,0.17090827,2.033842489,0.258111578,3.726188679,0.794608503,2.7013959,0.980727253,0.583359893,1.216754159,2.690516275,2.151576848,2.769829281,3.982165831,3.31527323,4.399148915,2.695584525,0.976099364,1.990919725,1.359819581,1.393288545,0.268783324,1.586009295,3.212660893,4.462768333,0.336057261,2.334962652,0.093286918,0.216477537,1.228485265,3.228262364,5.099055525,2.339721016,1.652756882,3.071549167,2.340501811,1.388225897,2.537646564,1.831386795,1.175194426,2.049755468,0.771479441,0.860780402,1.973966489,3.204500216,3.614146469,1.904869333,1.456742996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4.322579799,0.884086469,3.078691391,0.212238663,4.879809254,1.90557704,0.277855719,0.663783094,1.546711268,2.130578472,5.1112856,2.512724911,2.390447105,1.009929245,0.889289746,0.069152488,0.718303858,2.405120593,0.444076743,0.678801721,0.195208236,0.504529933,0.56914785,1.686621917,1.232216905,0.487025765,0.318991973,1.329813549,2.043256509,1.479067347,3.109990282,3.894666859,3.899412419,2.07207046,0.015661158,5.330708443,1.491679757,2.39541214,0.880965846,0.627676478,0.804504171,1.616707468,1.274371601,0.160504925,0.762782204,0.336142309,0.448988481,1.540485545,0.617605418,1.003379782,0.05227798,1.432855347,0.114217741,0.241661438,0.564293586,0.037970654,1.688302973,2.671935915,0.712233521,0.442665411,3.895011322,1.974447026,0.458841754,0.8566787,1.542606562,1.714685297,1.263138523,2.88711344,0.381892714,3.286984288,0.100538843,0.077397694,0.453820601,0.082095994,0.017881922,1.1699925,0.772225998,0.939895633,0.812658109,1.094614544,2.343288108,0.945481389,0.971971289,0.201380091,7.188514575,6.857578804,6.487316789,5.037934398,7.48852533,8.532358601,8.945802924,3.761174845,8.464598073,9.829004728,8.434872522,8.954881362,6.607306599,5.618701713,0.710126396,0.559481463,0.11245016,0.640412187,0.047428038,1.004322318,0.540312638,0.480355966,0.70745194,0.016284527,0.350575256,0.971096131,0.230585967,0.819583897,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Chr1+37017814,LOC_Os01g63800,439.4874774,439.9915098,439.8647739,419.5951044,336.3614308,336.954022,358.6251166,330.0440051,474.9922566,518.4400385,449.6401605,460.5020873,507.7476537,455.2997315,395.5762307,395.2266373,386.3032598,372.4883413,410.6699798,428.0109693,396.0619588,455.6607167,428.8375919,473.1168021,457.2071115,423.1982731,438.1134024,377.4774495,455.2868023,353.9219029,434.0221161,380.3679389,471.6532903,361.780285,355.2821495,418.7644544,433.5955331,455.0056917,499.5589418,410.5835374,352.0753042,330.5933798,184.7230224,195.4536573,189.4103761,175.5290579,204.6342879,195.057978,214.6342627,181.63235,181.9737086,186.6404654,200.3772712,193.6444396,186.7248327,166.0136785,219.0703705,227.2370341,239.3605769,216.7083327,222.1811728,223.982013,251.8800087,217.6722797,240.7797864,224.1434757,233.2475217,234.9676614,235.2022958,223.8457976,185.6251774,185.7139093,164.818584,179.6403441,200.4866136,163.9680589,162.0428024,185.2431253,193.9295116,172.5992119,180.2369363,213.5531241,194.9448687,199.9920718,211.4822148,200.2456158,202.7284638,224.1729543,207.4415891,212.6091338,188.0440409,205.8785193,206.2688495,194.4352652,205.5857068,191.6087536,217.5283354,220.2720448,210.5494402,218.115261,236.8912215,222.342848,237.7896453,205.4832531,206.6799722,233.1999398,212.7168396,198.6929975,225.616607,222.742914,247.7538714,208.4660703,225.6690179,222.486725,212.7795126,222.3231892,225.7375101,221.2661705,214.011301,222.8201081,221.0378562,226.6606118,221.3939249,231.0640495,222.7156828,224.873902,124.4552227,142.1217906,168.6552044,141.383031,154.3795188,139.2804572,138.5401583,150.1562724,134.8811551,151.5568732,136.8288014,144.2742061,137.7903771,142.1548895,223.2416855,210.4741795,148.7714101,181.5634133,252.6291658,219.0754685,170.236346,203.8698027,229.7123906,256.8336469,175.8219001,225.0567333,179.5872789,249.1434202,110.6395421,223.7387633,202.7686041,118.4560471,276.0599389,187.0866781,91.29990491,126.5359938,111.1267683,188.5755541,265.3307969,168.9635601,108.2795719,98.11742439,120.9048951,118.4047605,120.5425891,141.4699775,127.8358077,119.0817743,131.3980391,125.8776999,117.1311138,114.8849654,114.3135009,141.8862621,149.3714081,138.3039939,278.9796769,347.2042754,346.0302891,327.5026994,346.2826916,345.3989783,306.8981038,362.348338,337.3067524,339.5279201,294.7083641,283.0951849,296.7550734,298.7898017
Chr1+37018324,LOC_Os01g63800,3.05368511,10.8286422,0.353103146,15.91634093,1.533122103,2.399712226,5.78935572,6.228022446,10.15600101,11.68961687,8.331849779,9.561163918,3.954923997,0.510175606,13.62268439,4.275240121,10.34593833,8.703382832,1.414370178,7.40199185,5.745332639,7.371596528,8.811029592,9.908132155,15.47198355,2.119658918,8.684078117,2.537224872,0.857484463,0.184328665,0.293688938,1.29844886,1.041791819,2.759648823,0.365358227,1.214226267,0.467384867,0.223984867,0.900053541,0.943222278,0.091807177,1.480675363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41998382,0.362635201,0.385124289,1.288669176,0.123888015,0.365638825,0.142181728,0.232898781,1.147920307,0.107186975,0.090330894,1.212618094,0.926917553,0.244158061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.550706516,3.252474515,1.743953125,2.871697565,2.690291105,2.239816833,2.637180408,2.035140397,1.865762334,3.316131111,2.678450957,3.245227407,2.558737254,2.72931807
Chr1+37177996,LOC_Os01g64010,3.83448268,13.97223466,3.610695031,6.579114723,7.296853147,2.018695748,4.84341556,3.555886632,7.354516322,0.40964574,3.589602979,3.435039634,7.745781249,2.265418714,7.732927516,8.740816687,14.67417386,8.095560332,0.989744073,5.529899277,9.213380336,1.539841156,3.604900304,11.56229069,5.428949798,15.13079351,11.8882596,0.577262621,0.102325758,0.948501372,1.510747048,3.915829529,2.413904199,0.81528813,0.266649769,1.339622394,1.26283346,1.126030623,0.684521075,1.401112394,2.228235012,1.489850043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930737498,0.919120719,0.27223521,0.205006972,0.126347825,1.006211172,0.083550926,0.443632064,0.086142436,1.526232801,0.597455748,0.696396404,0.531758818,0.816476808,0.82538695,1.254143511,0.239316625,0.229296422,1.306328913,0.299194518,0.476234399,0.273555328,0.53632796,0.685376098,0.998272802,0.481796009,0.010607384,0.278140751,0.744720482,0.009475661,0.105289454,0.274911395,0.753277728,0.622219682,1.144390833,0.012136397,0.048982011,0.398383556,0.209134467,0.329565864,1.019159182,1.06993173,0.490362419,0.785101437,0.061293669,0.051489097,0.569971012,0.475572994,1.021869056,1.013905648,0.154796004,0.797547984,1.203374715,0.477424322,1.007917974,0.062658926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.365881652,1.321888061,0.865181871,0.329903278,0.382414498,0.988809604,1.371640987,1.26640837,1.031823765,0.576061079,1.681558615,0.327255531,0.837971105,0.36068865
