chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,dry_seed14,dry_seed15,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,endosperm14,endosperm15,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,imbibed_seed14,imbibed_seed15,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,shoot14,shoot15,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_20days14,leaf_20days15,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,leaf_60days14,leaf_60days15,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,stem_60days14,stem_60days15,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_5days14,root_5days15,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,root_60days14,root_60days15,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,husk14,husk15,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,anther14,anther15,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,mature_pollen14,mature_pollen15,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,pistil14,pistil15,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13,embryo14,embryo15
Chr2-6513237,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475098326,0.005087708,0.308862904,1.123341507,1.17130446,0.216025636,0.164827831,1.241945969,1.755412775,2.367594945,1.398425334,0.46094949,2.01070157,1.023647559,1.546615271,0.549570041,0.781084952,1.291593442,0.589008524,0.198585402,0.373715097,0.466775989,2.055904629,2.405898185,0.996267136,0.712215723,2.4236339,1.112456954,2.886535539,2.591334356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.656938079,43.63860003,18.80882852,22.98958166,12.54464239,16.20579995,11.72130627,18.42779354,12.28596331,0.665256958,40.98381254,23.89458497,20.99987041,39.55605436,33.75670677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510899,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76255629,1.439919994,5.131544815,3.035208547,2.649682428,0.995621078,0.80326668,3.523734662,1.726589146,3.380475661,1.226516536,0.856692573,3.365174606,8.631597278,2.536023372,5.825326035,2.191109431,1.399572869,5.914271567,2.84975056,1.680044866,2.173029838,6.733163198,4.592644312,2.596807523,3.569261618,0.658834295,4.885376287,6.480773539,6.843822203,34.52629136,39.4307843,42.00954664,37.03279539,37.59024899,30.41791456,38.64612985,30.12508633,25.48766761,40.81086258,37.91356865,36.83253116,34.99123991,38.67835534,34.94673148,102.2407119,88.26821975,72.41322359,71.66930293,75.11125892,81.89938935,59.8866736,78.30283304,62.34668899,79.61608443,83.07993091,63.21233933,124.2098801,79.25998832,69.33012102,69.34335678,131.3968297,120.0449832,135.3141965,105.0699485,121.8229908,117.4823126,100.4972333,140.7491951,83.08438347,72.70767918,97.55875218,103.4197853,83.68960059,103.0127452,131.3993199,96.7647194,76.67312272,122.8368973,107.149386,106.1437535,135.0117683,105.4104444,120.3234624,150.3298728,118.2339114,91.63756528,132.3618515,146.9160627,156.5745503,38.45563419,46.8704811,46.97567702,24.68069607,50.38175994,41.6356642,23.80558736,42.28012584,47.56765303,57.66268506,27.26261349,43.32349182,32.35710056,47.39552219,48.15388883,22.12931806,32.58767276,15.72735073,19.80771753,32.24749213,42.96355163,21.83620173,25.40419485,22.14188401,25.62180892,8.617128015,22.24175032,22.26459412,49.00918683,16.82020757,83.0662774,81.84451542,87.17487451,93.35253482,86.28412985,65.82259956,68.87391122,56.51244686,88.57336339,67.61132875,44.32059528,59.99055991,82.91001741,66.64945862,65.17885973,4.771539532,6.557485664,6.808503361,6.642690075,6.308803066,14.38813749,13.22697056,3.819431044,10.80350605,13.16079373,7.754086297,5.328550025,10.26773281,1.056354769,4.43114269,49.4024006,7.756508609,53.75335468,38.16942964,5.096973393,57.80442073,28.34125898,79.34236265,43.49578722,59.09042065,5.995804437,23.88955923,75.81602482,46.8902297,6.90187314,26.15894809,25.31642907,21.94636019,25.19111229,25.89806285,27.99561789,16.40848516,23.09991501,24.2967916,26.08929627,26.20217808,28.99973388,21.65553708,24.32760729,24.34004762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6511475,LOC_Os02g12480,0.191741927,0.182165244,0.073753333,0.585689185,0.603817979,0.089756255,0.06543059,0.074831112,0.862218523,0.253322153,0.634047184,0.466794366,1.209898476,0.173678177,0.946404874,12.75641577,6.774703404,6.337521364,14.02088874,1.686761305,6.51657335,9.614105785,3.889279664,2.879021481,10.513566,14.21653168,8.362300466,11.0242116,13.95808288,2.022720769,22.26428336,8.360146224,16.378457,12.62166244,20.17845767,19.3618321,11.68989718,5.530268466,10.10033577,15.98640995,9.574370754,7.4569152,1.159170927,13.34809989,11.51691415,67.49726827,72.3160864,67.74925896,77.32951625,55.43290608,72.17057332,70.10766636,65.45618551,73.96805646,71.76875456,60.94838502,54.26306427,68.61524731,78.14048869,57.55508182,150.2906728,123.1958357,135.1810436,135.7924414,139.1040887,157.8861757,158.8773915,173.1431454,100.555265,148.108768,158.20108,141.7529391,139.5023874,186.8105582,168.6322621,158.716948,148.6179734,152.0186827,150.8239454,143.7640638,157.0424468,170.2950769,153.6062678,168.2900192,153.5161928,160.1674251,144.5112036,155.7384395,162.3453231,148.4490059,149.4050007,154.0611929,115.5118561,94.88326409,130.6201043,115.7325762,112.7962793,92.7845699,150.7204977,137.1860733,101.7462545,113.8135627,124.9558075,107.7206248,137.8578741,88.09047833,69.321835,84.25268462,83.44880992,70.24722667,89.33503491,67.11864766,70.96758995,84.34771354,69.68969922,82.67174002,83.32964355,77.26870617,78.86641947,77.69242453,59.03504588,51.52214027,50.92789651,63.70988899,57.52837856,56.46083968,53.37234254,52.27434966,57.63324724,52.1474914,46.98167346,65.35119887,43.67578415,56.42196862,40.96710462,92.72485129,96.88651529,91.02419694,85.64614838,88.21441963,92.24830061,93.33114788,93.23095041,94.24007571,88.37868349,93.18489667,85.76324878,90.94251772,85.09348541,87.11306616,22.7691954,24.51394125,19.68146225,21.43245525,20.95788355,22.44070434,20.84005246,22.31040812,22.1288297,22.73346669,21.73943899,18.24593599,23.53212966,21.03710499,20.46325029,101.8490162,9.408365449,72.55231639,60.66509568,0.757901011,8.355669897,2.8921247,61.52624004,39.97949701,50.56557035,19.57212777,6.541267657,122.1441225,82.90748091,49.04799174,55.8493765,52.07294329,62.07684624,60.39954971,50.31998879,46.01148584,69.96695901,84.81853951,63.81122704,53.50896648,61.11240514,30.17762726,66.843981,55.7574294,29.0302648,3.933614315,1.111395387,4.457643509,1.233653022,3.734899424,3.453222858,3.81929545,2.774864123,3.67563805,3.53569848,4.224177902,0.808994738,0.381511076,5.975617343,1.268826511
Chr2-6509852,LOC_Os02g12480,1.521514085,33.26951261,2.077500052,1.1024051,0.004572189,33.93535834,23.80228869,9.014387071,3.587050566,2.832028593,14.93833582,32.65789089,8.268927255,27.96498116,22.13145352,15.49927169,11.22117714,13.20233597,11.79409727,10.79996216,12.61505564,12.87015278,10.54441485,12.09735952,14.16854984,11.47446781,13.71182529,10.39987227,13.21240535,12.36409786,107.2729759,51.96664676,132.9758616,104.7287762,109.1285391,36.57100047,93.87839856,95.69734038,69.44128172,105.2767348,54.55054227,98.94345292,67.99514693,92.18921568,67.65707907,642.2974102,638.3747814,641.1179277,632.3254464,630.8143979,630.5994891,653.3877894,629.6389586,630.1890058,649.9223854,633.4336331,623.8996399,642.826795,638.2773635,629.6339715,841.5622932,833.8812089,836.25844,887.5594925,834.7392774,850.6007048,851.4862156,832.7703297,857.2721907,834.5164033,851.0444934,854.7881899,831.3404996,887.5612104,887.7604835,992.0699972,856.6768731,1025.836709,798.9026446,941.7698051,992.4616097,967.9375545,1022.393417,784.1690783,1013.735415,969.6658908,1005.696031,761.1680154,980.6032133,995.0840486,1208.687883,1187.239507,1134.136477,1206.949929,1204.612516,1197.604752,1187.292435,1189.912065,1137.928545,1158.080255,1190.292951,1195.039252,1181.640485,1202.69598,1184.897292,1035.905041,1030.535498,1126.243388,1091.230087,896.5665571,1114.79344,1135.952019,1005.82751,1111.287417,1204.838702,958.3863067,1075.71478,1101.932128,1081.96023,1069.390943,729.1200283,768.2868974,698.6590111,694.4298549,668.2741956,715.1389756,739.8494356,696.1858298,640.4595619,718.9099828,638.8991591,744.9560685,779.3312086,636.8203106,607.4554631,1023.783495,866.3802323,914.7223255,887.5464694,942.7453091,1080.170046,916.978803,1024.32874,942.0507903,991.7601236,887.8844155,957.6998904,862.33944,921.2218919,992.5968796,163.4875276,158.7079978,156.4439799,153.0374382,165.3186289,149.0480601,161.2796586,143.8000376,175.2251319,148.6806835,153.4316519,164.1948572,139.7381882,139.9492328,167.4912347,449.6267009,344.2582155,445.3750785,512.1689656,1163.671387,539.3848694,721.8733416,5.458655455,300.6566354,34.72720847,841.1676404,22.30342497,935.5485541,245.5753215,197.1069666,219.3230542,236.9452572,230.6224237,232.6807262,228.3558824,236.6694591,246.9694577,212.4573643,194.3911691,224.2432284,233.2080077,241.9829343,245.5468396,171.1472825,219.4520467,31.8122729,27.70588545,30.81354505,29.09648317,29.19842861,30.74624114,23.37051045,29.46770427,27.2360377,30.2610395,29.15772732,28.2378197,26.92806046,27.93560102,28.32534187
Chr2-6509424,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4520213,0.109970499,2.081527573,3.560970196,0.369358075,5.365093197,3.412809939,0.649484838,2.201386277,0.417428444,6.261219268,3.611443362,1.865741864,4.084988772,5.552105193,0.448470525,2.666780961,1.259101605,1.090295421,3.430438051,4.409198511,0.678139082,0.001515727,1.113469969,2.055589849,2.282269922,1.212482498,0.448368894,1.797093652,1.77558241,7.290101783,3.626059431,6.266262048,6.278271266,6.061153657,5.763875342,7.128581123,6.88032569,5.772832013,4.759659197,8.492372728,4.265893078,5.707783925,6.032744941,6.903163185,3.287609488,6.626797349,7.630983497,3.383087781,7.404832081,6.121364076,3.583877478,8.293336449,10.27546416,2.811976796,6.375375736,5.790210646,7.310018711,6.203405943,5.962571234,3.640534752,0.351834225,4.036191118,2.634908943,3.914415266,3.724849656,0.617346003,0.490188284,2.443486126,6.591329112,5.1532451,3.706409558,6.086529265,5.173973588,0.08011219,3.63383965,3.173230447,5.56584249,2.422588162,3.164059553,2.339842461,4.269398235,4.421499436,3.47412364,4.107341856,1.387511319,4.773455525,1.704773047,2.292227197,3.50996423,9.276125032,12.9532743,12.67923196,10.47659855,12.47718685,11.9562962,10.76094503,10.51951883,10.88656093,12.43891987,10.38622632,9.248268117,12.86413831,9.264055857,12.28696056,0.25850912,1.177827386,0.156285817,0.153396331,1.799059708,0.190331771,1.465069862,1.662832314,1.94773186,1.555161107,1.310687771,0.086212393,1.494586936,0.576432752,1.534330208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.091857876,4.496543899,4.761233989,0.804501306,2.613815268,6.716423133,4.235290965,3.021686618,1.52548695,3.631583218,0.980935431,2.300089868,0.186930518,3.264619142,1.123888366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510941,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43529026,0.508446959,0.526623647,0.470259703,0.069290919,0.193174259,0.979706604,0.444089196,2.046481397,0.271728975,0.181529093,1.009946115,0.850313234,0.056513068,0.113393545,10.09164705,2.974516905,12.6030767,12.36677075,6.060708274,0.117703808,6.449382905,11.45359318,5.382171508,5.969996757,12.24062012,8.130392787,3.219723615,4.733233238,11.75160836,85.38278114,82.91132865,98.49984476,88.7905747,81.7884827,83.25722867,100.3766767,86.45702691,85.39053101,84.74365849,87.38079303,100.5582822,104.4487939,67.46250086,96.8443689,264.3200803,157.0744684,238.1731703,247.118291,265.1251013,241.3677393,239.0483852,253.6680246,195.5568219,244.5615338,223.0494106,195.255632,230.6062639,187.9742384,236.5907041,163.8128879,148.2377855,189.0518227,160.1460782,190.418377,240.8949259,176.0777501,192.7168814,204.8228502,168.1927762,125.3668587,207.8173091,147.1707769,215.3631807,188.4976964,212.1853247,235.6800626,145.8493541,248.4086054,225.3821112,175.8388054,246.5388303,202.5089652,181.9091588,235.9459375,194.3048945,225.8261009,208.746223,249.9168161,189.383907,105.9644108,110.8423567,104.081376,89.58050143,90.75827005,100.2584557,102.152172,90.60111319,89.53802913,96.08789498,89.3628901,93.41385024,101.1101297,94.08687897,80.60546569,84.33489249,56.46934003,81.20607461,71.46618501,71.7716618,56.29636181,64.76280673,79.59588732,64.93357254,73.41355738,74.69382294,74.76750133,79.65686331,83.05255497,84.5717674,149.7279056,187.8771349,200.5002277,133.0064634,133.8746413,171.0302854,149.7125799,93.32146865,152.9789171,195.8164416,185.7972895,124.6263041,99.68094579,92.68836167,158.7910676,9.982839751,14.97436459,12.45143469,14.66323321,18.48355915,13.741009,11.21392893,9.308906684,22.48729693,12.69679952,13.09153332,10.92979207,17.35525535,12.29686693,18.50645549,191.5488793,8.583514724,17.55009143,13.33510397,0.119532043,102.7266518,27.67597105,71.75601505,51.37131751,67.61437511,73.42603473,53.8463075,64.34827837,44.83963075,72.25206817,44.38139416,32.53732995,44.87313615,43.97248097,41.8628526,41.58609735,34.81111966,43.72801478,38.16013777,36.50339004,34.01783815,44.26613865,38.24395302,44.16994047,44.64606518,1.205013052,0.207099638,0.253092396,0.744969337,0.829290428,0.477282449,0.758214117,0.078859702,0.109055158,0.063851513,1.784830724,1.098216761,0.798406132,1.197867578,1.311931259
Chr2-6510604,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015140841,2.084781888,1.928242981,0.766447492,0.154225757,0.313963282,0.012700195,3.230352558,1.677826205,1.065963344,1.226369333,0.853119927,2.116432096,2.378542211,2.93647617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.074270215,1.66372147,1.06794057,1.820166842,1.523011674,0.658241346,1.874838361,1.198580522,1.699716435,1.672842024,1.317116338,0.270198143,1.587130196,1.030112524,1.157761004,0.529392088,1.159192173,0.239931796,1.107059006,0.276520106,0.879622785,1.263783229,1.079044074,1.328077783,0.778083172,1.303330846,1.690606324,1.448864703,0.340814027,0.008093669,2.298141042,3.66454041,0.569876878,2.918795242,1.453734105,3.773932465,2.620305778,0.092573417,1.343704854,2.356040348,0.16093357,3.039597468,3.025100997,5.360553691,2.145959663,0.998322011,0.989823225,2.367577508,2.930224798,3.069153867,0.204439951,2.37046778,0.348894585,2.792371178,1.47881206,1.875925912,1.790999044,2.905013436,0.130207563,0.987593142,11.67162296,8.993192006,6.802349348,16.34847437,13.1863166,10.40397685,11.37381177,8.758952557,14.19107736,3.361867545,12.06007556,4.915553131,7.184561647,1.107560597,1.233567373,1.623466756,0.214065653,0.195733283,1.445104137,2.324802119,1.303156717,0.661067472,0.765911083,0.200346389,1.915869752,1.393031679,1.487105132,0.815913088,0.385635071,1.121797265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6508817,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.193974023,0.417101146,1.631680393,2.922456596,4.478147129,4.310421601,3.126583417,0.854787396,0.590897026,4.30313903,0.367702984,0.806164708,2.494409189,2.127803768,0.950644315,9.888062311,0.62965448,1.761331175,8.761149706,5.842762661,2.570389599,1.71382861,4.9194028,6.008569457,8.610779843,5.754626857,8.549985559,0.043823471,2.480508007,4.06953577,0.82372669,1.738740918,1.187702408,1.825851322,2.052063087,1.409124814,4.670393575,0.995752669,0.852000936,1.133107689,2.600098658,0.754467095,1.762406435,0.610169006,1.024272582,7.771844355,8.90067956,8.502909881,10.54964008,7.088243504,6.712529516,12.30197078,12.56031394,4.782731678,7.1204824,7.412870928,6.065941756,0.532346362,4.778629199,10.55687556,3.092179272,0.926297842,8.009595051,5.638890142,5.648141415,6.77371837,9.049326643,6.185654404,11.76582824,2.925674594,7.967327294,3.916183847,14.20110564,7.84249346,7.726475866,2.191526228,2.914588792,0.42126854,1.284205043,0.124683697,0.663167745,1.549505469,1.270840851,4.62353949,2.458539302,0.158197875,2.667945817,1.06154339,0.071379644,0.785410007,1.197531581,4.110174268,1.164863498,2.470298745,1.583991617,1.066805335,0.521028099,3.609379526,5.314543236,1.103985121,1.091967597,4.162296886,0.6515686,0.871704407,0.744500603,2.614005815,2.101417027,4.390580586,1.130439633,2.055144967,5.446332566,4.37609614,1.767791886,3.860090386,1.08830163,7.447277365,1.76853571,4.546026521,0.027276752,0.177531046,2.346507562,2.066852574,1.551430974,2.528721813,0.56665116,2.4279916,1.52935989,3.167367472,5.02936461,6.187386946,0.097837756,6.78496069,4.255391935,3.787450475,0.690516575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6508905,LOC_Os02g12480,8.98445195,9.154793857,9.825633883,9.860491783,9.403526742,10.83442475,8.042800866,9.099421831,9.002986001,8.996919528,9.953093925,8.640779601,10.04106447,8.784883562,8.955574214,0.049375956,0.494014097,0.828920414,0.076569511,0.300125567,1.084188131,0.256484664,0.842884046,0.215885371,0.040875992,0.687209436,0.542036344,0.341384149,0.075246067,0.218142552,9.138357323,15.13505047,6.521342257,5.212287938,4.088686411,8.090485995,5.559254715,6.082335139,9.053712247,0.834424737,5.296079698,6.094419562,8.994876249,2.87309683,5.452566611,204.3736709,204.6302675,218.9461806,244.9623549,223.9453948,197.0578972,243.4142487,229.0507218,218.2472718,219.1083554,214.8353598,223.3050643,219.3188047,223.0009544,226.5349576,417.0759017,415.4696664,414.9188581,388.5309413,370.7517064,386.5062332,412.5214991,363.1475391,387.9595283,377.5434401,397.4084609,413.9501305,412.3351391,417.200843,415.5351371,656.3737289,633.6956166,672.9797285,689.9208738,674.5738163,680.4016766,667.0856248,651.4016938,722.0125339,678.5802643,692.3624757,662.6726894,662.0622955,687.8127126,699.5663142,509.6165905,550.1425145,514.8703507,528.9101012,524.0636596,515.281384,526.81461,527.1391298,520.0443376,500.5547309,504.8325936,542.7309076,528.9405794,494.9052244,512.1781188,98.79808988,112.3767669,156.932862,150.430239,123.9933316,155.5623993,110.9374685,114.13869,98.97201301,112.451474,140.6026576,142.2525562,149.5007681,149.2019822,138.028332,88.41612975,60.96568222,71.75861517,74.06112945,78.8698105,50.34627956,44.10657787,61.54340145,82.84098689,43.14451826,80.68274953,85.73958769,80.58827714,87.5604832,49.81288018,235.2460037,268.1918943,236.5936164,230.0723608,281.7436611,243.2068772,242.9139555,250.5970117,232.5211249,233.9770132,307.1377209,239.419298,269.8273601,235.4606826,261.9149227,35.304487,19.62355349,0.154369779,28.18398514,30.92286014,15.2655251,19.6830802,57.65480932,30.64723011,23.21628661,40.87668641,44.55215698,18.15356967,37.52745078,45.99127658,48.85994919,149.9840287,112.4204003,44.41811559,50.9237675,14.89812664,248.1919941,134.1557299,83.32457359,90.17389984,73.33883337,174.3352529,256.7092838,56.37472605,87.56673987,24.73520744,24.20959505,28.04482908,26.67341355,20.94641612,29.53979001,22.73805021,21.32017952,30.4306783,27.12652062,28.13648083,24.18467398,18.63583378,21.7152328,24.46701512,8.048682441,16.61119115,10.50096714,11.38337101,17.38637348,11.33588535,13.31749342,5.02678211,17.51887593,14.31343755,7.851497119,16.70546649,14.76719486,18.96036234,7.741704027
Chr2+7615347,LOC_Os02g13960,141.4774606,129.2899312,157.4669164,163.4337936,137.7396154,108.1022936,72.66931804,123.0758052,120.9360115,40.13426817,118.8747194,133.7490041,114.0461995,78.41248645,77.72758195,148.7624314,162.3299021,163.3253439,103.6069878,101.9002695,178.1737919,141.9348268,175.4488443,115.9809193,100.3884352,186.1987398,188.2045784,164.084956,133.4069904,143.8405297,466.1157728,433.2319946,519.2577831,565.4563348,390.6219021,318.0453332,408.9168575,530.0231062,426.0998585,321.2946485,421.4687276,472.2934676,408.3609111,396.8906537,462.3280819,76.10789759,99.74949525,68.8968997,95.40702641,85.70677568,104.5160797,102.2196287,92.11374169,91.28489477,93.35788041,91.81674067,85.34510879,99.52764391,70.95730644,88.15304527,157.9509834,154.8409664,165.1443748,171.7256405,160.5369034,167.3260664,154.3935244,164.7066878,178.903956,182.1627779,153.6091499,157.4234789,161.0219352,166.9486291,171.3295476,71.90424796,122.081384,74.88512125,90.22549631,110.7718501,84.24817142,100.2635643,91.47493853,88.85361467,98.13580605,91.45019611,75.96703085,96.55377015,104.8246894,83.51420397,95.35911985,92.11688432,100.2533079,92.59885589,96.40408167,98.03496928,98.93419508,93.2928417,87.66137476,93.92301625,98.89618139,91.98135548,95.97688087,106.9181444,90.23233744,119.4014117,88.94326964,89.66412834,74.61813028,89.93790536,55.42905463,94.50415365,88.95854864,89.37711199,107.1233514,103.2298501,93.27771157,96.01893164,94.09065226,81.02630118,371.4935124,392.2282448,372.3496343,385.1603177,383.9218201,368.0722011,415.051062,401.3538472,364.5675024,356.8114606,395.3311687,371.5834051,370.8672965,392.8888417,367.2880437,137.2200335,135.6224954,141.8644051,145.6717564,177.7524756,170.652402,182.6031978,102.8913377,172.6449882,168.6015639,159.3328927,120.0864203,169.3666317,147.819691,159.7011959,105.145332,102.2330708,103.6034456,105.9639886,106.3323354,107.4940788,104.9188115,103.0126993,103.8573764,105.6975435,106.5675758,102.0025378,107.3395571,105.9073659,104.7044854,291.0738042,193.5867583,174.1265411,169.6904188,304.0032071,292.8096333,174.3774258,262.3312386,217.8055483,179.8501119,273.4004665,180.7760205,293.710753,283.4523,260.0765826,160.379231,126.6557888,125.0283255,144.9345294,136.8191548,166.3489827,147.0573443,144.6256493,152.6929782,154.6627801,112.8405809,164.3252661,137.201679,120.7335,153.6306914,45.50182254,44.96745404,43.34680707,45.12209117,41.74564921,42.61550985,44.05808568,41.35632706,45.80848052,44.9436607,42.66037239,42.77839671,42.88506361,45.10299996,43.37099411
Chr2+7615131,LOC_Os02g13960,25.70586493,25.8920636,16.67088091,14.27314734,32.18516366,22.68555577,22.34288,22.02956736,24.82201261,15.53839499,22.77337736,22.54025128,18.56150036,30.90929946,29.48938104,54.3148818,26.13151459,35.76636631,46.42662023,47.15195514,45.29412669,69.97238869,49.45694406,60.15158821,56.31591882,36.11470825,70.2488367,44.83637983,56.65142595,51.29674277,69.8289239,57.61216001,50.79603435,51.09554114,55.39460765,53.20438051,47.02486085,50.06773265,36.93076291,55.66727769,75.04702233,68.83487075,63.4491743,56.17773244,63.12018836,2.650037294,15.35849868,20.92139708,6.439304465,19.65524328,4.893701995,18.61294315,15.56768958,13.25649222,32.42058109,18.31602664,15.83217918,29.21177861,9.32213128,17.84389611,45.14789028,50.15948667,61.70836438,65.9267836,55.73993374,67.27906266,57.77112101,71.41754493,63.5805327,58.95232762,56.66686015,64.96796112,60.04356146,53.93075195,62.14462819,41.37111529,37.91148593,45.31129284,47.71274637,42.96019664,36.81990767,35.29974919,39.29295748,36.1623812,36.2717154,43.40888893,38.40899303,22.57405887,45.82847603,42.79777202,49.79524595,43.89989668,53.03738043,37.0623455,30.31826947,54.31233115,53.44941823,62.49815599,54.79821273,64.77385336,55.31636123,39.96085501,36.25270419,65.18400281,26.74908907,9.33316593,7.120724915,9.679507841,10.37867216,9.464280813,7.47976105,7.984957375,3.024285786,9.59973196,10.8604323,9.897028584,12.1758357,9.504902241,11.45446555,15.02566587,119.0270914,107.7040663,107.2620039,102.8479952,96.4720302,113.255242,107.493802,111.0563079,108.6978374,102.8786491,109.6652757,98.30442335,112.7156093,108.7512098,111.6666541,56.0689749,61.37678338,50.70876376,54.81577014,58.96847701,55.01342874,59.06360473,58.39099404,55.66313515,44.14500378,51.65182414,58.54325463,65.34280335,61.66250065,56.04600229,37.96279073,34.39082695,19.59621457,39.30188337,29.45407746,25.25994341,17.19962517,20.39242194,43.46305664,10.68476723,16.24996543,33.5175887,29.216601,34.85844727,26.02697732,31.84532144,10.90117467,33.02527508,49.9230947,6.832553348,16.98914886,5.59423486,4.695186627,16.84173277,16.82092688,32.16930144,51.56144058,9.315535724,1.923125429,25.28638872,40.35180723,42.79556923,46.84936729,47.44621053,47.62200294,46.79063272,41.82055419,47.87299339,50.5435232,40.35691411,48.45832184,43.7167592,50.87709752,48.41385823,46.07156816,13.67532952,18.79293165,17.74491488,20.62003511,7.293223518,20.72185969,15.51965408,23.31678924,8.783831539,12.40193725,21.65970319,22.06351821,30.20293544,31.99862443,12.94567009
