chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,dry_seed13,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,endosperm13,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,imbibed_seed13,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,shoot13,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_20days13,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,leaf_60days13,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,stem_60days13,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_5days13,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,root_60days13,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,husk13,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,anther13,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,mature_pollen13,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,pistil13,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12,embryo13
Chr3-15752795,LOC_Os03g27460,16.34233096,13.52960889,19.06952998,15.05948863,18.64720053,26.5250638,5.940081198,14.92779006,11.48772738,11.66011896,11.4257967,19.0661666,13.88157621,23.4063899,16.95202456,18.19160389,17.52701161,17.10182867,18.38570488,19.1969465,20.44463878,18.29067271,19.88438796,16.42062805,17.57792403,20.77509307,33.88806466,31.04893317,34.58086534,31.54372676,34.24799141,36.58717992,29.89683997,31.49668479,34.02155977,29.50383021,32.76722643,26.10691607,36.53108472,9.726154915,8.64454366,10.82005257,7.942205457,12.26197056,11.63164683,10.08076272,10.29935882,12.04161465,9.476152677,8.778077739,6.579477861,9.297566294,26.55831252,18.32018035,34.99151841,19.74020808,24.47809708,17.4556976,10.74722567,26.81246781,14.52023801,21.33096352,15.28446754,0.033790634,25.48626564,20.63089466,9.65334999,20.25024628,4.931678389,15.5965434,14.79671266,1.090774029,21.80122631,24.73342211,28.64802298,7.320874191,0.174593884,18.44662029,17.1320871,23.4720994,20.24174845,12.27673377,14.28444739,27.49776529,24.99370148,19.7970676,23.3205162,12.32906987,12.7385353,23.16291775,11.65325647,11.60042671,7.407968659,8.542403961,17.3788121,11.34605441,6.482492721,10.96112948,3.420165161,0.718206123,4.144001082,15.45893275,8.03270054,9.243170538,4.591343085,4.437977326,6.24401721,9.948246432,10.27494396,7.131805712,6.817591977,5.038129395,5.764196012,8.151269869,3.893201874,12.21604648,4.562101358,4.460720031,12.65328805,13.31587728,4.441087981,3.683253956,11.33087326,8.492680236,8.672129117,9.596485831,0.751319359,12.54673793,12.67782178,3.840766921,4.148535184,1.953351006,8.226695613,8.336477246,9.996426644,5.614512529,0.511980376,5.416073392,7.098792533,6.771403497,6.471392141,8.935209159,4.723040805,22.39492191,44.79180594,22.43168482,16.86252678,12.05739145,10.90015994,20.04044045,5.751282199,24.18665719,16.34895923,4.69179592,2.469735014,8.779616639,2.24889624,5.196140578,4.874496703,2.650359544,4.558484363,2.360297199,7.344675704,2.949884229,6.991652919,3.343518606,3.776454508,7.0853087,3.613875229,13.10268134,19.73531323,14.93025599,13.62260757,7.791277568,10.73591269,20.38795586,16.91031416,13.64392108,15.70247773,14.76138926,10.32974863,13.49820515
Chr3+16577676,LOC_Os03g29170,82.69742836,84.73121462,58.71057571,21.28146197,56.77316026,72.58059889,15.8384705,39.87649491,49.29313689,45.00246469,59.80537271,47.29696405,36.34457024,32.58504015,54.36193772,44.83866944,41.2608787,28.72064022,31.18401173,51.07158407,26.1207628,37.83292571,39.74285789,39.42752464,54.44179495,46.56769859,143.7470629,91.55907355,61.20545087,67.38017817,62.33653189,102.1106384,66.98948987,75.54816545,124.7705768,51.18994853,127.5492599,29.92034004,58.35881276,119.7314674,123.4362494,131.5085373,128.5835551,121.592766,116.6429031,139.7090395,128.4241492,106.6352355,118.3847185,115.4381441,117.547474,129.0547647,84.4243447,35.43902993,61.07430765,48.38290362,57.03853392,68.92558772,90.9974339,58.44338359,87.60279065,52.163283,59.52771812,66.69351258,92.896017,76.23385762,81.04027609,80.80295046,84.30533266,76.30902853,81.94889958,76.40986999,77.55815143,81.12259341,76.93499842,79.40146558,73.28844372,77.45450348,54.42304584,77.29694919,63.87265299,53.64044917,73.38376501,53.46435232,68.42368124,64.01132512,56.08426397,52.82707726,63.09652318,56.09213418,37.35960812,112.8472911,130.9095672,118.7265393,153.2944683,129.5252198,185.7775284,141.2716104,134.1250719,135.3445744,166.8353096,226.7927446,190.6297347,149.407874,106.5368059,124.6645746,114.9499618,130.745414,127.5457347,154.2980609,157.963557,149.2489737,129.1873802,119.1133709,125.8441815,105.7985138,107.7780102,64.49921522,68.80437589,41.68632598,77.35135188,97.86903473,74.5940598,90.29477282,79.63463773,78.8038827,54.21048721,97.1282142,73.42294699,74.2060744,81.01915061,128.3665636,136.8004962,134.989192,93.70338509,102.5518644,93.19962299,69.80783288,103.5803516,111.5126657,142.5617948,100.2983156,150.3744259,15.03006479,4.646221974,6.013136167,25.90866577,0.653535256,16.84659004,29.02052544,27.46553495,3.531902258,27.76401019,3.82773644,4.073597355,25.8509901,124.5178773,132.0516365,134.1911681,134.9715868,129.8588807,131.8601143,132.7370226,134.1781536,129.1730691,133.605165,133.0907521,133.7907302,131.1385595,68.22998195,41.74655167,30.00265388,84.5960684,65.95294387,68.26493366,53.67432547,39.16940669,72.80658215,56.12442176,71.76435375,54.33105628,78.27320715
Chr3+16577849,LOC_Os03g29170,2.137503548,1.760756143,1.342896499,0.833543662,2.042855833,0.593342606,0.078831123,0.665210778,1.900795532,1.191137271,0.45837271,0.955250029,0.064363642,0.814784058,1.8831802,0.140500583,0.384195322,0.454798106,2.528660815,0.701177174,1.726465813,1.061084773,0.573411938,0.211236536,0.191662345,2.331746236,7.680182464,6.390646497,8.145699369,3.855965704,3.835132032,4.888497902,7.999437489,6.354480924,8.002704879,7.814782261,5.843228679,9.115546041,1.194549824,21.68229293,21.2992863,19.13277973,17.10633577,18.24687485,20.21234137,20.10203778,20.56497685,21.47071526,22.68592076,19.57443542,22.14368931,20.83801967,4.3703277,10.94435882,5.760929433,17.09952014,6.031190973,13.34868977,11.71182193,12.03355332,8.933151155,7.605855323,9.729028031,12.32296574,5.584076185,14.62229404,15.14924795,11.21667545,3.305863735,4.619806922,10.8678035,16.48809785,14.84750711,5.275604983,9.19245581,8.881044493,18.76796437,13.04428729,5.48261975,4.978552944,3.239137547,5.235671488,4.889744369,4.273603245,4.068971862,6.116982573,3.800362066,4.394050936,6.514985902,6.739731188,4.953935672,29.39640774,30.96903771,26.65817582,31.91236495,26.98872168,33.99519138,30.23765726,30.29713566,28.17598287,28.80572799,26.70937593,30.1175497,28.79260311,9.012704752,9.237883353,9.857012245,10.06130029,10.5891671,9.470915487,9.448876975,10.06181065,8.36055625,11.29290324,11.00710162,10.63991679,11.02409527,6.250345502,5.720143906,5.497688315,4.064741939,7.871655644,5.727463181,6.255695277,6.506547089,5.392023085,5.545740592,6.464904558,6.854378272,5.630255852,2.865238868,2.06594511,6.053886718,5.043641157,5.960025689,3.463163157,8.24177255,5.430768779,7.076821616,4.6786312,6.941921955,6.023582422,4.887231451,0,0,0,0,0,0,0,0,0,0,0,0,0,8.550094302,10.22272045,11.52304464,10.28601167,11.13669932,8.890053661,6.807379463,9.417128928,10.30174516,10.40160849,10.79164785,8.800765447,9.035366217,0.183815859,0.469899585,0.571033499,0.562320293,0.628571238,0.454096838,0.715856218,0.990251178,0.160690486,1.168039771,1.045382606,0.085316824,0.644422581
Chr3-17902704,LOC_Os03g31430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.02938647,13.37082774,15.29873154,12.06322743,14.61272409,14.86704004,14.79279587,11.24994479,14.38589815,13.0853384,15.07610513,13.12096378,13.643426,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96541235,5.360544118,2.28707868,1.355331562,3.372165028,3.585712958,0.68599706,0.420330101,5.563006902,6.692995009,1.363871847,4.357365556,0.876409977,1.514505008,1.472767764,1.245144997,0.920826477,3.22482731,5.587742156,0.768067979,0.205102404,2.872049855,0.220857917,1.619100336,1.781943794,0.254847686,0,0,0,0,0,0,0,0,0,0,0,0,0,19.30637918,18.29311613,3.726199303,17.69480582,29.47487346,10.84248571,44.56967829,9.034455844,8.406922742,3.744038398,4.417476986,29.30592431,42.46523014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-17900834,LOC_Os03g31430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.621379602,4.167689926,3.841790263,4.959835423,3.899953006,4.809809266,4.776658992,4.722802009,5.282633027,4.576412702,4.498677265,4.702185892,4.298781546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643862559,1.011383771,0.014485953,0.958172209,0.621707079,0.140496173,0.186060364,0.945001314,0.764573342,0.075014233,0.602678732,0.249103281,0.699115265,1.496774776,1.704840762,0.880209382,1.225566759,2.231601469,1.25366101,2.324342515,1.244909701,0.870186678,1.361117042,1.279265448,0.511528734,2.569588249,0.876723685,0.935200781,0.612728578,0.908263983,1.240015125,0.558265694,1.331785142,0.305883631,0.638830374,0.622839317,0.742703058,2.410214322,1.616846444,0.626667606,1.055736451,0.681570969,0.11469358,0.147788941,0.277591633,0.428068786,0.088579812,0.059619049,0.109676123,0.36289136,0.555697012,0.033843861,1.427294029,0.437343539,4.693366314,2.257149924,1.160338405,1.536695347,4.197429218,0.327337826,4.172033911,0.712798558,1.232740098,4.765692572,1.401952845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr3-19197936,LOC_Os03g33590,0.803141635,0.673949008,0.273256686,0.287141388,0.057760667,0.426541121,0.478014096,0.40061308,0.814189418,0.126558045,0.359370397,0.421691796,0.602391232,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237011687,0.844845512,1.981522039,1.912423337,0.184802315,4.450674947,5.497514841,5.744662935,3.887165026,3.715918671,2.788605814,1.303735976,2.090653072,0.721554473,0.334165561,0.089674904,0.17058942,0.291209647,0.018726646,0.139648609,0.302845164,0.538984551,0.571083253,0.079168483,0.988320621,1.068174683,3.136885196,1.511040603,2.861104613,2.447237587,2.730988066,2.966397747,3.207924841,1.88076567,2.546545998,3.403719462,2.320484091,3.059389878,2.828061622,0.908219636,0.492089183,0.962676974,0.885130677,0.849678505,0.009730318,0.656317025,0.42952398,1.447244992,0.093925891,1.71204267,0.135902923,0.419480591,1.211851021,0.444864682,0.455099013,1.761454635,0.665850322,1.106524803,0.280276523,0.590258178,0.606679761,0.873143797,1.934536572,0.333008044,0.872040651,0.177435643,0.884145286,0.258104064,0.372285453,0.829225483,0.509319684,1.236325507,0.0279741,0.143183831,0.070798558,1.068590872,0.401391293,0.2978561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32472914,1.695642232,0.107022885,1.587241824,1.097707164,0.518118599,0.39447619,2.053952487,0.512640864,4.076003669,1.459849802,4.211507802,0.403746135,8.789646053,6.145227157,3.93034292,15.99432946,2.615670477,3.619088014,9.1865145,5.743176654,0.8881865,8.415754067,2.982950915,10.71068081,7.045337266,0.511423625,0.051948239,0.289541859,0.08721691,0.39427408,1.141850988,0.148585327,0.113133138,0.330382004,0.142516804,0.044796619,0.708377637,0.091794927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
Chr3-19199926,LOC_Os03g33590,17.48464238,18.58575968,6.448237877,6.84334926,3.584381537,8.804910996,14.12842696,5.994058727,5.920640338,3.017329178,6.828346621,13.82555726,8.268080129,5.436435547,5.134187742,12.15036199,6.27833891,17.80859878,5.704258438,7.206718481,0.471508636,7.150348499,8.309145552,7.219828447,6.90839023,0.280389653,0.538128735,3.406312433,4.625561975,1.35511169,3.385820507,1.556696286,1.883058596,0.150091191,0.057329214,1.437746595,1.117865783,1.710475707,2.780969629,2.824128553,0.764744599,0.163461199,3.019697528,0.30940859,0.812434016,0.747688682,0.57202028,1.868547666,5.810115728,0.161387908,2.368796077,2.036520476,0,0,0,0,0,0,0,0,0,0,0,0,0,1.374581634,1.730153394,0.973499454,0.957956605,0.05137515,0.616297451,3.078513518,2.765879083,1.917727019,0.080951549,2.803932897,2.45189662,0.685388628,0,0,0,0,0,0,0,0,0,0,0,0,0,1.440983924,0.681061757,0.831842008,0.768540412,1.761937895,1.725046744,1.792929104,1.678962352,1.763595895,1.540664471,0.620405234,1.73702325,1.09548806,1.793953786,1.964291452,1.226463523,1.643238408,0.808346204,0.448007078,1.511077008,1.153816795,1.209408057,0.44629252,1.457441899,1.835557262,1.443727146,8.926208183,12.74816413,16.13485491,10.00925509,12.69842165,14.93331408,11.86582011,7.617505419,11.79159655,13.18248285,13.32439032,14.12553573,13.81272768,2.993408877,8.124260316,4.650248546,5.628672817,2.813276104,4.596779753,3.145688059,1.23857416,2.518579064,2.538372282,7.375284884,2.318578018,1.139205562,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287070714,0.250863442,0.693528047,0.543767676,0.055466802,0.15464395,0.116481437,0.215147139,0.97894593,0.529057631,0.63002616,0.532797724,0.209771426,6.34475375,1.984498057,3.871425245,2.15680323,3.985503321,5.468535826,4.770930483,1.558406453,7.255422632,7.430820806,3.886724515,5.826488671,0.629654153
Chr3-19203403,LOC_Os03g33590,2.740379202,2.357509617,2.534559695,1.355620063,3.649114661,3.176552384,1.991587604,2.037869746,2.694819395,2.226662983,1.492102891,0.190517188,3.846200098,2.594395944,0.229748468,0.068583864,0.840842048,0.345045702,0.982543278,1.434445122,1.939921377,0.237042684,1.932528096,1.288019727,1.760063201,2.20473444,7.947057148,3.683760136,2.046875808,7.433386986,4.469607078,0.921773336,9.317085928,9.473279092,0.995694126,1.514695238,0.921557857,6.121816467,2.864026067,5.1392589,1.187337474,5.432671895,3.724500927,2.543154484,1.872240366,7.77395223,3.224114695,2.109637512,6.130200507,2.040279384,2.196937292,0.732629803,0.804765413,1.956305572,0.556210372,3.059928224,2.921258534,8.672419047,2.396783459,4.48235302,2.748577464,2.645952792,0.427973,2.858107546,4.791389155,4.849909934,5.326959093,5.616222681,5.490387851,5.748642507,7.910761658,5.874380789,8.862240226,7.704794849,3.404539788,9.920733702,6.761045122,5.328092851,9.164461725,0.424022749,1.147199393,5.935175503,0.181790174,0.918408767,0.618760502,1.590423968,3.30079959,0.947923809,6.158666373,7.040811892,4.122768958,5.308779503,4.471724724,6.163415305,4.357136066,6.584326306,4.44422708,5.469266101,6.43188822,6.485470388,4.341745031,6.435742625,9.142195221,5.658256527,1.442073917,2.180069099,0.790816867,5.166117019,2.796087092,4.84807904,1.073731483,4.559873615,7.009540756,0.617790548,1.561139734,6.994332902,8.364597497,4.506235086,0.326906088,3.755463046,4.785210206,4.098661874,1.805617611,2.243241482,2.727361335,4.717788715,2.854717798,3.445670822,1.815206389,0.044882246,18.76235263,21.44240127,11.43430583,24.75462859,18.06199101,16.85111176,11.10819805,19.90810234,9.582666251,13.11478823,12.044472,24.4315853,14.47374361,0.46406038,3.80091378,3.461585198,2.331536873,7.25952928,3.341308547,3.977770008,3.240273961,6.581800086,3.82825754,6.503757415,2.826260893,3.404952113,5.064867281,7.64165451,7.478697872,4.38051556,2.363434368,2.382404001,8.266535234,5.593089115,3.480006905,2.913394218,3.599030917,7.738466424,7.283695505,0.254608408,0.224109552,0.087189722,0.112906654,0.299088162,0.319757557,0.628303266,0.093346149,1.723572026,0.45765117,0.432624839,0.489899737,0.356835778
Chr3-19197637,LOC_Os03g33590,64.52774174,80.73762603,69.21025428,76.01887219,105.9786325,101.9199729,96.9837661,99.10586968,90.8036581,95.03636156,61.20659046,59.17336444,75.15675359,115.6339703,48.7779687,94.40946827,89.16680193,67.0146887,97.63766358,88.69028206,82.04514676,154.1230681,90.48461233,144.9432274,78.99341035,81.6289228,61.51300411,88.21333574,82.48279436,83.34672384,78.93057064,83.68275815,64.72576257,95.05643736,71.26541791,51.20054671,88.05526701,87.90980078,72.33148221,59.33062374,46.03260325,87.80960814,73.9314614,73.07454005,74.12885242,50.41040565,59.0064203,89.78992951,65.16447468,64.3658973,68.64087184,62.89777134,87.21027154,90.08068231,140.2892667,111.0229156,89.6686364,126.409088,103.8054412,75.77301971,90.00167652,79.99103251,74.24768328,114.9510325,81.28961926,128.2623172,101.4339471,73.57207726,111.0430473,73.41215027,90.6124975,80.78547802,94.69249361,63.96853732,114.4018035,79.85130754,71.93851216,122.8648646,71.41513945,68.21517459,69.1313408,71.21378207,63.33771024,70.9021433,67.30326473,66.59680871,71.58209423,68.04088279,69.84473821,69.45171257,69.51992898,63.13748877,64.26616857,76.04923693,77.3238329,66.9497735,70.77284472,86.75254085,61.31903475,72.17556917,66.75212174,65.43961388,62.28116794,73.13299786,91.60962542,79.55763103,84.28810839,89.81329999,80.487228,69.28405465,83.24575723,83.18412207,79.76967727,88.33086309,80.56098265,86.1318192,81.51778615,95.99416896,95.50119261,79.69192923,85.35157586,65.2470224,88.51965462,101.5831435,94.57634001,72.83753846,80.99907495,58.70937901,75.86306111,104.9927938,140.666299,139.4863818,156.3602794,146.0854572,137.3559998,152.1388116,165.8690132,146.3169391,161.1920008,149.5207715,150.9203235,150.1105625,128.62263,151.0866071,122.5433893,97.788049,6.8094802,73.73598757,157.8360286,106.7962757,75.37123815,34.39690536,25.39787458,25.48715761,54.06577524,94.05986023,42.84188657,52.0642935,48.54388756,51.28601057,45.69377022,47.83858231,45.00179874,47.46516203,51.69370528,43.50036112,46.98906081,50.95535197,48.70423502,88.60472109,105.7943463,99.47996112,111.639036,57.23573997,98.26750606,128.97219,127.0982435,109.983547,89.10971702,122.1568288,84.40247753,125.3077154
Chr3-19203331,LOC_Os03g33590,0.756245604,0.604097156,0.652719105,0.013580939,0.052219398,0.338795389,0.448406797,1.461043351,0.654410147,0.970043823,0.500901042,1.023985163,1.803235317,1.67896844,2.450742229,0.207491258,1.261369748,1.295068147,2.289339621,3.426519809,3.412771711,2.990707486,0.917449162,4.505447613,2.087473724,1.023965839,17.38096955,13.73287059,7.594315231,12.43418281,11.52131858,5.861792796,11.87846322,14.85386183,11.05123118,18.41258499,17.57951024,0.343688911,14.84725856,4.182137179,3.908563378,3.441708409,5.182328492,4.563301297,2.808663951,4.432206644,4.566236697,4.439508609,3.859376452,3.210574909,5.845262434,4.182524324,2.112740926,4.210074947,5.863068912,9.377192978,5.971277548,6.953110772,1.083835035,12.76572535,2.965296146,9.507043113,4.090815284,3.965234061,1.696679822,4.876748838,3.851943308,4.93931442,4.088096713,3.769282761,3.442469408,4.338854222,3.746084022,4.141506452,4.07780036,4.80290477,4.842022293,4.476302715,3.082385914,6.177169905,8.527618605,2.868997344,1.390209983,7.154222172,6.830333854,3.174595506,6.161899058,2.680115792,8.273536704,3.38366454,4.352541005,4.627107536,8.544195003,6.168681515,6.079257613,8.147525426,8.380925877,8.70861636,6.257036468,8.922908002,7.9805922,5.753620517,6.749836331,9.315217155,9.295511797,11.91673254,11.0082506,5.940720355,12.10307028,11.75831371,8.367586685,2.743155776,11.96512843,10.05854574,9.697710951,15.20407159,6.418281482,9.78796213,26.60524366,2.27321718,33.49046736,23.0146218,23.52678513,2.624224665,26.46295892,22.04174881,20.53067757,30.02394397,1.810786129,9.066339703,32.57406034,26.99446686,29.14209999,31.6898959,29.74513071,41.08714598,35.02579888,39.68044747,47.11555298,35.58869335,29.63707972,31.46563129,35.19315508,91.19906047,64.48382783,113.5976949,106.591044,62.65686575,27.09081987,44.16695344,33.28386489,135.4257868,83.88290838,94.18677321,109.6523483,81.51189424,10.5874463,11.57616216,7.528333515,7.51413589,11.18870108,8.697550229,13.64426497,9.060141393,6.565427259,16.83512325,11.38437025,8.286899078,3.27882319,3,3,3,3,3,3,3,3,3,3,3,3,3
Chr3-20655055,LOC_Os03g37270,80.57161454,108.5867514,100.7681798,113.417317,93.30506187,103.36654,90.50282804,32.54059396,105.1614873,98.80173451,123.8513037,97.51693606,77.21610777,44.95111013,59.8328905,68.55364556,56.62438576,62.45645251,59.53451729,51.97113875,59.37711054,59.47899373,51.79579202,78.79436614,50.08638525,61.39283579,134.8121776,150.2376071,125.131906,151.779014,158.0163086,139.6114435,136.6628358,139.1520253,164.2263274,149.3297045,152.1093851,144.3865837,159.1729466,118.935248,108.2304994,132.2192129,121.7325502,97.61983703,97.94053218,124.8439417,97.18849388,115.4761247,105.8392953,116.303043,102.8394171,123.4523809,47.90880515,22.37242154,29.24845891,15.07664205,30.54573012,25.65563585,35.55051679,42.42757621,42.81465412,43.27003663,48.48401338,37.72880671,38.84725817,45.20522786,62.90360931,51.97628306,50.4690946,44.84482595,46.1032402,42.66239789,70.99003578,60.15767669,61.92536418,59.56433609,41.66527226,43.43688698,56.69972108,56.62930506,55.39286068,54.26010431,55.31573013,52.68839919,59.81241788,57.55325811,55.92782057,54.92146966,55.83866171,58.96456349,56.66036122,251.4967121,223.6646564,201.3583697,242.7833604,247.8822181,240.5537728,244.5412252,162.3499463,257.07943,211.8718047,248.1206609,219.0399996,211.358872,124.5006437,97.83707117,165.8934894,142.3697748,137.1705491,167.4521923,124.1671551,111.0098614,114.6387979,120.6269931,129.0665334,109.8471317,156.9702695,38.83205195,43.77056673,49.9996702,47.89300685,48.24426363,37.11352488,45.34425155,40.05014562,34.3287488,39.24368429,45.08749116,35.45953529,37.54823954,17.12628683,21.5014984,16.76377553,20.34722797,17.81064557,13.42194766,24.87316521,14.49173607,20.12642652,18.7633163,15.63902748,16.47866853,20.09162386,51.54171233,52.408552,35.67705141,9.209304522,34.91406455,38.61589346,39.46029779,22.44284452,27.43223948,23.07829202,11.15447432,6.525396262,2.882683265,36.91805762,34.72642216,24.86657898,29.25568266,47.00209916,42.86851759,50.05037501,43.68487988,33.76790215,42.00786808,34.22458318,50.93214259,36.58245894,201,201,201,201,201,201,201,201,201,201,201,201,201
Chr3-20655303,LOC_Os03g37270,0.432857067,13.13027106,2.835173686,19.03259567,21.3352553,9.142057143,3.399553939,0.678882265,29.91890597,9.754775052,4.25667496,35.34272318,22.70851225,12.43411016,17.91892752,19.38738825,19.02480427,20.29480139,4.658681926,16.32482551,8.805521529,10.79115371,34.27783491,13.9737728,9.166386878,3.114123014,18.48107231,21.50368636,20.42387046,21.49214671,16.76396741,19.62125745,22.02043174,15.02465871,22.96356257,18.59979079,19.08701665,20.9642747,14.9737276,34.14157909,21.38187067,23.6935393,34.20909148,38.79389586,28.73349025,20.02458217,28.64777696,26.0498389,22.81357127,17.46283536,26.52513522,31.80424402,9.014279649,4.186528459,5.785006484,5.19622896,8.164645819,3.628080856,2.778755648,3.199036585,4.254818329,4.761766661,6.424205873,7.707226946,8.122893322,5.981980949,18.82171055,13.17529554,13.47996718,22.50891574,16.23024327,13.22866554,13.86739258,13.55208905,11.65559745,4.588100777,8.810021941,16.26796675,3.566992142,9.446570849,8.020787572,11.71251842,5.519376472,17.69960257,10.57557148,9.142024171,2.203655304,12.42974878,5.609177811,8.165009842,16.4972142,22.33977202,32.63876364,23.58195484,25.46422531,26.82093601,24.65906908,26.26935512,28.5580948,26.6385243,18.716908,37.86861529,20.62121925,23.28946606,17.18229635,21.91072496,24.20534666,22.80455094,10.98970212,9.511461649,17.96740085,14.58626363,20.38801266,11.52495992,12.92572229,21.8819731,18.76320954,9.565278874,13.33999604,13.68243464,12.69529831,6.377267443,4.079289315,8.140647401,15.21351015,3.625232342,6.929070339,10.6763282,9.796223283,2.203124141,8.094935998,10.23375266,12.73240958,12.09176563,14.64427598,12.36399729,17.85042826,12.10353838,11.62574941,10.31695521,8.757275375,10.82953271,15.61557236,0,0,0,0,0,0,0,0,0,0,0,0,0,2.190617487,8.089131123,8.172208141,7.278154916,10.57758682,1.49960379,6.264954883,3.984715205,4.916320235,7.738296521,6.739793827,4.625105059,5.58942505,18.21479025,18.76176641,19.06040989,18.95494386,18.36062422,18.94472654,19.2008905,18.78794584,18.71169952,18.07291525,17.94242969,19.53359916,18.00513707
Chr3-21002883,LOC_Os03g37840,2.943262092,0.794741987,5.138347778,1.459535963,2.420607482,1.428715469,1.901192243,2.158223012,1.471178109,2.035960155,2.020005427,0.226575559,1.672097505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.540646958,1.588261817,1.906646306,2.269450261,0.107313491,2.647452103,1.908754832,1.084955143,3.342030006,0.133546607,0.130091399,0.399311599,0.112720027,9.755481025,11.56117108,11.54911834,11.45767764,11.01940009,9.967776383,13.683172,11.56826303,15.04391,6.145687839,16.13663946,14.94002014,13.7196022,71.64548334,41.16956618,45.85470416,62.18439202,42.47040824,51.85114848,33.34488268,59.72370663,70.68300691,46.92313918,56.10022691,46.19201644,49.95434121,106.1790246,106.0922372,107.2293295,105.9628443,105.8750338,102.156534,106.4208917,105.8966853,106.3160608,106.7123709,103.6534692,103.7521125,104.8996553,34.85787404,28.75123405,25.04111255,20.15720996,26.32265061,28.55091364,37.41639936,29.73618254,26.34827969,38.72309704,23.22257063,30.26885404,25.63959348,7.007713473,8.323705744,7.427633041,6.631125739,6.191676107,9.260397964,6.265538101,8.02542237,5.300473326,9.744337402,8.625630325,8.810918904,8.98298314,11.16851851,8.170071769,13.94973421,12.3066867,11.8267429,11.09390843,9.27709189,9.649858431,10.68813077,13.43795598,11.55436012,11.57343234,7.881700769,23.39505983,25.82592019,30.48069739,18.01581065,26.98457799,22.54228383,16.28281622,31.76512686,21.08429723,23.20039153,18.76378043,26.54107217,20.94080745,0,0,0,0,0,0,0,0,0,0,0,0,0,5.363388037,51.06990608,27.40936367,10.72447869,41.4503736,13.99515974,18.06224687,38.60846756,23.27963975,17.57696002,27.68272848,28.96597051,59.50270998,0.194231141,0.112686257,0.391726819,0.116149755,1.105733344,0.392739131,0.308734961,0.637652258,0.530859049,0.397921352,0.72783564,0.241829459,0.57100935,0,0,0,0,0,0,0,0,0,0,0,0,0
