chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9
Chr1+26396273,LOC_Os01g46380,10.66757423,11.18771788,9.958851311,11.65375157,10.39098868,8.449544517,10.21048699,13.525967,12.1704138,4.410439292,28.29150899,18.93592801,27.93096452,30.49878445,12.49408574,21.7314069,27.32107988,6.116481312,0.097834218,15.34439301,16.74408704,9.868319529,5.36167662,8.722810472,3.637466534,1.032365616,0.177273013,1,1,1,1,1,1,1,1,1,1.409409028,0.736168487,0.964927254,0.869522582,2.620791308,0.243873564,1.92237945,0.337671877,2.953312096,2.859249001,2.724105636,1.705373481,1.82183891,1.611699945,3.067024128,3.97482845,1.9619954,4.684925534,10.98493073,11.20779912,13.06509547,11.00062094,11.31306075,11.33953321,10.33102269,12.21754771,11.4287426,2.116061018,1.693977383,1.457283876,4.399684064,0.176466989,1.654585145,0.859831981,5.641423525,1.725714907,8.628437139,7.49280295,8.572466555,3.860621814,5.548798058,4.888444381,7.786008572,4.970476648,3.393488873,13.40454782,11.3925909,6.247029474,5.033863532,14.41023291,11.43917127,8.687002826,12.33648144,5.613931462,2.637936499,2.810788434,2.622888201,2.728907171,1.96368103,2.785770843,2.378204996,2.57434458,2.417059599,23.87880507,2.498701851,28.52493,9.247302777,16.48544415,20.64161411,9.540809013,21.46078854,14.99161815,3.818852183,3.777490261,4.459028067,2.12693581,3.260072426,2.686201538,2.759333526,3.544580161,4.033804833,13.84172372,8.419351993,9.684875562,13.05706105,11.82847909,9.546779161,7.796510456,10.68290233,10.37858179
Chr1+26395170,LOC_Os01g46380,0.49266452,1.992715983,3.962478718,1.204062818,2.025286759,0.592823384,2.442595144,5.45625449,6.82261199,0,0,0,0,0,0,0,0,0,0.128321481,0.599339258,0.299495229,0.111249568,0.596474751,0.461438753,1.085680076,0.587742878,0.758630307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248888031,4.234115601,5.88576733,1.517886967,3.719565751,1.9705919,5.717905933,1.923181442,0.250060481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.606485267,9.437211304,0.828010046,5.888245373,4.516023597,5.022703151,4.779314827,6.106379816,6.676934896
Chr1+27121300,LOC_Os01g47450,0.867610214,0.98260314,0.968736218,0.004456773,0.05044621,0.305242122,0.746869576,0.767463165,0.376405626,1.30779129,0.049785803,1.005402204,0.416704369,0.535302378,0.682455229,0.970162792,0.69936155,0.165796733,0.907859341,0.745842377,0.330282802,1.197194625,0.515008343,0.764593259,0.886476069,0.299481324,0.615440947,3.505929146,1.943008577,0.785517113,0.649262634,5.729020855,5.443340415,3.019499601,6.176853039,1.332805041,0.037260144,2.801897204,1.638414052,2.350579662,0.704628428,1.89305598,0.938451833,3.253893082,0.175117379,3.590322652,1.225830146,4.103696371,2.941614223,2.175020881,4.024230275,2.727627173,2.681592273,1.013351314,1.264940278,0.624505778,0.991607371,0.918383702,1.163365562,0.700591527,0.09988531,0.020659803,0.52037881,1.162175493,0.681028425,0.41500963,0.937249722,2.884877422,0.043655998,1.008149133,1.559666062,0.243953395,0,0,0,0,0,0,0,0,0,2.304586495,1.652112571,0.582982672,0.577342954,1.088479784,1.850164519,0.597584897,1.166680883,2.197389068,0.681457174,0.064492435,0.002320127,0.131736881,0.630507417,0.441034161,1.094609039,0.258373701,0.192770874,2.221044764,13.56835695,2.536778345,7.153442481,4.971609294,3.796784244,8.69117013,10.69720462,6.875640253,0.357389028,1.86884176,0.423606575,0.526624619,0.21936416,0.571563546,0.65648395,0.781173056,1.317008553,0,0,0,0,0,0,0,0,0
Chr1+27121098,LOC_Os01g47450,12.88568711,5.897645658,0.566119299,0.594293313,2.133696557,3.681919732,2.75184443,2.619600784,9.982822999,1.086270499,2.05595085,1.087187478,2.293070236,1.613411421,0.726279829,6.146120966,2.359404602,2.997536192,0,0,0,0,0,0,0,0,0,8.634337807,2.459314327,2.622958083,3.291656503,4.258885743,1.120180221,3.207715297,5.556103065,0.488972265,5.221842927,4.257296678,2.939986361,1.491648021,2.553854212,1.581698998,4.147116297,1.587062671,0.131879332,1.493742736,6.849390853,2.347578923,4.182605525,0.828307434,4.808270886,2.942184021,5.255986223,9.200172236,0.224019711,1.522983523,0.470217699,0.243728273,0.325002361,0.862286311,1.505615264,0.943793149,0.187243584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664622814,0.920267974,0.189092533,0.687416803,0.019229256,0.992607017,0.109731547,0.205244734,0.185518191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771027594,0.19164021,0.214942951,1.865527861,1.122912199,2.015531143,1.255419324,0.040959612,0.223884294,4.454744595,2.536504959,2.257994929,6.497677933,2.89543341,8.165115456,5.614999539,3.610958194,4.134977824
Chr1+27118496,LOC_Os01g47450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.728376153,4.230377244,10.15371445,4.91864111,13.16294356,6.042226538,9.586979146,10.51984272,4.91691611,0.614168593,2.261857691,3.897100418,1.604572724,1.679880507,0.145871143,1.177689039,2.411329049,0.624976307,1.460704475,1.130915624,0.442573055,1.312683948,1.755631593,0.390548925,1.387696468,0.582642425,1.244777048,0,0,0,0,0,0,0,0,0,1.88501804,0.561721404,2.101059143,0.429853446,1.352979545,0.329163364,1.129974967,0.475774105,0.107125772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.443591959,0.439293671,0.370694594,0.280118,0.507960816,0.634964591,1.298895981,0.759974659,0.106085592,0,0,0,0,0,0,0,0,0,0.435646838,0.253657467,0.443407454,1.15516138,0.708525062,0.500184268,0.830524895,0.301416546,0.905206131,0.843086125,0.918186725,0.484030073,0.686958193,1.112537929,1.053388714,0.257241112,0.094020212,0.127156261
Chr1+27121176,LOC_Os01g47450,26.68854356,32.7953066,16.38426731,20.1805689,25.29664896,5.58744562,7.590950262,12.86387254,21.25178042,17.61774987,20.00032662,29.16574791,30.08572432,32.397893,20.41853243,19.4575254,26.23457232,20.10670547,11.58204209,20.78646189,11.86602182,19.22585542,9.702360144,3.213795992,2.552919616,12.61273718,8.305596237,13.62525922,9.709969192,20.35725255,22.3805115,22.64705844,31.68393421,17.87263777,17.92625605,14.51522235,34.25497535,20.36076926,35.3724539,31.25961225,30.71572926,36.68981277,37.30561828,31.64165072,28.35703637,21.32831307,21.58955184,12.96004503,21.6478991,18.00890941,15.30208579,13.46786362,17.10153198,19.59080183,12.71704452,11.76811842,11.96407168,11.08995093,11.12722103,11.26352214,12.87052122,12.0373143,11.60760139,4.901442864,5.01288544,3.430373623,3.145856864,4.882997041,4.642813534,5.636343678,4.858883805,3.524898357,2.436607194,3.273914665,4.434902799,3.240982389,1.807885456,4.097203696,2.037350883,0.495343369,2.7538407,18.489627,15.04381306,13.68668963,16.70983257,16.33850248,21.03635468,9.663092806,9.39678401,19.89865403,4.78047943,4.593703907,5.759980893,4.844002937,5.123844744,5.891533093,5.311722628,5.649095441,6.132620665,0,0,0,0,0,0,0,0,0,12.03660076,11.15698583,9.287100521,13.21602565,9.052555538,10.14810997,12.08474407,7.800119075,12.47945883,48.41403103,46.22478481,47.06846766,43.91856357,47.13158454,49.50126581,52.07479288,43.05110748,44.62178314
Chr1-27303385,LOC_Os01g47740,118.7053919,86.56748887,67.5164455,80.39082962,115.4425052,93.23727694,102.3815657,91.39620616,102.106894,100.5367897,70.74193522,63.04008852,38.08721549,64.82887311,88.83985186,68.48839591,106.8705222,122.9812932,46.69224899,99.26982635,86.77045759,65.84936859,99.36553532,81.89648097,95.43036907,130.0729927,70.26464489,15.53339905,14.72734791,17.07497742,17.29702563,16.79795923,15.02254249,14.43772602,16.59303625,17.8511295,17.37027793,16.73963839,17.7454979,18.45542944,19.70866812,18.33969424,16.43650898,21.50782607,19.23016378,16.23537754,13.05072463,20.63775916,21.75177429,22.78696108,14.73923139,12.27900516,23.44642968,20.84256389,17.26684952,15.8648946,15.13399531,16.99873133,14.36343748,18.64405637,16.46264592,17.31665775,15.58116653,17.76181548,19.46192058,17.2475786,14.82403574,17.21040146,15.38380185,11.42154687,21.40486717,18.73161723,42.10474604,33.95478621,36.86012908,32.40438409,32.54878788,18.63898703,29.50358992,41.84255776,22.4450977,47.008349,44.28357224,72.90441276,58.37213269,66.26180226,77.23807353,63.6518318,69.14305209,79.70104687,387.8422682,382.2456526,376.9351375,306.9352264,390.5899756,387.2157199,433.6806809,413.454928,341.2690601,1478.155365,1320.164219,590.1355383,870.145101,996.6141377,1141.638127,592.1601188,763.8495683,870.4894197,33.63740825,29.16976558,29.58021758,21.53231937,29.33971626,26.06704073,22.37719408,25.60553232,25.61409877,66.85665952,87.39517942,85.63949731,109.5890334,93.6119335,103.8379937,93.43411159,60.17037509,70.44667515
Chr1-27304939,LOC_Os01g47740,0.642004206,2.432881606,2.22764921,0.978973478,0.614894165,2.678569386,0.232575442,1.232474477,1.087290735,3.550296003,0.712031276,2.072574021,3.346415026,8.620309185,0.556668705,10.27641232,1.334905965,8.60323206,2.898004138,1.14974285,0.282266669,1.444944762,2.195298102,1.836533946,1.947520316,0.589826206,3.769646457,0.482043117,1.479523995,0.718928716,0.662858624,0.940673416,0.101252301,1.081868189,0.855793514,0.084411353,3.210731982,2.367852889,0.72763506,2.513442249,1.382479379,2.683779554,2.764343381,1.433038684,1.910877792,2.477761474,0.348724761,0.378079915,2.071554781,2.751233886,1.302430622,0.636819432,1.561372354,1.919501908,0.32362119,0.692108746,0.394864209,0.009681444,0.234443112,0.520440154,0.739675661,0.821838784,0.497728812,1.285552923,0.460248209,3.594233877,1.83264174,5.459888758,3.55257941,1.469830442,1.156007832,2.417278977,2.409691053,2.170410661,1.494471223,1.955431089,1.915918548,2.106838765,0.708593984,2.602511171,0.930986223,0.315771353,1.847265616,1.032425429,1.289786006,1.055847845,1.469051432,2.047171089,1.721844463,0.141220221,0.081204771,1.598805304,1.501029786,2.246816591,1.94139213,4.565075604,0.835647292,2.12358663,2.141859603,12.99135558,9.564863157,11.75749665,8.201376178,7.652195333,9.309737751,19.23425111,5.936691051,9.604638453,0,0,0,0,0,0,0,0,0,2.20495819,1.859043112,0.074006824,3.424037581,1.701059772,0.227053733,1.784534018,2.52856957,0.599766755
Chr1-27303263,LOC_Os01g47740,134.3621856,154.8058134,163.2499769,137.3183901,160.8268774,151.8768874,117.3300895,133.8907371,126.4940305,129.102594,191.0107968,210.2716053,170.8219727,193.3044792,219.8383962,163.816063,182.6428483,224.2841772,207.7766215,144.857745,175.9052735,187.003653,175.8183722,260.4166339,201.7464003,252.7093216,189.4894944,102.8542607,78.46985623,51.21384748,73.1438087,38.55480308,89.55195995,72.71994176,94.7381955,92.57872019,83.3782015,89.43354516,76.48959287,89.78567312,77.04879582,68.1211055,82.12401301,77.14841881,88.30833722,94.55642888,97.20121634,88.5298409,90.14035514,83.0099153,95.01735104,86.17851511,93.30782717,93.39217568,83.16937271,71.97668368,74.27145051,77.78482953,68.39379112,70.68306064,83.36824003,78.6190633,77.1367303,64.07590943,41.81095784,55.84710593,49.40637991,71.70152057,50.09877242,63.82455972,89.65984504,82.57138684,79.00702962,83.33534577,85.4008588,80.13758016,94.48354064,91.982611,95.16681439,82.90703102,84.27797296,215.7324915,214.2697135,226.3567555,221.7536428,226.8495217,216.6169691,226.7091144,222.1789651,222.7285912,618.7973851,700.2110481,815.5657982,653.2772148,715.4891136,624.0012593,768.4975542,615.1306957,722.5897547,3754.996855,4415.669172,2558.39239,3447.735322,7141.71855,1573.024487,4107.930976,3891.080258,3645.220749,46.43761189,46.25726863,47.15433385,43.92836903,46.97125493,45.21185889,49.22548123,49.65554673,48.94139802,34.29538234,35.76789375,30.8804289,27.85031147,28.97034676,25.97144647,34.58438042,33.5195261,30.33599243
Chr1-27309331,LOC_Os01g47740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.54299713,1.869345401,185.8468191,82.86698457,36.92005251,74.3470877,31.49507509,28.60841693,70.09307755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1+27626106,LOC_Os01g48210,0.489676562,1.864662961,0.33078387,1.576485584,1.464785585,1.572236926,3.063784135,1.161201638,1.109908873,9.288147751,4.149265776,7.984308822,4.266792235,6.054228497,6.606427781,1.803329386,3.996370663,6.227128807,0.553650749,0.28622703,2.026461462,2.259303467,0.369480045,2.428851806,2.010108131,0.289654723,0.334025022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.364235654,9.159939066,4.662131355,9.032133117,2.677607279,6.583960794,7.329140457,7.532810387,9.1586136
Chr1+27630341,LOC_Os01g48210,118.280896,76.68128545,87.12464844,33.4487593,80.44914345,88.1305881,80.17141436,47.39740648,63.78769412,48.09763278,55.23908655,76.74219305,46.75151338,82.84451461,90.32038378,72.37339276,64.62454838,33.89268067,69.01524038,73.59020217,64.07153261,84.84563747,66.86108621,71.57552966,68.60080818,69.00886894,63.86722612,18.68470793,20.37820888,27.09258169,19.74442868,21.37510811,21.83850885,20.38724306,25.41794174,27.94458009,34.0851375,32.33011676,23.34599212,43.41288931,37.50623349,24.03031763,43.16917939,26.04444728,28.87588773,63.24021163,57.36895338,59.03071893,55.26187748,60.20010481,56.87088199,50.48010321,51.38120245,55.68408581,35.87119307,32.8654811,34.25511002,32.26420766,28.54120827,40.88605769,33.13876307,30.76461181,40.39555672,26.35128236,23.87489847,24.18654416,26.13875386,24.91403526,27.65450513,27.21971454,27.142652,27.29033011,26.83222929,26.48441507,27.05715997,26.33352356,27.58934738,25.93926796,25.9804363,26.47279374,25.98955269,42.67467307,21.38539447,28.68819496,40.52566793,21.89280107,20.95425342,12.78907763,34.69586657,28.20218392,25.88238204,30.89851355,29.66941169,26.56482024,32.85242593,23.53694188,28.91113527,24.30927537,20.84077737,56.388375,16.73054066,37.09382068,37.49487534,22.76768895,34.64431998,7.365958754,51.3844716,13.42921207,54.43799467,51.92485081,50.03361137,50.54329633,51.79046816,54.87455719,51.83958241,53.92982352,52.10620933,53.59721222,81.60001336,66.91576924,77.81981143,87.88949898,73.97170953,55.96754393,79.03639711,60.4653513
Chr1+28009684,LOC_Os01g48810,1.318065285,0.191171309,0.566256899,1.734719891,0.759286472,1.08789929,1.685227634,1.03882994,1.771714554,1.792363275,2.759588841,1.197583163,3.155872312,2.172048677,3.202904391,2.144902434,1.046353138,0.400829688,3.359244896,2.066378182,3.168593635,2.119882327,4.947682262,2.607126036,7.006511319,0.538016418,1.92827814,1,1,1,1,1,1,1,1,1,1.646135158,2.647004549,3.950164729,3.537638496,6.23216271,2.116928835,3.487090849,4.858126936,3.197582715,2.074329412,2.230344536,2.519432867,2.342636934,2.377982663,3.006584801,2.733782319,1.96008584,1.943647657,4.894159313,2.498166292,2.499633358,3.313510001,1.785973715,2.819015709,5.48143039,5.945605482,2.755626923,0.653973066,2.214873572,1.870076324,0.040927173,1.586243529,2.741526463,1.181428254,4.918103669,0.928071682,0.328911644,0.465019823,0.65407847,0.699150324,0.80632607,1.359022769,0.271426973,0.501065234,0.302959786,2.330423029,3.524316578,6.56235623,3.115668373,3.642862442,3.996741497,3.881410721,4.942159909,2.942887481,3.246990887,1.473107366,1.25373203,2.051233956,5.236038907,2.965293639,1.556129002,1.03230136,2.354927548,0.819338404,1.388996954,0.599820766,0.139186362,0.04174394,0.724429399,0.525597443,0.519200712,0.443957963,1.327931494,1.768271268,4.230699376,6.979151729,3.603406153,3.060309005,3.648070058,1.729920365,3.646517472,2.639698424,1.964239904,2.219023756,1.862139333,1.951468991,3.491616797,2.504583252,3.006777988,1.615231886
Chr1+28011784,LOC_Os01g48810,523.0473556,436.1442331,416.6631045,367.1542846,336.3316747,489.0872004,357.4600317,207.2159172,432.3882135,347.9931432,381.9881332,357.1095775,347.4486359,413.8331849,377.6071597,355.2869131,371.2787133,385.3654428,313.2498659,243.0650588,220.00738,190.4765526,259.779035,207.2352403,283.5537166,248.2607022,248.4699136,56.53214316,56.93515277,53.98101125,56.78667369,58.67386055,56.83285624,56.18153393,57.02918584,56.51153386,113.5580914,133.035303,124.9076805,108.0093286,78.44640344,143.6134083,141.2536919,122.6373085,126.6052278,196.2740872,163.9601207,154.8089725,172.9583395,187.2892027,161.4677979,164.9645738,167.800986,179.3991106,202.1135523,192.3631514,211.4980848,208.9780724,191.9263531,207.91129,201.9658924,206.2684326,206.5721151,75.6655095,70.87503251,73.4956966,82.360108,75.05429529,80.26371614,61.71107781,64.81642726,67.02960657,77.49340739,77.22283144,76.82212227,76.93871174,72.5587292,76.22160808,78.91943688,76.22234074,76.12695645,52.71480862,56.00387542,100.5431823,87.31334086,83.75271736,70.6552912,76.02780408,101.8377652,78.41531764,67.92817893,62.48605619,62.34412713,71.42991863,75.72734876,51.85577407,67.04986766,63.8510503,81.95379045,43.59419762,113.1625911,74.89682151,236.9425232,47.52135312,61.27376968,3.94266613,123.7954704,44.6280341,123.4613096,124.3940225,109.6062237,119.2994619,120.4358549,109.0080957,93.70928503,138.0928833,99.15284114,544.102935,544.8411091,542.5615984,547.9527832,549.04016,552.6543358,545.8563328,547.5824787,544.7609916
Chr1-28099906,LOC_Os01g48960,1.349270375,0.983555532,2.435493348,2.590029521,0.326174307,0.291372026,0.335855631,3.844097235,0.381115993,1.882705998,1.031989978,2.433053707,3.972692958,3.481909813,4.108755753,2.909265976,2.918957647,2.12166092,6.072619975,1.315254697,4.113281458,10.88973011,0.046752129,7.519382126,6.196227701,9.443755052,8.564700212,17.72400475,28.8740747,18.6830044,16.83506892,10.69588316,6.011258947,24.60958136,3.701613488,3.463178717,2.280852439,0.377986042,1.261113213,2.769117193,4.82373302,3.350946707,0.175015965,3.727914713,3.200948181,0,0,0,0,0,0,0,0,0,0.626956134,1.122521632,2.130030745,4.544332754,0.253894524,2.203886019,3.036019504,2.873412011,0.118292822,8.685702657,10.44384415,5.554543251,10.45404052,2.402972846,8.601415952,14.16621461,6.923215438,10.16596875,6.997608316,3.389296391,7.199219974,0.592377834,7.09125284,7.067063283,5.799522008,11.64123712,5.067292996,0.752861949,0.443769286,2.07467356,0.793968573,2.248962485,4.611768228,3.305253792,2.369680134,5.298243501,5.677529469,9.523072271,7.496993314,5.080492904,5.797557787,1.206170311,9.176492548,7.272392451,11.74453839,17.75278569,19.4365591,30.26067529,30.97124983,13.07962334,30.80972575,11.44514603,7.434585886,5.041769989,5.076163777,6.302294935,5.258078243,7.120817446,2.169075127,7.604674295,0.083296598,4.801376144,2.607555084,5.588501041,5.228798863,5.350034187,6.696279779,4.775007303,6.344546344,6.431721815,5.59567459,7.08431114
Chr1-28091212,LOC_Os01g48960,210.5482262,232.0599021,232.7314791,201.1935651,193.8068398,230.2135541,195.8158375,203.4701974,212.8571377,251.6485781,229.4662357,265.5053382,255.5562373,248.3828951,222.9511403,287.9224624,275.3414034,235.6298111,935.342228,1086.524629,825.6086064,850.1093206,963.8746505,926.7486233,942.2482373,932.4590489,842.1691283,500.1245913,547.6150801,421.8471655,568.8543338,477.4842384,428.6915746,437.7202659,503.9067529,519.4697158,188.3473232,190.6952796,130.815464,124.6416584,165.0433427,182.1751246,152.2819458,113.1766401,52.87679716,76.45934116,84.92422203,76.42502398,88.05657781,93.08988271,51.56982978,51.16364589,79.66851163,66.71856572,184.2748654,105.5725571,183.4478771,144.9096831,159.7187472,107.8752543,144.9219725,120.4740479,221.3015228,457.44915,314.3520675,440.4894895,428.9024975,482.0915915,422.1466977,457.6132161,359.7830512,391.7683368,470.0798331,473.3661038,449.4691523,437.1466089,443.4590294,438.5632096,456.6428712,431.6826154,364.0572423,179.4297663,151.5975843,166.0461123,148.8739529,173.9394913,190.4587897,191.5541036,211.4341266,161.4891991,896.5283626,797.6291079,745.4174172,667.7715295,870.9738558,778.1337574,750.8939248,760.9752187,721.534141,688.3469946,492.3992773,599.9503164,554.6006341,519.8913721,708.4954612,200.8170098,407.7695662,441.0009901,140.9410876,147.4485926,132.1807416,140.7682788,143.1630565,131.5303908,145.2887608,143.8271744,125.5707585,102.0684375,132.1700325,112.6854061,96.42716035,149.1125226,73.46294536,110.7804335,92.99458018,73.98343318
Chr1-28091086,LOC_Os01g48960,0,0,0,0,0,0,0,0,0,5.719795097,3.550184639,2.570452576,3.914291119,1.09677501,3.313708946,1.742467174,3.093836595,3.68786911,0.648933214,0.796430256,1.923895397,0.786709205,1.742110232,0.265898112,0.6429349,2.078205348,3.191726786,0.547075621,1.639922274,1.381073511,0.159282309,0.981740226,0.826387353,1.192304051,0.759971526,0.392053743,0,0,0,0,0,0,0,0,0,0.414445983,0.570467843,1.006987385,0.819951705,0.035332634,1.068725486,0.02040272,0.212386208,0.680617798,0.238947396,0.358508595,0.367826842,0.479133888,0.60394728,0.180678381,0.230411818,1.02280923,0.200706903,0.813421344,1.566643807,1.636390241,1.288037161,1.225597496,0.154272098,1.396026507,0.125807014,1.870300031,0.925893539,2.87531743,0.534990966,1.408788355,3.558985114,2.235435274,2.188705375,0.867661722,2.49084368,5.914772069,2.229426108,3.844959463,0.525272197,1.920417401,5.100634846,0.028464297,4.076866075,1.09805483,4.748341844,1.644495251,2.663612627,2.039704398,3.578593197,3.299962474,1.599905922,3.611409483,1.327270855,4.221582348,7.221575223,3.685748033,4.809937517,5.846931782,6.65700565,0.535073282,4.152503867,0.332740544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1-28102214,LOC_Os01g48960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.215778013,2.719293545,2.633049456,2.111419907,0.270977271,4.080470165,1.562907312,1.311562223,0.498227174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309652287,0.926288675,0.255601159,0.423080372,0.133127045,0.017933701,1.012904367,0.200262484,0.832870639,2.422554663,1.226320958,0.357126823,1.477749956,0.622587485,0.064428062,1.520403959,1.454144186,1.073958303,0.671850486,0.780374475,0.839108185,1.23892781,0.663902566,0.045142442,0.185025832,2.2539637,0.400877049,5.651680548,1.2812719,9.302673319,8.515178059,6.618970905,5.957733484,2.913890555,7.113168983,5.320110464,1.721363971,0.70520554,2.093586285,2.00272036,0.502314904,1.489102382,0.040000994,3.826148772,1.339304172,0.083342622,0.43225408,0.062326213,0.682506086,0.168231364,0.074021269,1.453249964,0.64505688,0.03410533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084992303,1.177572629,0.062356927,1.261229947,1.136011658,0.557978449,0.130507154,1.016141266,0.6568565
Chr1-28450288,LOC_Os01g49470,0,0,0,0,0,0,0,0,0,0.656460913,0.144132243,0.06036336,0.438736099,0.109140778,0.660549693,0.067591743,0.118706621,0.162961338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.508222936,0.608011307,0.211243826,2.770816186,2.024476956,0.350039985,1.250484711,1.28565895,0.14121172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.32079805,8.817315574,159.7239768,74.77215701,82.93081902,129.4659836,2.962366129,34.59713964,79.69744594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr1-28458036,LOC_Os01g49470,9.913128469,33.96891921,9.21851734,26.45121744,21.49487823,31.42417258,18.98087479,30.94477995,25.58072653,55.60391057,63.09769517,30.06935948,6.238711079,67.72259707,66.82772489,11.82910738,81.88051385,61.04283678,9.815797162,28.28706671,25.46054336,9.416876761,23.2191966,37.57497075,15.76640843,20.14862479,1.308013319,9.374392583,21.96925903,19.75221744,16.86894886,20.33104432,16.22657433,17.31266865,19.21274412,17.1864955,13.97062493,11.23177751,15.56619291,10.1127621,15.97302249,12.04699683,11.12611359,17.09844466,14.92070039,17.33051461,20.12773739,18.29395446,15.62994169,18.55694894,15.59952844,20.80856992,18.70813329,19.22490834,5.672197685,5.09824607,4.521960323,3.948834603,5.60086096,4.752169241,5.239488516,4.51300853,4.72004737,22.04366618,15.23687412,2.535481657,10.21887684,9.604220446,18.39481889,11.67463559,17.30120972,7.96567479,3.228916858,10.63609281,4.641507844,3.512888243,5.541526311,6.266821221,5.3431326,4.658805326,5.28053381,1.813031177,3.737340277,2.979661368,4.729124947,2.925017382,1.831025411,0.54038458,3.110070982,3.593643353,8.526408393,6.233197745,8.226179483,7.202336271,7.183739057,7.531723143,5.840355749,8.097523919,6.469947336,6.769270054,3.19587938,4.10170435,3.518706284,4.768540737,2.117287224,8.880976684,4.185804531,1.767620379,4.825093423,3.472035263,1.683451178,3.614940992,2.409125661,1.119844054,1.784458913,0.908786359,1.392271991,15.07269682,26.58308416,17.55030352,20.94858506,10.68253005,1.294890124,24.62140651,32.35788159,11.89812974
