chrstrandcoord,gene,dry_seed1,dry_seed2,dry_seed3,dry_seed4,dry_seed5,dry_seed6,dry_seed7,dry_seed8,dry_seed9,dry_seed10,dry_seed11,dry_seed12,endosperm1,endosperm2,endosperm3,endosperm4,endosperm5,endosperm6,endosperm7,endosperm8,endosperm9,endosperm10,endosperm11,endosperm12,imbibed_seed1,imbibed_seed2,imbibed_seed3,imbibed_seed4,imbibed_seed5,imbibed_seed6,imbibed_seed7,imbibed_seed8,imbibed_seed9,imbibed_seed10,imbibed_seed11,imbibed_seed12,shoot1,shoot2,shoot3,shoot4,shoot5,shoot6,shoot7,shoot8,shoot9,shoot10,shoot11,shoot12,leaf_20days1,leaf_20days2,leaf_20days3,leaf_20days4,leaf_20days5,leaf_20days6,leaf_20days7,leaf_20days8,leaf_20days9,leaf_20days10,leaf_20days11,leaf_20days12,leaf_60days1,leaf_60days2,leaf_60days3,leaf_60days4,leaf_60days5,leaf_60days6,leaf_60days7,leaf_60days8,leaf_60days9,leaf_60days10,leaf_60days11,leaf_60days12,stem_60days1,stem_60days2,stem_60days3,stem_60days4,stem_60days5,stem_60days6,stem_60days7,stem_60days8,stem_60days9,stem_60days10,stem_60days11,stem_60days12,root_5days1,root_5days2,root_5days3,root_5days4,root_5days5,root_5days6,root_5days7,root_5days8,root_5days9,root_5days10,root_5days11,root_5days12,root_60days1,root_60days2,root_60days3,root_60days4,root_60days5,root_60days6,root_60days7,root_60days8,root_60days9,root_60days10,root_60days11,root_60days12,husk1,husk2,husk3,husk4,husk5,husk6,husk7,husk8,husk9,husk10,husk11,husk12,anther1,anther2,anther3,anther4,anther5,anther6,anther7,anther8,anther9,anther10,anther11,anther12,mature_pollen1,mature_pollen2,mature_pollen3,mature_pollen4,mature_pollen5,mature_pollen6,mature_pollen7,mature_pollen8,mature_pollen9,mature_pollen10,mature_pollen11,mature_pollen12,pistil1,pistil2,pistil3,pistil4,pistil5,pistil6,pistil7,pistil8,pistil9,pistil10,pistil11,pistil12,embryo1,embryo2,embryo3,embryo4,embryo5,embryo6,embryo7,embryo8,embryo9,embryo10,embryo11,embryo12
Chr2-5907019,LOC_Os02g11030,0,0,0,0,0,0,0,0,0,0,0,0,9.775125924,4.041026846,2.811485246,1.682148959,0.497004728,5.928871826,7.748814616,7.959615901,9.762634314,3.528689763,1.335146328,10.8081555,3.742973419,8.928949781,6.726009505,11.42858916,4.463992759,3.972259214,1.699066215,0.683980859,5.481923335,0.658123995,4.714489981,6.911748387,7.553107896,6.155562939,5.805899433,6.985668736,4.024110825,4.70301874,6.666109419,4.873265218,6.396478828,4.872835199,7.529874931,3.140147377,2.032884559,0.490309213,12.12171279,1.410931041,6.535565962,4.374495383,3.165430961,4.769214778,3.387879822,5.700896591,3.625543924,2.770054017,1.945909937,2.473776964,1.157516733,2.226805975,0.483568342,0.179561405,1.938987513,1.02380699,1.377498909,1.121544354,1.601789617,1.509137676,5.694136179,2.972143182,4.97163075,4.518654794,3.657238161,1.217822603,3.394197449,4.924884482,6.811486671,5.052764567,4.787552073,2.038576843,8.679202265,8.92048914,14.18884629,8.965278629,10.75676338,12.61786949,14.21332307,13.53286113,6.660583337,17.34575529,13.45584317,8.953189142,2.344492995,8.57765168,6.752932202,9.581968159,12.92302241,8.933316557,6.065448206,10.79231804,0.908203266,4.754585886,9.15770465,4.568849474,13.67547833,9.200634035,5.933481827,5.298485537,5.071904842,4.992686727,14.5932517,5.845374843,14.27439078,11.80042222,5.52979383,4.473167663,5.488005617,2.235551711,15.79353923,3.25896986,5.149800772,5.921673555,2.014459,3.4201359,21.93755747,17.61527139,8.953024721,1.512805341,0,0,0,0,0,0,0,0,0,0,0,0,1.365870882,2.723226098,2.283201689,1.712608103,1.562133849,2.174066328,2.61550624,3.349178613,2.464356388,2.375778753,2.166637532,1.890215245,5.841948733,5.303367614,5.760786939,5.541004894,4.184756991,7.12363623,5.738517552,6.707155585,4.310162857,4.53881329,4.865734501,5.472235872
Chr2-5907169,LOC_Os02g11030,99.38552366,157.9127922,156.8575074,127.7964078,132.9026345,100.4463841,145.7754889,160.5213432,121.7465697,120.7200865,106.6370771,73.91429133,90.87594717,100.3200878,89.69367107,88.59127827,84.31141152,98.98065127,93.42494699,88.78085184,98.75410802,72.97251328,123.0126472,81.65639425,157.3395084,240.9417856,63.34164038,338.5361284,297.5753753,200.8057716,145.2264906,196.6308357,316.8149494,202.4027232,209.8419422,229.024289,16.89963395,26.22708124,30.38265609,24.86076568,41.00815064,31.12655318,36.88925528,30.50313091,35.86345645,28.08370742,34.13052421,30.4722424,17.1699947,24.41569983,20.4420926,21.27014869,23.21769582,14.42477766,25.94293176,21.10538953,20.69405774,15.87626053,22.59411546,17.1765455,47.78585569,22.72185762,31.30914685,23.16912056,50.61098354,39.18457139,31.36561071,34.74719324,29.80177334,41.95676755,26.48938486,29.39797003,44.04102733,50.60522011,54.2706628,40.32109763,48.16769546,53.77196002,38.61970181,48.66400535,42.57986304,61.96436291,49.71940876,50.84206521,75.55520469,59.19727809,77.08369557,84.83237456,77.90961817,68.36775706,82.29563463,67.27629084,65.76805976,78.41365945,78.29581824,55.26868274,69.82322438,57.46795315,71.83708859,69.25808268,67.89833964,74.8940349,67.79269845,59.10148664,74.85451187,59.03372475,45.53403669,78.00377407,23.39635974,12.19238973,62.39498973,49.9719594,31.68470275,44.5539481,45.57704149,33.54381629,32.77455762,0.313202174,36.86399649,31.10224508,110.5662747,101.4281264,98.28033942,93.89509084,112.6507769,85.61937886,95.57436631,92.55822256,97.39422263,99.06530477,120.1300518,110.365671,50.74931902,37.11663264,70.50636062,27.46707109,83.30478023,62.66975214,0.94320368,42.05499055,57.76019437,5.377809343,17.35123648,11.77850851,61.35459661,51.4654244,51.99146429,56.03387989,57.27005291,41.85550621,79.98724088,71.5237093,77.65522331,53.94430479,66.22605661,71.97989744,234.8598864,233.1101281,238.8847568,235.4074049,237.298856,232.816506,239.6930616,231.9694427,233.1267571,232.859462,232.8171478,237.6195605
Chr2-6509548,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322144128,0.089116365,1.045272466,0.335869081,0.112233487,0.962833055,0.102241589,0.571638909,0.636001464,0.131779422,1.277679489,1.262248338,0.223401628,1.976856691,0.621652953,0.839750981,2.105852628,0.53807396,1.718940367,1.147729885,2.623895274,1.339428933,3.593676207,0.813457796,2.617072146,0.839312701,7.478664181,3.18483975,1.791896548,5.944970914,0.839480192,1.518795984,9.89289771,2.387417409,5.478019197,4.870636772,1.291914445,1.640567657,1.453080412,1.552319435,1.408686011,1.976374357,1.380154004,1.233945666,1.225296785,1.939920673,1.981729074,2.838910829,5.288522859,5.800802416,4.737307151,4.754807636,3.391126007,5.282714212,4.301642664,5.078311073,3.91935225,4.61060342,4.736706973,4.647246831,2.376097947,3.89271948,2.309623046,0.449948286,3.683722463,2.034182914,3.484305026,2.35907997,3.490274129,1.743607771,0.972540373,0.676653938,4.281777504,1.003069205,0.880230539,0.743831619,1.883482095,2.328414901,0.160359971,0.936259139,2.420263717,3.403054089,0.871751698,0.782992724,7.553959902,2.308962175,2.756374121,6.672185817,18.81733479,5.499645651,6.745964174,5.555250224,1.679345589,0.925883042,1.582348601,5.690949332,0.297473208,0.965723938,0.562902335,0.083769918,0.615256491,0.269807657,0.494381056,0.24286053,0.6899739,0.09531554,0.703946406,0.386610056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.911626756,1.325863383,3.203063525,2.745121017,4.550423148,2.636464615,2.940401196,3.073191117,3.525647806,3.459826358,3.77812553,0.952679964
Chr2-6509026,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.560929873,9.267475197,9.192448345,5.544786691,3.584228094,6.765721964,7.709080069,6.851881253,12.31862429,11.22184982,6.044465766,4.500899765,28.54408767,9.540058534,6.554386029,36.87356569,18.04310921,18.85892781,32.87995942,21.62737761,21.73543799,22.26707805,8.93609318,22.64637349,25.39120022,23.10879838,22.06610894,4.221788327,8.73285222,24.19732246,16.35832866,14.38227038,18.72375197,25.74322281,28.13546454,13.15070276,14.38655897,21.26362566,30.528372,26.59639221,25.54281927,20.24464736,34.41127497,23.14872343,22.54536554,14.40400116,30.12960675,17.66704988,7.269521915,6.164066338,7.656155176,5.382555609,5.330908975,6.394493041,7.118791829,6.746077828,6.466374624,7.489575491,7.462596828,7.011247536,2.973337267,2.506041748,2.039284895,2.485560004,2.668828205,2.694542459,2.9080332,2.981176602,2.130698728,2.911274798,2.839984563,2.281362254,21.82887474,11.52828223,19.80049553,17.88182498,18.41299275,11.31055213,21.8976268,21.10699111,21.6043539,8.331816737,12.99370674,22.89894303,1.480142519,1.219049448,0.364723954,0.61614751,1.343405727,1.132832732,0.535047148,1.625809977,0.766522718,1.182654505,1.251752525,3.012021226,0.060051302,4.936308228,12.393086,1.643004458,11.05343607,3.813433442,1.891305062,0.877028928,11.61035548,5.765894133,3.628713869,1.926917657,0.636511412,0.037969908,1.954163042,0.650996875,0.025806262,2.987659422,0.728043159,1.296032251,1.65340087,2.257588423,1.179412569,1.890440607,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510471,LOC_Os02g12480,1.61720073,2.849213845,2.675317472,3.43068199,3.464180956,0.544325182,0.040506274,1.950132779,1.046139368,2.496268406,0.870594851,1.562143565,0.325743872,2.364501308,1.091093078,1.893627097,0.990971525,0.946056606,2.64605369,0.771828976,0.937430023,1.432676896,2.965547215,0.139118769,1.950118904,2.015173274,0.910476439,0.956056321,0.008630464,0.830049746,0.262496632,0.623774809,1.552305551,0.270871001,1.68066927,1.156725189,5.878071438,10.41996132,4.947813441,1.839406626,7.965327974,7.510108651,3.272010606,2.416519166,7.142550454,1.469792501,0.410014853,7.837879436,15.51915074,14.58936998,13.18975721,8.589269839,13.32858904,15.93294254,19.84809019,1.58862823,20.53440159,18.72722787,14.71968367,8.369906971,26.45680605,4.875697139,28.91016525,9.684578849,26.58494599,23.01977476,0.635886885,6.902118394,21.803946,7.277800227,23.90776498,18.03360447,17.37144451,8.709023287,10.87146284,17.4673978,2.285447917,9.466552264,14.30504864,6.881814592,20.69469243,20.0095138,19.37418147,19.52802853,1.616065316,6.204536862,6.940627517,15.41221436,8.041450466,13.74754643,5.513654821,12.16766793,0.682772782,16.57001044,19.1331806,11.29838112,3.211015316,4.63135929,4.451895545,4.891255225,4.586859685,4.515172406,4.227770997,2.900842593,4.298181662,5.267316108,4.720813571,3.030054641,4.621828203,4.517315118,1.464483963,8.673751499,3.606627925,6.155682176,5.731345608,1.963126081,1.666127915,2.749273281,2.513899873,3.717855298,0.821205302,1.853619454,0.688572419,0.751119962,0.149288563,1.09698879,0.4899669,0.13247686,0.573351431,0.990959616,1.655319119,1.014795394,0,0,0,0,0,0,0,0,0,0,0,0,0.929726733,4.944357245,2.226019017,0.651089417,2.893144732,0.518640226,4.420349749,4.781592852,4.998770499,3.394556331,4.659507177,7.596948021,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6511115,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.901802286,0.616093032,1.181541052,3.006875178,1.203821953,1.069206968,1.672041085,0.919896416,0.332573901,0.851157249,2.78325566,1.748241609,0.253310183,0.223149412,3.624586227,3.872473105,2.352762127,4.093618913,1.56712646,6.47105574,2.600484233,5.916972046,3.738118642,2.674337531,3.238784785,3.642172094,4.230233438,1.472245752,2.9646335,1.915755774,2.255216138,2.859364864,2.934179194,2.812379334,1.913015349,3.175699583,3.453038691,5.351916785,7.124115231,5.208218571,7.955460537,6.664523323,3.027760436,1.960997669,2.414771644,2.383608515,7.920993651,3.173576171,1.037839909,1.595272801,0.637387491,1.247354307,1.006692495,2.195739572,1.263169687,1.840872042,1.7735809,1.811244586,0.724772798,1.584271903,1.221832001,0.748015611,0.427715377,0.51188325,0.801268745,0.687760673,1.216662519,0.365869407,1.012132457,0.525702859,0.221462659,0.104019813,6.159611865,3.542046276,6.60179899,3.406932137,4.084570316,3.481780819,2.284330776,3.490136145,2.25515723,3.296721588,1.591624649,4.762869759,0.327297452,0.084268626,0.833034961,0.602434528,0.032994491,0.547547231,0.048451582,0.132592696,0.799046354,0.230193765,0.100977152,0.815026178,1.706292204,1.960484826,2.30341656,4.980189233,1.114023413,7.894932643,3.149462755,4.791368018,6.423521157,5.590289527,3.748808819,1.086515481,0.065627354,1.514049944,2.102792134,2.588096891,2.074864466,1.373854081,1.388126397,2.325688675,0.671654659,1.407442822,0.056796716,0.79743005,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6513396,LOC_Os02g12480,0.160442352,3.239171142,3.679950274,1.504568175,0.241744382,1.154891012,1.301971198,1.435950812,1.363989626,0.136373356,3.714160777,1.760668359,1.60895097,3.06121991,6.320583273,4.827933199,1.899124297,0.35417815,1.947836716,3.423945268,4.057160187,1.410345404,5.047407106,1.472281195,6.976357789,2.58794245,3.795536772,1.844815027,0.164568352,6.766782156,5.050853595,2.967284283,9.430646538,11.48467217,0.788835214,1.255629624,1.705170446,2.294199476,3.736448109,2.831678654,5.274147883,1.343515635,2.413228801,3.828833381,2.660619721,3.87227274,4.875425096,1.85459308,13.32461521,21.49732524,7.179286382,5.676338648,14.89806891,3.87264198,5.528827511,14.10658255,4.778917948,3.115862192,6.56650187,1.702604456,6.068852179,7.570041448,2.76767814,14.51187829,7.268664,0.697657503,4.032099957,2.661306755,7.841346655,4.051035333,5.694936242,6.111887286,5.45489193,0.39088461,0.178775173,5.206396551,0.263206161,5.378154042,4.833521382,3.247516279,4.153299226,3.028308911,3.96952815,3.705189273,10.80268274,12.10665701,12.34704289,16.36778404,11.14266016,12.23996527,10.70168652,12.18727657,7.9828611,12.09341267,15.00708107,8.361715011,8.985679672,9.372806187,7.454371694,8.156295121,9.29907443,8.365105315,7.456875288,8.01461753,8.969257927,8.407494952,8.837843871,8.720354236,13.53919137,7.293294841,12.4131525,12.77886974,7.339917907,3.333612468,13.84980812,3.002883797,7.248835612,5.856615911,6.229823231,9.970510515,2.267174392,1.334869649,2.758324225,0.893821417,1.559453417,0.189159194,0.215069053,0.835007946,3.966679751,1.846431751,1.760584008,3.402976608,1.90750214,0.686824324,2.612722193,0.164551179,0.176817652,0.001828925,2.136137203,1.118108028,1.215611562,1.62447357,2.644469632,0.537692274,5.565922931,5.946136018,7.309532504,4.092039937,4.376738529,3.773090337,5.559851234,0.650691332,4.194208075,3.267084489,5.188649603,4.290657789,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510260,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732768777,0.278674081,1.455503951,0.138239494,0.601090176,0.664787699,0.616094221,0.212231868,0.362710274,0.953733835,0.813642308,1.157437254,5.397699762,0.730432714,0.748216335,1.334216438,1.182314593,1.391838269,2.378133629,2.176245544,2.285885398,3.653075573,0.885441814,3.938017495,7.91268266,10.80387172,8.018684404,4.205092065,5.30670945,6.849420406,6.562070024,8.603805348,10.84081159,7.490716307,7.669094585,7.938022618,10.30079923,9.994482207,10.52138833,12.9471547,11.03273496,13.61954304,9.557374838,11.06821509,11.84352298,10.10715438,11.20544126,10.05170452,2.362716983,2.324733389,3.031321294,3.254729243,1.460947645,2.332746862,2.576817517,2.41144433,2.646276327,3.15237095,3.283362164,2.574467693,0.317231573,0.936724842,2.758153096,0.964027182,0.695897667,0.960259845,0.785367041,1.052656055,3.067588202,1.172447483,5.889157313,1.064768333,1.439560557,3.237925429,3.390761023,6.305192404,0.954384602,2.210193703,0.700924419,4.545755427,6.305338441,3.565884822,3.712405566,4.425540779,0.245952778,0.409579629,0.590864019,0.631045763,0.104438441,0.245548461,0.114638588,0.324729529,1.516267442,0.922630616,0.155963348,0.588174752,3.251031409,8.516581451,5.95285697,14.18200431,0.398169183,10.9378084,2.121352179,38.34858992,8.970536076,2.630198647,4.756291454,24.89495058,3.655933022,2.596151658,0.316156417,0.107931703,0.546969209,0.379876316,1.653476467,4.443629725,2.572712561,5.299726971,0.646915751,0.245400499,1.574285054,0.490276943,1.871213484,1.691838695,1.153347731,0.622120502,0.196219157,1.627033705,1.52128371,2.315493952,0.990837268,1.52049379
Chr2-6513237,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226324893,1.132990971,2.071344119,1.057167807,2.523439208,0.240183171,1.859113894,1.134891675,0.155089303,0.685292908,1.099751493,2.165534931,2.071082983,3.205294223,0.471308474,0.751135113,2.334815704,0.969689905,2.7884166,3.781693607,0.332745749,3.900567383,2.381264125,1.593732774,0,0,0,0,0,0,0,0,0,0,0,0,33.79789221,0.18643446,15.36397,15.29563777,14.04150218,33.59471485,1.426477319,47.55289706,5.461376931,37.05252752,29.52498427,44.32486141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510899,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0.390626247,2.346908174,0.852968018,0.515798654,2.182506587,5.250274925,2.42257446,4.030482078,1.119156163,6.775417445,0.223806491,0.291064396,3.125549478,7.050154133,5.274549109,3.315893282,3.108128946,1.472976187,8.878123224,2.958937352,3.450640586,1.060088372,3.31002623,0.438460685,34.63760848,36.44544474,15.34376697,30.58176408,28.71959177,20.28752048,36.78161946,36.30848364,26.87737291,31.59332134,30.44683081,41.35246414,82.47779594,106.8549112,97.30589361,102.6893114,69.03298567,101.1839899,99.12031448,111.144858,90.25947486,68.51706589,47.76330991,109.1045494,106.7627037,128.0952823,89.64617572,88.18519002,72.82942113,89.18053773,138.6192136,120.1709672,108.3440162,54.65720299,92.18923003,124.9868625,94.3100136,170.0504122,135.135098,130.2960678,119.3154053,118.5505705,100.0766775,133.1138144,101.3836647,130.0777489,173.9805835,61.00744631,52.7152756,31.91410106,27.77312829,50.85332793,24.65992015,41.2975222,38.6283895,52.5011979,36.938438,34.09116048,15.61984429,35.80685181,38.98004681,14.34210259,22.70624961,40.47248863,28.5642453,22.08322716,15.84987074,32.06563837,21.26733576,17.96326391,0.587055228,32.35002117,64.67695922,82.75643006,53.82490042,55.80113806,66.5401425,65.32637523,67.13931248,51.02177878,82.31935093,71.6674235,96.51619288,85.15747067,5.122941866,13.53513203,14.08207343,6.117643319,5.394579615,2.771824953,5.100986777,13.07429704,9.586806745,2.470354726,8.645223522,11.56554745,36.88911121,42.66928494,34.53915763,62.79305545,2.23962748,3.350600687,59.44728443,105.7054844,129.8967793,104.8688168,58.8127899,56.28248607,17.54178572,23.25877639,17.03996806,23.48110334,18.28226159,17.07180243,17.84441467,16.61641206,31.30244067,17.80685522,28.54665675,14.25845509,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6511475,LOC_Os02g12480,0.381069696,0.824557063,0.103112393,0.726017761,0.363100213,0.744534645,0.903183467,0.020607668,0.266479663,0.242992519,0.694875034,0.220056817,1.346637571,12.91558774,10.65785573,4.736925415,0.422488903,7.672436364,8.150261198,16.01461735,7.601723732,10.56739271,8.095109919,2.390376562,13.10781748,11.79502489,19.49215265,2.697464058,20.88079829,12.1241423,8.053235147,6.309490213,21.65565596,11.73594701,13.80224789,14.3513323,66.06088585,73.92315571,66.92497364,59.11503687,68.1285255,66.01671798,67.5450679,67.81408919,68.73389621,65.65157882,71.22277072,72.22850081,116.4857051,192.3302696,170.6102024,158.0450277,180.6346977,109.9299444,139.3394996,117.7296494,160.8619122,141.0485986,120.5567471,142.0468596,158.2540791,148.1937517,149.4738524,157.1779777,154.7118711,156.9044838,153.9943108,154.5953087,153.2727921,151.8004596,153.1582491,160.1611026,101.8579374,129.2184316,110.5049373,130.046,99.86285105,126.4168557,125.7360986,146.1688846,145.3627486,144.7730218,118.5999064,128.2757466,83.41383716,74.38435632,70.57924423,75.17119606,75.9516141,73.00426216,72.09254738,78.0693666,78.14430647,84.33081343,78.45035952,67.24515872,50.85317693,49.1658543,57.15284734,58.38160966,59.93052694,54.46256704,53.78896586,51.15322444,49.07001605,53.50844266,53.86754435,58.69958263,90.5529648,100.1621341,94.23655656,90.51842366,96.53445188,97.55139933,81.49102081,91.27464392,93.6531616,86.36862769,96.08195476,97.99211879,22.77795666,23.50148671,23.63323875,25.35860198,21.17242305,22.43808484,22.11183496,23.09208738,22.51986282,23.0281163,25.28596792,23.43357474,32.92493336,52.12973036,56.12484035,8.720266284,42.5316625,95.01393883,21.94914328,35.01126312,89.49198143,76.21715532,110.4433387,85.2607429,60.9061707,52.75067789,52.04037516,47.68764604,64.45558908,54.66343691,70.95606982,53.02167863,67.05408927,33.55289714,66.32388066,53.81242717,0.288112075,5.64799195,3.494198443,2.109434924,4.081194345,6.057822917,0.270005492,9.554250811,0.321714817,2.049440167,0.969034334,1.089569057
Chr2-6509852,LOC_Os02g12480,19.422366,0.110747694,27.60019441,30.84443602,29.88199118,9.517454325,20.23318237,32.39497696,43.66158009,51.42542253,6.736680748,18.75433873,10.47430127,11.88258791,12.88297991,13.40918861,13.20777051,11.91153418,12.45017059,12.59567751,10.01118334,13.64732218,10.9525091,11.05057144,173.3216423,77.97790806,91.15968064,76.9055061,67.39124841,68.06127825,89.28520087,95.9763444,40.37309681,99.39472801,124.7810637,87.95838779,636.7465489,633.5019928,624.3622745,652.3947944,631.3615002,654.8736197,651.8989167,638.7114549,639.7483018,645.3317926,645.2472524,639.7947364,857.5318814,838.2437874,847.5946115,844.4396541,893.9617497,800.8382383,825.9356757,851.9510058,854.5209704,845.5947884,855.6091411,837.0569719,998.3055003,1041.559853,847.9257406,1001.122795,958.9806792,911.5214039,905.5094501,955.2147262,989.2821602,942.8646431,910.3222774,959.9110247,1173.942036,1243.776655,1152.712457,1313.017792,1204.965835,1095.300738,1177.940577,1096.924419,1136.300722,1166.152397,1238.303248,1133.904615,1008.424524,1125.212176,1023.267868,964.8397376,1019.995362,1117.959684,1043.682211,990.3613358,1190.727353,994.8926653,1071.765981,1067.68617,708.9094092,635.5259879,738.4372168,667.2520643,698.6207326,731.89598,733.0640732,715.0765611,739.7746455,667.9693594,741.4318134,823.0572958,902.2915039,968.0964595,1001.119225,847.315896,970.5645755,967.5467775,790.6682639,936.6774796,919.1629551,928.7743054,868.1033199,923.807025,151.9449752,157.7089245,145.9040711,156.9803085,144.1859006,150.8603108,151.8815867,152.2468153,129.1194796,141.2327954,154.0082935,163.3040073,29.79248464,11.45138678,612.9067743,1547.292644,134.8872313,22.22191487,473.2393897,738.5593935,766.2058885,351.5198629,85.0970898,383.9604532,260.8392135,208.0438052,259.9217017,231.1927557,225.8046627,226.6146372,207.1403677,221.9684748,238.099102,222.7858745,240.5425133,217.5005871,29.84681779,31.77166361,31.02406364,30.51332633,28.10403208,30.84753049,28.78569025,28.35878408,26.60255772,28.07390408,29.32953888,29.3676682
Chr2-6509424,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26350294,3.121213542,3.935725473,4.317775768,2.22162463,1.196510467,8.160002792,1.056450403,2.040836363,5.159285155,3.888670659,1.989557194,4.616087921,2.924419003,0.675810461,5.22534051,0.518684867,0.772604024,0.612532676,1.511717189,2.313979429,1.022003258,0.015346798,4.976416223,7.262415071,6.740608307,6.28640773,7.328574257,7.189128219,4.726760336,4.897047735,7.672663057,4.706752458,6.647523761,6.311472004,5.800410709,5.028471041,7.076091148,8.399865759,7.208411196,5.422711882,6.691294443,9.412671991,7.494503203,9.151940322,5.04841718,7.214384279,9.087317036,0.286229322,1.861006967,1.475432536,6.351812073,2.773097641,4.036862755,2.458947858,1.536484682,4.581832665,5.328634917,5.338990694,1.626624657,2.986566869,1.325874714,1.956833268,1.540643965,2.335232419,1.966997279,2.072655609,2.689720581,4.226571437,2.872745505,1.684954943,4.142571385,12.29367041,10.90541752,12.92254522,10.23677867,12.12166579,10.73812232,12.9402989,13.13298324,10.66966064,9.78534113,11.82826381,12.49443914,2.074849077,1.39562135,1.113742122,0.998644722,2.788675853,1.350558691,0.798334471,0.810326173,1.076651578,0.363911587,0.588553954,2.1832534,0,0,0,0,0,0,0,0,0,0,0,0,5.83580408,3.83730689,6.731819842,5.490220293,1.003593386,2.128642312,2.650024522,2.425481406,1.110437236,5.067612749,2.928832325,5.017648294,0,0,0,0,0,0,0,0,0,0,0,0
Chr2-6510941,LOC_Os02g12480,0,0,0,0,0,0,0,0,0,0,0,0,0.504790434,0.073480639,0.968168115,0.831477918,0.864384927,0.47999552,0.174991885,0.313384462,0.256075574,0.897404831,0.80065776,0.625645129,5.2898636,11.8552473,3.613789403,8.522002593,11.81821173,0.304500944,4.402659314,1.541501831,9.558130101,4.286414349,8.67399253,9.209762411,96.96340349,95.91568824,112.2489313,91.37819854,109.9399561,86.77065169,100.9212407,106.1816814,100.4147174,100.0805018,85.12821402,83.22116032,211.8031402,213.1752311,259.0289019,258.7745836,211.4096645,247.7428807,228.2393854,195.9924773,236.7971596,262.495803,202.3379428,216.1585631,180.512077,198.114376,212.1262649,171.1246622,192.7822788,128.9345085,166.2448255,224.4736097,183.4301282,195.9194907,178.0907075,128.3812058,170.3383388,173.108346,161.1543436,199.7809405,250.12224,232.3493063,158.4354713,183.8304179,261.1818476,296.319167,196.352695,189.6296999,100.0072524,74.04724311,90.84824057,105.8858036,88.78246001,92.26527216,86.95555367,85.35508102,93.20083539,92.03630288,87.40969237,84.92494299,82.07337207,85.94625508,78.43508564,74.84227367,76.67279034,83.2066581,64.2165759,74.46634809,84.17406425,69.5374588,63.92742038,83.3037837,99.77092184,94.86487685,89.32806827,157.556409,135.1819028,151.5152938,196.4195599,122.2257779,151.7920906,55.68339867,139.5740384,95.49855443,20.04567809,15.53487054,19.23572038,21.79873403,16.19909653,11.81123625,11.65077947,13.15153727,23.46269547,24.79482822,11.56748782,15.50230364,27.32135657,10.11531203,9.074002579,32.64030759,3.010763436,30.84231139,45.32960267,41.0291311,53.21368483,34.65303103,95.09694368,13.43014773,41.34637197,38.02257424,31.61971059,41.41674522,41.41503028,37.52214883,38.5110667,43.3205805,37.67633753,38.72412202,45.5368653,53.44718673,0.018076451,1.246943582,0.78530605,0.074301681,0.821751922,0.649866444,0.418351038,0.2468867,0.199028267,0.056038916,0.978818256,0.359354065
